Start	End	chromID	winID	Chromosome	Length(bp)	invCenters	NHCenters	NAHRCenters	allRepCounts	intraRepCounts	BhererRegsNum	SpenceRegsNum	BhererRegsMean	SpenceRegsMean	BhererRegsWeightMean	SpenceRegsWeightMean
31310146	31699535	chr10p	chr10p80	chr10	389390	0.0	0.0	0.0	20.0	0.0	66.0	41.0	0.5995048287123248	0.0922065024390244	0.30801954860953795	0.04043133361192859
31699536	32088925	chr10p	chr10p81	chr10	389390	0.0	0.0	0.0	4.0	2.0	87.0	100.0	1.5975786856932832	0.200530379	0.8874266944897654	0.1064639719904622
32088926	32478315	chr10p	chr10p82	chr10	389390	0.0	0.0	0.0	4.0	2.0	82.0	98.0	0.899321342683152	0.5948834171428572	0.48077342793396066	0.07641615809962214
32478316	32867705	chr10p	chr10p83	chr10	389390	0.0	0.0	0.0	2.0	0.0	77.0	106.0	0.6782993616236358	0.10744865	0.2908871969252214	0.05004407278644594
32867706	33257095	chr10p	chr10p84	chr10	389390	0.0	0.0	0.0	2.0	0.0	25.0	61.0	0.22170436980001304	0.03142736885245902	0.05643715120441406	0.03046320584691314
33257096	33646485	chr10p	chr10p85	chr10	389390	0.0	0.0	0.0	0.0	0.0	194.0	124.0	1.3618468860829906	0.20794306612903227	0.9888672082342799	0.13091183354088634
33646486	34035875	chr10p	chr10p86	chr10	389390	0.0	0.0	0.0	0.0	0.0	175.0	151.0	3.3337028805722357	0.6358135675496689	2.185935357207817	0.2882229297155326
34035876	34425265	chr10p	chr10p87	chr10	389390	0.0	0.0	0.0	0.0	0.0	168.0	103.0	2.84070517142643	1.0917858009708739	1.9389137045548788	0.25497696130495284
34425266	34814655	chr10p	chr10p88	chr10	389390	0.0	0.0	0.0	0.0	0.0	112.0	110.0	0.839481476785772	0.15013882090909092	0.6480026769177817	0.09190496095091678
34814656	35204045	chr10p	chr10p89	chr10	389390	0.0	0.0	0.0	0.0	0.0	62.0	82.0	1.01684179774158	0.09035764365853659	0.4643243328059336	0.05148127134725054
35204046	35593435	chr10p	chr10p90	chr10	389390	0.0	0.0	0.0	0.0	0.0	46.0	98.0	1.2225390373903673	0.13780296683673468	0.4124569561293501	0.05436208598779451
35593436	35982825	chr10p	chr10p91	chr10	389390	0.0	0.0	0.0	0.0	0.0	48.0	62.0	1.0350786486430872	0.22351296129032258	0.34020115927394234	0.06208832330516986
35982826	36372215	chr10p	chr10p92	chr10	389390	0.0	0.0	0.0	8.0	8.0	154.0	209.0	3.055466838476168	0.4844566875598086	1.8047140493657643	0.2570998781569733
36372216	36761605	chr10p	chr10p93	chr10	389390	0.0	0.0	0.0	8.0	4.0	145.0	158.0	3.0009124837931336	0.3408080663291139	1.300251453261258	0.15222841202799528
36761606	37150995	chr10p	chr10p94	chr10	389390	0.0	0.0	0.0	26.0	6.0	114.0	185.0	1.63019250070872	0.15566281686486486	0.8737067691216868	0.07939987126100717
37150996	37540385	chr10p	chr10p95	chr10	389390	1.0	0.0	1.0	84.0	26.0	80.0	102.0	0.5000535923756152	0.09863832921568627	0.3422592846931226	0.07052390257803944
37540386	37929775	chr10p	chr10p96	chr10	389390	0.0	0.0	0.0	26.0	14.0	43.0	83.0	0.3369533277909786	0.10285580361445783	0.11273451291667545	0.035983875171319
37929776	38319165	chr10p	chr10p97	chr10	389390	0.0	0.0	0.0	10.0	6.0	15.0	55.0	0.048444467332666434	0.01489965290909091	0.021061538388909153	0.013526643028631827
38319166	38708555	chr10p	chr10p98	chr10	389390	0.0	0.0	0.0	54.0	24.0	23.0	84.0	0.09530280110874227	0.09906602738095238	0.03018135477937935	0.033507808475922995
38708556	39097945	chr10p	chr10p99	chr10	389390	0.0	0.0	0.0	340.0	8.0	2.0	253.0	0.0041220662499426	0.17354082450592886	0.0014288420737933632	0.08774125225391494
42436301	43366672	chr10q	chr10q0	chr10	930372	0.0	0.0	0.0	522.0	68.0	64.0	512.0	1.8346562436704315	0.6535991556640625	0.10936838957017032	0.10820219124461183
43366673	44297044	chr10q	chr10q1	chr10	930372	0.0	0.0	0.0	42.0	6.0	269.0	599.0	1.2985360315796302	0.1655997449081803	0.6226188572769171	0.09245431348453213
44297045	45227416	chr10q	chr10q2	chr10	930372	0.0	0.0	0.0	8.0	4.0	304.0	317.0	1.6287470233695132	0.22275418157728707	0.6051922645151327	0.09733181381105883
45227417	46157788	chr10q	chr10q3	chr10	930372	0.0	0.0	0.0	68.0	30.0	227.0	307.0	1.1478616334591165	0.14202182853420195	0.5672658943138901	0.07830593626257493
46157789	47088160	chr10q	chr10q4	chr10	930372	0.0	0.0	0.0	204.0	178.0	4.0	99.0	0.2550405287501578	0.15424933373737373	0.014915991661939864	0.1639633298978022
47088161	48018532	chr10q	chr10q5	chr10	930372	0.0	0.0	0.0	218.0	166.0	39.0	261.0	0.9726996393471691	0.5115324865900384	0.11010106323910947	0.2319884509112066
48018533	48948904	chr10q	chr10q6	chr10	930372	0.0	0.0	0.0	120.0	112.0	97.0	155.0	2.139638595824595	0.4231879219354839	0.21591264540829622	0.13656459195983145
48948905	49879276	chr10q	chr10q7	chr10	930372	0.0	0.0	0.0	92.0	84.0	160.0	166.0	2.2734792493426954	0.20568660626506025	0.95814356400722	0.12341608913312438
49879277	50809648	chr10q	chr10q8	chr10	930372	0.0	0.0	0.0	8.0	2.0	268.0	311.0	2.3461883287486165	0.28338853118971064	0.5747849052050722	0.1378305770208796
50809649	51740020	chr10q	chr10q9	chr10	930372	0.0	0.0	0.0	166.0	114.0	74.0	202.0	0.5869535814460423	0.2774481103960396	0.14232229231615187	0.2954520313098105
51740021	52670392	chr10q	chr10q10	chr10	930372	0.0	0.0	0.0	108.0	94.0	193.0	559.0	1.693386892566436	0.15726680787119857	0.5634171194833204	0.11904226626179654
52670393	53600764	chr10q	chr10q11	chr10	930372	0.0	0.0	0.0	2.0	0.0	318.0	301.0	1.9624404657861936	0.365876313089701	1.1425424150787151	0.144587809162259
53600765	54531136	chr10q	chr10q12	chr10	930372	0.0	0.0	0.0	12.0	0.0	417.0	536.0	3.0798286870498	0.35192643458955225	1.5543255665463873	0.20547658751583814
54531137	55461508	chr10q	chr10q13	chr10	930372	0.0	0.0	0.0	2.0	0.0	401.0	1202.0	1.9932423504503087	0.09011404888519135	1.32848218376062	0.08586187507277333
55461509	56391880	chr10q	chr10q14	chr10	930372	0.0	0.0	0.0	30.0	24.0	330.0	924.0	1.153512319667045	0.12368233582251083	0.6306732150875387	0.11107938149573661
56391881	57322252	chr10q	chr10q15	chr10	930372	1.0	1.0	0.0	14.0	12.0	302.0	465.0	1.7667865566567449	0.40726127040860216	1.0286863784948328	0.16056894282001613
57322253	58252624	chr10q	chr10q16	chr10	930372	0.0	0.0	0.0	56.0	44.0	156.0	375.0	0.4525197762822844	0.09653781346133333	0.22509261680521087	0.03973668143838212
58252625	59182996	chr10q	chr10q17	chr10	930372	0.0	0.0	0.0	0.0	0.0	171.0	509.0	1.1754194250264358	0.0822823826129666	0.39009411485912193	0.04641919621310526
59182997	60113368	chr10q	chr10q18	chr10	930372	1.0	1.0	0.0	6.0	0.0	239.0	314.0	1.0828587010036823	0.3307252817515924	0.5763056070651131	0.09401989497725462
60113369	61043740	chr10q	chr10q19	chr10	930372	0.0	0.0	0.0	16.0	0.0	238.0	338.0	2.570266607836367	0.2650813199408284	1.0627643860379419	0.11353260180823797
61043741	61974112	chr10q	chr10q20	chr10	930372	0.0	0.0	0.0	2.0	0.0	381.0	490.0	1.6510174359960332	0.3118639802040816	1.328389160494047	0.1613708546287791
61974113	62904484	chr10q	chr10q21	chr10	930372	0.0	0.0	0.0	2.0	0.0	268.0	534.0	2.370884992276407	0.31024501447565545	0.8669624511393286	0.12211904910638148
62904485	63834856	chr10q	chr10q22	chr10	930372	0.0	0.0	0.0	0.0	0.0	251.0	232.0	1.2331357670837872	0.1354790325862069	0.6112789101457318	0.07039741476091514
63834857	64765228	chr10q	chr10q23	chr10	930372	0.0	0.0	0.0	0.0	0.0	302.0	603.0	1.7271763801327318	0.14348747348258706	0.8753144425411634	0.10348989482975937
64765229	65695600	chr10q	chr10q24	chr10	930372	0.0	0.0	0.0	10.0	2.0	187.0	241.0	1.0953384174873433	0.1330678124481328	0.4190626634839427	0.05828516893347764
65695601	66625972	chr10q	chr10q25	chr10	930372	0.0	0.0	0.0	6.0	0.0	237.0	246.0	1.7474990675102746	0.5609030751626016	0.8268669164570872	0.10169194620947829
66625973	67556344	chr10q	chr10q26	chr10	930372	0.0	0.0	0.0	18.0	0.0	233.0	294.0	1.329023414162398	0.2044743225170068	0.5286466282135753	0.0881760425411024
67556345	68486716	chr10q	chr10q27	chr10	930372	0.0	0.0	0.0	2.0	0.0	344.0	422.0	2.051603971292762	0.41556184924170614	0.7290869065643565	0.14091420913889927
68486717	69417088	chr10q	chr10q28	chr10	930372	0.0	0.0	0.0	0.0	0.0	251.0	426.0	3.453889771236456	0.22311287981220657	0.6921036972791956	0.08310292263253456
69417089	70347460	chr10q	chr10q29	chr10	930372	0.0	0.0	0.0	4.0	0.0	184.0	222.0	1.2493588059785286	0.09863468423423423	0.6174686740653372	0.052021260183458026
70347461	71277832	chr10q	chr10q30	chr10	930372	0.0	0.0	0.0	4.0	0.0	310.0	331.0	2.6211671345269125	0.4065299836253776	1.1192894695734572	0.13474323758992396
71277833	72208204	chr10q	chr10q31	chr10	930372	0.0	0.0	0.0	6.0	0.0	565.0	485.0	3.8593780374337743	0.6952041127835051	2.5526809589458366	0.35549290410079426
72208205	73138576	chr10q	chr10q32	chr10	930372	0.0	0.0	0.0	4.0	0.0	551.0	390.0	2.9168956560802166	0.7795927882051282	2.3614961248947535	0.30730477815564106
73138577	74068948	chr10q	chr10q33	chr10	930372	0.0	0.0	0.0	0.0	0.0	461.0	394.0	2.930320096313485	0.6008383489340101	2.0293357244014887	0.2603895947694796
74068949	74999320	chr10q	chr10q34	chr10	930372	0.0	0.0	0.0	46.0	2.0	59.0	145.0	0.7119814194074178	0.025079580351724137	0.17213342027536732	0.016714758980787912
74999321	75929692	chr10q	chr10q35	chr10	930372	1.0	1.0	0.0	58.0	52.0	118.0	100.0	0.7645009554681693	0.21644210098	0.41861846436440253	0.0451172712228145
75929693	76860064	chr10q	chr10q36	chr10	930372	0.0	0.0	0.0	0.0	0.0	114.0	120.0	0.5535697653506685	0.15120783775	0.2999220473751005	0.03630440678966655
76860065	77790436	chr10q	chr10q37	chr10	930372	0.0	0.0	0.0	0.0	0.0	250.0	153.0	3.471013253400345	0.3833743754248366	1.0174460590891428	0.11645433068135662
77790437	78720808	chr10q	chr10q38	chr10	930372	0.0	0.0	0.0	0.0	0.0	287.0	320.0	2.2168381435538644	0.5654981089375	1.405727397499591	0.1703914072383557
78720809	79651180	chr10q	chr10q39	chr10	930372	0.0	0.0	0.0	22.0	0.0	369.0	233.0	2.333045288589299	0.6303042678969957	1.2874816558585034	0.18675277013184285
79651181	80581552	chr10q	chr10q40	chr10	930372	0.0	0.0	0.0	0.0	0.0	388.0	286.0	2.2903862155914356	0.6288527510489511	1.497827750379401	0.19567642234332877
80581553	81511924	chr10q	chr10q41	chr10	930372	0.0	0.0	0.0	48.0	38.0	406.0	389.0	3.7900889967957774	0.7488228792544988	2.3189105416485996	0.3227984061130346
81511925	82442296	chr10q	chr10q42	chr10	930372	0.0	0.0	0.0	122.0	82.0	294.0	408.0	3.1252279959673785	0.37351891625	1.2578073157120644	0.1843004855949656
82442297	83372668	chr10q	chr10q43	chr10	930372	0.0	0.0	0.0	6.0	0.0	329.0	330.0	2.6442594145613048	0.5599343372121213	1.1986279981961339	0.16746999815281108
83372669	84303040	chr10q	chr10q44	chr10	930372	0.0	0.0	0.0	0.0	0.0	317.0	233.0	2.3570892486257105	0.7130109594849785	1.243619949115963	0.17566924307590612
84303041	85233412	chr10q	chr10q45	chr10	930372	0.0	0.0	0.0	0.0	0.0	250.0	534.0	1.0742127512009056	0.20296554546816478	0.5648513621183374	0.08687134526073081
85233413	86163784	chr10q	chr10q46	chr10	930372	0.0	0.0	0.0	50.0	0.0	351.0	332.0	2.995962653317349	0.49438025855421686	1.1443783400237397	0.16786960293598233
86163785	87094156	chr10q	chr10q47	chr10	930372	0.0	0.0	0.0	4.0	0.0	226.0	324.0	0.7756923679905059	0.09808920108024691	0.3791001970290005	0.059973678622474214
87094157	88024528	chr10q	chr10q48	chr10	930372	1.0	1.0	0.0	2.0	0.0	337.0	275.0	3.3170088500003168	0.3939432407272727	1.2153023997842334	0.15031049787825013
88024529	88954900	chr10q	chr10q49	chr10	930372	0.0	0.0	0.0	84.0	70.0	215.0	207.0	1.0801792969118647	0.28841077487922706	0.5831502243649733	0.08651377385238317
88954901	89885272	chr10q	chr10q50	chr10	930372	0.0	0.0	0.0	70.0	44.0	208.0	250.0	1.6435048441342608	0.40026474928	0.7224825218326723	0.13881286898118192
89885273	90815644	chr10q	chr10q51	chr10	930372	0.0	0.0	0.0	0.0	0.0	347.0	351.0	2.0626047943630477	0.4567023317094017	1.06617224147008	0.16723603230110243
90815645	91746016	chr10q	chr10q52	chr10	930372	0.0	0.0	0.0	6.0	0.0	357.0	322.0	2.6427527804155995	0.4340219146583851	1.3095792048700847	0.188733130106407
91746017	92676388	chr10q	chr10q53	chr10	930372	0.0	0.0	0.0	2.0	0.0	256.0	280.0	2.393650140522158	0.5280931268571428	0.7819061401099588	0.1311446926953286
