pos	val	Chromosome
4700811.346938776	8.541977168716352e-10	chr13
7051217.020408164	1.6498326705532213e-09	chr13
9401622.693877552	2.8771816050955243e-09	chr13
11752028.367346939	4.535679575383795e-09	chr13
14102434.040816328	6.4731020929028596e-09	chr13
16452839.714285716	8.380000146606939e-09	chr13
18803245.387755103	9.86881932407112e-09	chr13
21153651.06122449	1.0618325701569685e-08	chr13
23504056.734693877	1.0513434876234885e-08	chr13
25854462.408163268	9.702089734326897e-09	chr13
28204868.081632655	8.536036055708671e-09	chr13
30555273.755102042	7.428147639865136e-09	chr13
32905679.428571433	6.698864593465061e-09	chr13
35256085.10204082	6.478830936225445e-09	chr13
37606490.77551021	6.6986019942812776e-09	chr13
39956896.448979594	7.154729675027959e-09	chr13
42307302.12244898	7.61175984633337e-09	chr13
44657707.79591837	7.89100208422774e-09	chr13
47008113.469387755	7.913159468125926e-09	chr13
49358519.14285715	7.693717277382617e-09	chr13
51708924.816326536	7.313865244856183e-09	chr13
54059330.48979592	6.8879120329399205e-09	chr13
56409736.16326531	6.52978212307911e-09	chr13
58760141.8367347	6.3132793182853e-09	chr13
61110547.510204084	6.234998396241293e-09	chr13
63460953.18367347	6.205547386493055e-09	chr13
65811358.857142866	6.087135792764415e-09	chr13
68161764.53061225	5.763520856076255e-09	chr13
70512170.20408164	5.201136081558464e-09	chr13
72862575.87755102	4.464863949979615e-09	chr13
75212981.55102041	3.6843385943337087e-09	chr13
77563387.22448981	2.997621555486311e-09	chr13
79913792.89795919	2.504661500935346e-09	chr13
82264198.57142858	2.2458421622545216e-09	chr13
84614604.24489796	2.202667314429339e-09	chr13
86965009.91836736	2.314058576154811e-09	chr13
89315415.59183674	2.508878016367555e-09	chr13
91665821.26530613	2.757591015067745e-09	chr13
94016226.93877551	3.1342312227451443e-09	chr13
96366632.6122449	3.859232341275656e-09	chr13
98717038.2857143	5.27867822146327e-09	chr13
101067443.95918368	7.742808445803358e-09	chr13
103417849.63265307	1.139051239146175e-08	chr13
105768255.30612245	1.592401352408091e-08	chr13
108118660.97959185	2.0524716726188824e-08	chr13
110469066.65306123	2.4039664625597145e-08	chr13
112819472.32653062	2.5419715155750387e-08	chr13
115169878.0	2.4195611408900294e-08	chr13
0.0	4.1247135027583277e-10	chr14
2190806.93877551	9.09591638349099e-10	chr14
4381613.87755102	1.8317668484152092e-09	chr14
6572420.816326531	3.3697853323085956e-09	chr14
8763227.75510204	5.665256511325028e-09	chr14
10954034.69387755	8.708679358524518e-09	chr14
13144841.632653061	1.224904968829568e-08	chr14
15335648.57142857	1.5778700056896056e-08	chr14
17526455.51020408	1.8638070199793903e-08	chr14
19717262.44897959	2.022273288730798e-08	chr14
21908069.3877551	2.0204591944411795e-08	chr14
24098876.32653061	1.8654979371743246e-08	chr14
26289683.265306123	1.6005915031389824e-08	chr14
28480490.204081632	1.287703058187455e-08	chr14
30671297.14285714	9.865137798774453e-09	chr14
32862104.08163265	7.396304866280698e-09	chr14
35052911.02040816	5.6849759633604665e-09	chr14
37243717.95918367	4.777611073725258e-09	chr14
39434524.89795918	4.622547732249956e-09	chr14
41625331.83673469	5.11553712573916e-09	chr14
43816138.7755102	6.1056369434681065e-09	chr14
46006945.71428571	7.382324978388816e-09	chr14
48197752.65306122	8.68011366625694e-09	chr14
50388559.59183673	9.723428758610411e-09	chr14
52579366.530612245	1.0301686521482719e-08	chr14
54770173.469387755	1.0336098491389717e-08	chr14
56960980.408163264	9.898206551213834e-09	chr14
59151787.346938774	9.168113634524363e-09	chr14
61342594.28571428	8.356706978366439e-09	chr14
63533401.22448979	7.633586047644435e-09	chr14
65724208.1632653	7.0907549582016174e-09	chr14
67915015.10204081	6.744947236965104e-09	chr14
70105822.04081632	6.5611325487852316e-09	chr14
72296628.97959183	6.478017404018939e-09	chr14
74487435.91836734	6.427666712956653e-09	chr14
76678242.85714285	6.351822135058234e-09	chr14
78869049.79591836	6.218119255794986e-09	chr14
81059856.73469387	6.03266027420449e-09	chr14
83250663.67346938	5.840967564757984e-09	chr14
85441470.61224489	5.713954270592131e-09	chr14
87632277.5510204	5.725844840711861e-09	chr14
89823084.48979591	5.936322893696333e-09	chr14
92013891.42857142	6.382598196316727e-09	chr14
94204698.36734693	7.074007332042411e-09	chr14
96395505.30612244	7.976697544711525e-09	chr14
98586312.24489795	8.988061105869454e-09	chr14
100777119.18367346	9.92158709665898e-09	chr14
102967926.12244897	1.0531066621963081e-08	chr14
105158733.06122449	1.0583772678224931e-08	chr14
107349540.0	9.955109596951941e-09	chr14
0.0	1.0663277099968332e-12	chr15
2092477.387755102	6.4377303078996104e-12	chr15
4184954.775510204	3.2291202975165546e-11	chr15
6277432.1632653065	1.3471876282490904e-10	chr15
8369909.551020408	4.68131928701907e-10	chr15
10462386.93877551	1.3573435605801009e-09	chr15
12554864.326530613	3.2921179926762105e-09	chr15
14647341.714285715	6.704004375476511e-09	chr15
16739819.102040816	1.1530325487064115e-08	chr15
18832296.48979592	1.691717210787792e-08	chr15
20924773.87755102	2.1532550438682844e-08	chr15
23017251.265306123	2.4414978430807383e-08	chr15
25109728.653061226	2.554417409187535e-08	chr15
27202206.040816326	2.548861584435624e-08	chr15
29294683.42857143	2.457505005605485e-08	chr15
31387160.81632653	2.2594136913725457e-08	chr15
33479638.204081632	1.9306118546802432e-08	chr15
35572115.591836736	1.5028640115289446e-08	chr15
37664592.97959184	1.0626759668159804e-08	chr15
39757070.367346935	6.992318558947166e-09	chr15
41849547.75510204	4.561563850358297e-09	chr15
43942025.14285714	3.233884036526668e-09	chr15
46034502.530612245	2.6239497601199507e-09	chr15
48126979.91836735	2.3550611664719907e-09	chr15
50219457.30612245	2.1937419237261047e-09	chr15
52311934.69387755	2.039618822748407e-09	chr15
54404412.08163265	1.8821970868334116e-09	chr15
56496889.469387755	1.778871489226299e-09	chr15
58589366.85714286	1.8323450798005717e-09	chr15
60681844.24489796	2.1462031372773497e-09	chr15
62774321.63265306	2.7799810733299216e-09	chr15
64866799.02040816	3.7418702716354264e-09	chr15
66959276.408163264	5.025946712355477e-09	chr15
69051753.79591836	6.64853959076384e-09	chr15
71144231.18367347	8.637716725795361e-09	chr15
73236708.57142857	1.1006204178246674e-08	chr15
75329185.95918368	1.3755658877060728e-08	chr15
77421663.34693877	1.682481774496482e-08	chr15
79514140.73469387	1.986097030207683e-08	chr15
81606618.12244898	2.2017334371957047e-08	chr15
83699095.51020408	2.2235732009530304e-08	chr15
85791572.89795919	2.0024056656196043e-08	chr15
87884050.28571428	1.5992673667962117e-08	chr15
89976527.67346938	1.1518732015288595e-08	chr15
92069005.06122449	7.8660479685854e-09	chr15
94161482.44897959	5.592460741031579e-09	chr15
96253959.8367347	4.562639251046838e-09	chr15
98346437.2244898	4.2601978006483085e-09	chr15
100438914.6122449	4.095133739765372e-09	chr15
102531392.0	3.6545354692448693e-09	chr15
0.0	3.2642346514383507e-09	chr16
1843974.551020408	4.700822067359172e-09	chr16
3687949.102040816	5.689527711920662e-09	chr16
5531923.653061224	5.963610558290582e-09	chr16
7375898.204081632	6.021290344913836e-09	chr16
9219872.75510204	6.998478395584883e-09	chr16
11063847.306122448	9.676252114176328e-09	chr16
12907821.857142856	1.34920477097289e-08	chr16
14751796.408163264	1.6723686961335422e-08	chr16
16595770.959183672	1.794317616575409e-08	chr16
18439745.51020408	1.7227616095618172e-08	chr16
20283720.06122449	1.5776038115226485e-08	chr16
22127694.612244897	1.4901128239019814e-08	chr16
23971669.163265303	1.598153725082858e-08	chr16
25815643.714285713	2.0677985992674052e-08	chr16
27659618.265306123	2.984249283941698e-08	chr16
29503592.81632653	4.152054979692822e-08	chr16
31347567.367346935	5.033020870747276e-08	chr16
33191541.918367345	5.0398070893138295e-08	chr16
35035516.469387755	4.0506460612686195e-08	chr16
36879491.02040816	2.574571435451485e-08	chr16
38723465.57142857	1.3028899560959499e-08	chr16
40567440.12244898	5.838882354649784e-09	chr16
42411414.67346939	3.5702922998921245e-09	chr16
44255389.22448979	3.9630512042455494e-09	chr16
46099363.7755102	5.021338057591392e-09	chr16
47943338.326530606	5.66002815634375e-09	chr16
49787312.87755102	5.657352316351731e-09	chr16
51631287.428571425	5.181083372971576e-09	chr16
53475261.97959183	4.3754148634971054e-09	chr16
55319236.530612245	3.3748059363478214e-09	chr16
57163211.08163265	2.3989997846804223e-09	chr16
59007185.63265306	1.6412174117028848e-09	chr16
60851160.183673464	1.1819615354153934e-09	chr16
62695134.73469387	1.088116143996571e-09	chr16
64539109.28571428	1.5025522489469375e-09	chr16
66383083.83673469	2.5143380972964835e-09	chr16
68227058.3877551	3.899583309579026e-09	chr16
70071032.93877551	5.085100886238484e-09	chr16
71915007.48979591	5.496927654097549e-09	chr16
73758982.04081632	4.956935342702776e-09	chr16
75602956.59183674	3.750666536242414e-09	chr16
77446931.14285713	2.405950637375431e-09	chr16
79290905.69387755	1.4066001494101116e-09	chr16
81134880.24489796	1.0299604151338431e-09	chr16
82978854.79591836	1.401376903650768e-09	chr16
84822829.34693877	2.573623561945939e-09	chr16
86666803.89795917	4.333018229933062e-09	chr16
88510778.44897959	5.9225913497580025e-09	chr16
90354753.0	6.343789315161778e-09	chr16
0.0	4.772828704828938e-09	chr17
1657045.1020408163	6.12984979780491e-09	chr17
3314090.2040816327	6.614548193152513e-09	chr17
4971135.306122449	6.064691534733503e-09	chr17
6628180.408163265	4.859189120044922e-09	chr17
8285225.510204081	3.7216618581897456e-09	chr17
9942270.612244898	3.3965125377307074e-09	chr17
11599315.714285715	4.43530237507944e-09	chr17
13256360.81632653	7.1144259179722195e-09	chr17
14913405.918367347	1.1356981369007269e-08	chr17
16570451.020408163	1.6608517995417415e-08	chr17
18227496.12244898	2.1812625745270688e-08	chr17
19884541.224489797	2.572253958368512e-08	chr17
21541586.326530613	2.753534363155965e-08	chr17
23198631.42857143	2.7351775282553012e-08	chr17
24855676.530612245	2.595099506732104e-08	chr17
26512721.63265306	2.4119357442709132e-08	chr17
28169766.734693877	2.2283935502762804e-08	chr17
29826811.836734693	2.0677858182662092e-08	chr17
31483856.93877551	1.9526752025729884e-08	chr17
33140902.040816326	1.8893531607020712e-08	chr17
34797947.14285714	1.8545880712765997e-08	chr17
36454992.24489796	1.8271445227891523e-08	chr17
38112037.346938774	1.8232484189558217e-08	chr17
39769082.448979594	1.8661116857397485e-08	chr17
41426127.551020406	1.9176563796711468e-08	chr17
43083172.653061226	1.8742733879185844e-08	chr17
44740217.75510204	1.6524786490668414e-08	chr17
46397262.85714286	1.2735085814988257e-08	chr17
48054307.95918367	8.57494813605834e-09	chr17
49711353.06122449	5.426827830509387e-09	chr17
51368398.1632653	4.134852058380904e-09	chr17
53025443.26530612	4.827938703047551e-09	chr17
54682488.36734694	7.048295150421478e-09	chr17
56339533.469387755	9.906497298762853e-09	chr17
57996578.571428575	1.2361280693745612e-08	chr17
59653623.67346939	1.3677799606297825e-08	chr17
61310668.77551021	1.3714107808490973e-08	chr17
62967713.87755102	1.2740743913853205e-08	chr17
64624758.97959184	1.1056804093153413e-08	chr17
66281804.08163265	8.870693781072445e-09	chr17
67938849.18367347	6.470958406601224e-09	chr17
69595894.28571428	4.3100647480733336e-09	chr17
71252939.3877551	2.8070652461742343e-09	chr17
72909984.48979592	2.1050503792882267e-09	chr17
74567029.59183674	2.063024337705702e-09	chr17
76224074.69387755	2.422286437320438e-09	chr17
77881119.79591836	2.9083236120167084e-09	chr17
79538164.89795919	3.228922166484391e-09	chr17
81195210.0	3.133583667967472e-09	chr17
0.0	1.0450624443780403e-08	chr18
1593413.224489796	1.103876328170315e-08	chr18
3186826.448979592	1.1544188552641739e-08	chr18
4780239.673469388	1.2996578937441745e-08	chr18
6373652.897959184	1.6491217613081628e-08	chr18
7967066.12244898	2.261862475228252e-08	chr18
9560479.346938776	3.094464973450508e-08	chr18
11153892.57142857	3.982282575355102e-08	chr18
12747305.795918368	4.679264245504017e-08	chr18
14340719.020408165	4.9559060729338434e-08	chr18
15934132.24489796	4.7105605967293085e-08	chr18
17527545.469387755	4.0242645130626305e-08	chr18
19120958.69387755	3.1190992970075476e-08	chr18
20714371.91836735	2.2481821772054095e-08	chr18
22307785.14285714	1.5902580721490497e-08	chr18
23901198.36734694	1.2047550581588811e-08	chr18
25494611.591836736	1.0497904795353335e-08	chr18
27088024.816326533	1.029832559169315e-08	chr18
28681438.04081633	1.042257819845588e-08	chr18
30274851.265306123	1.0108324942686218e-08	chr18
31868264.48979592	9.037824219983562e-09	chr18
33461677.714285716	7.3414238730056296e-09	chr18
35055090.93877551	5.431435662377608e-09	chr18
36648504.16326531	3.757527746148968e-09	chr18
38241917.3877551	2.6154595233662933e-09	chr18
39835330.6122449	2.0841191643177087e-09	chr18
41428743.8367347	2.0709182817643435e-09	chr18
43022157.06122449	2.3990203137950813e-09	chr18
44615570.28571428	2.8875318145200187e-09	chr18
46208983.510204084	3.410515535471074e-09	chr18
47802396.73469388	3.930586170064832e-09	chr18
49395809.95918368	4.491582259264284e-09	chr18
50989223.18367347	5.1569728746173946e-09	chr18
52582636.408163264	5.9168846883085504e-09	chr18
54176049.632653065	6.630220523598159e-09	chr18
55769462.85714286	7.063868166506419e-09	chr18
57362876.08163266	7.020148909658945e-09	chr18
58956289.30612245	6.463983036813077e-09	chr18
60549702.530612245	5.553949703261899e-09	chr18
62143115.755102046	4.558236196808695e-09	chr18
63736528.97959184	3.7232143529358486e-09	chr18
65329942.20408163	3.182471180587255e-09	chr18
66923355.42857143	2.945483531285568e-09	chr18
68516768.65306123	2.9439324423704845e-09	chr18
70110181.87755102	3.0866265355611818e-09	chr18
71703595.10204081	3.2867420542089534e-09	chr18
73297008.32653062	3.458455549157408e-09	chr18
74890421.55102041	3.509218872062483e-09	chr18
76483834.7755102	3.35616354300255e-09	chr18
78077248.0	2.9659832260054346e-09	chr18
0.0	1.3528622392644274e-08	chr19
1206713.9387755103	1.3842462202705442e-08	chr19
2413427.8775510206	1.3173316553812645e-08	chr19
3620141.8163265307	1.19504317837625e-08	chr19
4826855.755102041	1.0736581133477643e-08	chr19
6033569.693877552	9.9959588675009e-09	chr19
7240283.632653061	9.934830902222866e-09	chr19
8446997.571428573	1.0468382345899277e-08	chr19
9653711.510204082	1.129909386745725e-08	chr19
10860425.448979592	1.2058911027261623e-08	chr19
12067139.387755103	1.2463632885442318e-08	chr19
13273853.326530613	1.2430156783382615e-08	chr19
14480567.265306123	1.2111500105934782e-08	chr19
15687281.204081634	1.1825383648973334e-08	chr19
16893995.142857146	1.1895674883253361e-08	chr19
18100709.081632655	1.2474239463805524e-08	chr19
19307423.020408165	1.3432878427863152e-08	chr19
20514136.959183674	1.43902919808564e-08	chr19
21720850.897959184	1.4872988587444742e-08	chr19
22927564.836734697	1.4534979766045165e-08	chr19
24134278.775510207	1.3324400651922307e-08	chr19
25340992.714285716	1.151445903506239e-08	chr19
26547706.653061226	9.596903324975733e-09	chr19
27754420.591836736	8.113292854336305e-09	chr19
28961134.530612245	7.516246403254473e-09	chr19
30167848.46938776	8.100901574036276e-09	chr19
31374562.408163268	9.977701083199354e-09	chr19
32581276.346938778	1.3039237162526061e-08	chr19
33787990.28571429	1.692390637139866e-08	chr19
34994704.2244898	2.1040324087420887e-08	chr19
36201418.16326531	2.4708451099469382e-08	chr19
37408132.10204082	2.7381125294099884e-08	chr19
38614846.04081633	2.8816324969397023e-08	chr19
39821559.97959184	2.9082152397480352e-08	chr19
41028273.91836735	2.840356484351857e-08	chr19
42234987.85714286	2.698866506230576e-08	chr19
43441701.79591837	2.4976337692710717e-08	chr19
44648415.73469388	2.252204607451361e-08	chr19
45855129.673469394	1.990814797620178e-08	chr19
47061843.612244904	1.7549325251514104e-08	chr19
48268557.55102041	1.586281692080584e-08	chr19
49475271.48979592	1.5085963657164816e-08	chr19
50681985.42857143	1.5159001776403565e-08	chr19
51888699.36734694	1.5741020663942082e-08	chr19
53095413.30612245	1.6344940200284606e-08	chr19
54302127.24489796	1.6518030232566384e-08	chr19
55508841.18367347	1.598305423693813e-08	chr19
56715555.12244898	1.468876252020095e-08	chr19
57922269.06122449	1.2773023877503373e-08	chr19
59128983.0	1.0481895538197836e-08	chr19
0.0	1.0842624206785627e-09	chr2
4963252.510204081	1.2634223549200557e-09	chr2
9926505.020408163	1.305118850745165e-09	chr2
14889757.530612245	1.3181214651599513e-09	chr2
19853010.040816326	1.3849470566483696e-09	chr2
24816262.551020406	1.4841508733217057e-09	chr2
29779515.06122449	1.5432715209429341e-09	chr2
34742767.57142857	1.5134316465569084e-09	chr2
39706020.08163265	1.385060381708576e-09	chr2
44669272.591836736	1.2124552472518098e-09	chr2
49632525.10204081	1.153370110207967e-09	chr2
54595777.6122449	1.4103905536989872e-09	chr2
59559030.12244898	2.067367598889467e-09	chr2
64522282.63265306	2.989449519970791e-09	chr2
69485535.14285713	4.013944662375422e-09	chr2
74448787.65306123	5.393466453679225e-09	chr2
79412040.1632653	7.782646713694411e-09	chr2
84375292.67346938	1.1195276857151152e-08	chr2
89338545.18367347	1.4138875603396862e-08	chr2
94301797.69387755	1.4743007219450094e-08	chr2
99265050.20408162	1.2839421543169577e-08	chr2
104228302.71428572	1.0029530653824476e-08	chr2
109191555.2244898	7.779940659948831e-09	chr2
114154807.73469387	6.4772392580884955e-09	chr2
119118060.24489796	6.172903461527623e-09	chr2
124081312.75510204	6.889153411058933e-09	chr2
129044565.26530612	7.89075310940479e-09	chr2
134007817.77551019	7.840772762014762e-09	chr2
138971070.28571427	6.268408183749811e-09	chr2
143934322.79591838	4.1479283997789745e-09	chr2
148897575.30612245	2.704907578951025e-09	chr2
153860827.81632653	2.246374155343281e-09	chr2
158824080.3265306	2.2873733879068895e-09	chr2
163787332.83673468	2.3156337271638538e-09	chr2
168750585.34693876	2.196206436682444e-09	chr2
173713837.85714284	2.028168941510027e-09	chr2
178677090.36734694	1.9049839567760913e-09	chr2
183640342.87755102	1.8901989455367783e-09	chr2
188603595.3877551	2.049462019610061e-09	chr2
193566847.89795917	2.374999161815466e-09	chr2
198530100.40816325	2.698770497505609e-09	chr2
203493352.91836733	2.7638663401871816e-09	chr2
208456605.42857143	2.461924196825424e-09	chr2
213419857.9387755	1.9660678301895568e-09	chr2
218383110.4489796	1.5644383757778465e-09	chr2
223346362.95918366	1.4269889210261089e-09	chr2
228309615.46938774	1.5602192213888045e-09	chr2
233272867.97959182	1.8499948253509947e-09	chr2
