Start	End	chromID	winID	Chromosome	Length(bp)	('invCenters', 'NHCenters', 'NAHRCenters', 'allRepCounts', 'intraRepCounts', 'BhererRegsNum', 'SpenceRegsNum', 'BhererRegsMean', 'SpenceRegsMean', 'BhererRegsWeightMean', 'SpenceRegsWeightMean')	invCenters	NHCenters	NAHRCenters	allRepCounts	intraRepCounts	BhererRegsNum	SpenceRegsNum	BhererRegsMean	SpenceRegsMean	BhererRegsWeightMean	SpenceRegsWeightMean
13816959	20629628	chr12p	chr12p2	chr12	6812670	0	0.0	0.0	0.0	98.0	16.0	2220.0	2210.0	2.5713354176597996	0.44946902074660633	1.1850877740052175	0.16007821906046152
20629629	27442298	chr12p	chr12p3	chr12	6812670	0	0.0	0.0	0.0	56.0	14.0	2606.0	2521.0	2.7184444259634297	0.564313710781436	1.2760658926554347	0.17273512320200127
27442299	34254968	chr12p	chr12p4	chr12	6812670	0	0.0	0.0	0.0	110.0	44.0	2251.0	3513.0	2.111684390079558	0.29924381972103614	0.9101567964091073	0.09103404987004472
34810203	54596993	chr12q	chr12q0	chr12	19786791	0	4.0	4.0	0.0	460.0	54.0	4096.0	4918.0	2.099632238516416	0.31650636254168363	0.6371780388661846	0.1077156783182164
54596994	74383784	chr12q	chr12q1	chr12	19786791	0	3.0	2.0	1.0	242.0	22.0	5446.0	6541.0	2.182793544222605	0.30355127861794834	0.9096197532341439	0.11321423375665798
74383785	94170575	chr12q	chr12q2	chr12	19786791	0	0.0	0.0	0.0	184.0	16.0	4985.0	6367.0	1.7933983960589497	0.2822014879613633	0.7771436681521766	0.0991306021933092
94170576	113957366	chr12q	chr12q3	chr12	19786791	0	0.0	0.0	0.0	180.0	18.0	6601.0	5782.0	2.586247546180867	0.5196287314769976	1.0927171188067613	0.1560309957697806
113957367	133744157	chr12q	chr12q4	chr12	19786791	0	0.0	0.0	0.0	120.0	80.0	8460.0	9809.0	3.6105232156675005	0.7587092557273932	2.147989017800211	0.29241679222128664
19260565	38423427	chr13q	chr13q0	chr13	19162863	0	0.0	0.0	0.0	720.0	192.0	7329.0	8619.0	3.981623292890664	0.696019223505047	1.9314323038198178	0.2541940048591898
38423428	57586290	chr13q	chr13q1	chr13	19162863	0	0.0	0.0	0.0	672.0	152.0	5569.0	7174.0	2.4900441956036468	0.35034478712155004	0.9566060292618159	0.13125803712013928
57586291	76749153	chr13q	chr13q2	chr13	19162863	0	1.0	0.0	1.0	418.0	62.0	5505.0	6566.0	1.850937782050384	0.3564573223819677	0.8291527953091823	0.128276668911315
76749154	95912016	chr13q	chr13q3	chr13	19162863	0	1.0	0.0	1.0	198.0	4.0	5368.0	6365.0	1.8008778628059132	0.32382566704163396	0.7979170955427863	0.11022505821618243
95912017	115074879	chr13q	chr13q4	chr13	19162863	0	1.0	1.0	0.0	1826.0	1786.0	7641.0	8725.0	3.5980474155819366	0.6442708858017192	2.015529188732179	0.2621698434133418
19035752	36685689	chr14q	chr14q0	chr14	17649938	0	2.0	1.0	1.0	780.0	96.0	5620.0	6971.0	4.1211528135037225	0.7365693797159661	1.8636156333893323	0.27558035909065315
36685690	54335627	chr14q	chr14q1	chr14	17649938	0	1.0	1.0	0.0	320.0	4.0	4608.0	7311.0	1.87013541306817	0.2664059284694296	0.7628374016840513	0.11272038382108697
54335628	71985565	chr14q	chr14q2	chr14	17649938	0	2.0	1.0	1.0	202.0	12.0	5165.0	4997.0	2.3342516291760216	0.3490972019691815	0.9340409139290308	0.13012004969664293
71985566	89635503	chr14q	chr14q3	chr14	17649938	0	0.0	0.0	0.0	186.0	18.0	5628.0	5909.0	2.258870374902351	0.3407668847571501	1.0620994187497266	0.139103291301863
89635504	107285441	chr14q	chr14q4	chr14	17649938	0	1.0	0.0	1.0	462.0	170.0	6005.0	8541.0	3.607494659298234	0.7497925638695703	1.9478664017037002	0.2648088200232691
20161372	36608823	chr15q	chr15q0	chr15	16447452	0	0.0	0.0	0.0	3264.0	2006.0	4536.0	6129.0	4.072406379957004	0.7592389163207701	1.583721437314862	0.35863331888457844
36608824	53056275	chr15q	chr15q1	chr15	16447452	0	0.0	0.0	0.0	234.0	48.0	4234.0	4553.0	2.800463660421704	0.3768954084726554	0.9311814881269184	0.12258706472969197
53056276	69503727	chr15q	chr15q2	chr15	16447452	0	0.0	0.0	0.0	328.0	24.0	5644.0	5012.0	2.904918793385884	0.48977039859936156	1.2580516279347769	0.17609590839865777
69503728	85951179	chr15q	chr15q3	chr15	16447452	0	0.0	0.0	0.0	2468.0	1878.0	4057.0	4749.0	2.3606381033804897	0.3771942535733839	0.8953553664780329	0.13993411375452144
85951180	102398631	chr15q	chr15q4	chr15	16447452	0	0.0	0.0	0.0	496.0	304.0	6964.0	7806.0	3.8631469352918235	0.8496887841532155	2.535117359724354	0.34463811210417716
143503	7143360	chr16p	chr16p0	chr16	6999858	0	0.0	0.0	0.0	324.0	74.0	2456.0	3432.0	3.890252032552838	0.8524387185547786	2.199015844962691	0.3528704695304865
7143361	14143218	chr16p	chr16p1	chr16	6999858	0	0.0	0.0	0.0	128.0	76.0	3513.0	3958.0	3.4254784560290235	0.7405495877614957	2.1993224134419815	0.32425492856077887
14143219	21143076	chr16p	chr16p2	chr16	6999858	0	1.0	0.0	1.0	914.0	860.0	1688.0	2249.0	3.9293444812651575	0.5293237611160516	1.4335948051728316	0.2048607862408889
21143077	28142934	chr16p	chr16p3	chr16	6999858	0	0.0	0.0	0.0	534.0	394.0	2405.0	2560.0	3.532929471976769	0.7414433261210938	1.7924978990902822	0.25020280867695277
28142935	35142792	chr16p	chr16p4	chr16	6999858	0	2.0	1.0	1.0	3216.0	1266.0	499.0	1151.0	0.9846251743449977	0.25424430177237184	0.3219398151173826	0.08751395717718477
35285130	46256375	chr16q	chr16q0	chr16	10971246	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0857121	0.0	0.0857121
46256376	57227621	chr16q	chr16q1	chr16	10971246	0	1.0	1.0	0.0	466.0	66.0	3539.0	3853.0	2.7292294089996583	0.6246255766260057	1.4277760122642227	0.1900021548549906
57227622	68198867	chr16q	chr16q2	chr16	10971246	0	0.0	0.0	0.0	46.0	12.0	3097.0	3340.0	2.134038619401201	0.46143564541616766	1.0457894767731952	0.14323766480183253
68198868	79170113	chr16q	chr16q3	chr16	10971246	0	1.0	1.0	0.0	360.0	266.0	3606.0	3760.0	2.784879146746549	0.5523914057393617	1.185346355811006	0.19128124241016672
79170114	90141359	chr16q	chr16q4	chr16	10971246	0	1.0	1.0	0.0	72.0	32.0	5560.0	6055.0	3.8489789878437506	0.9631693833938894	2.7098564207795457	0.4548224423216498
6888	4453981	chr17p	chr17p0	chr17	4447094	0	0.0	0.0	0.0	156.0	44.0	1215.0	2471.0	3.6372845908229605	0.9775433613354917	2.651429811321319	0.424093440788027
4453982	8901075	chr17p	chr17p1	chr17	4447094	0	1.0	1.0	0.0	94.0	80.0	1725.0	1918.0	3.425131696145078	0.6064968445516162	2.231789480665815	0.2774243721444514
8901076	13348169	chr17p	chr17p2	chr17	4447094	0	1.0	1.0	0.0	12.0	0.0	2189.0	2374.0	4.7322860820697255	1.063838847877001	3.2040292596194972	0.3784304341586237
13348170	17795263	chr17p	chr17p3	chr17	4447094	0	0.0	0.0	0.0	162.0	132.0	1707.0	1692.0	4.032250945872763	0.7390752813179668	1.959295661269513	0.2624201580787436
17795264	22242357	chr17p	chr17p4	chr17	4447094	0	1.0	0.0	1.0	730.0	394.0	596.0	1097.0	1.8042748143593963	0.6608225427803099	0.36522619238343323	0.13849021545578152
22262800	34020436	chr17q	chr17q0	chr17	11757637	0	1.0	0.0	1.0	740.0	362.0	2365.0	2447.0	2.6302869075224797	0.6215768084593379	1.107210129176336	0.717750742958881
34020437	45778073	chr17q	chr17q1	chr17	11757637	0	1.0	0.0	1.0	1066.0	772.0	2496.0	3236.0	2.198753904735465	0.34660658878770084	0.8787919982785359	0.12708839512459771
45778074	57535710	chr17q	chr17q2	chr17	11757637	0	0.0	0.0	0.0	114.0	8.0	3544.0	3454.0	2.717496524230398	0.4684975027388535	1.2722420209175236	0.17468954068294626
57535711	69293347	chr17q	chr17q3	chr17	11757637	0	1.0	0.0	1.0	606.0	480.0	2977.0	3192.0	2.46128149150808	0.45556033997493733	1.132968738410999	0.1511649121959033
69293348	81050984	chr17q	chr17q4	chr17	11757637	0	0.0	0.0	0.0	66.0	18.0	4152.0	5819.0	3.7173879512403714	0.7650448101306067	2.511642715364357	0.34108019919522153
112535	3110512	chr18p	chr18p0	chr18	2997978	0	0.0	0.0	0.0	18.0	2.0	1023.0	1762.0	4.328510456793673	0.8169793927355278	2.9225859683005133	0.38371387766661813
3110513	6108490	chr18p	chr18p1	chr18	2997978	0	0.0	0.0	0.0	2.0	0.0	1308.0	1630.0	4.276584538111715	1.0532221111042945	3.662304005678791	0.5019478250848037
6108491	9106468	chr18p	chr18p2	chr18	2997978	0	0.0	0.0	0.0	14.0	2.0	1580.0	1675.0	5.1948775001580705	0.9968569130985074	3.192017981632278	0.3908765794364502
9106469	12104446	chr18p	chr18p3	chr18	2997978	0	1.0	1.0	0.0	134.0	26.0	1462.0	1657.0	4.405484405335121	0.7750916287990344	3.0513742723970694	0.39176491049772183
12104447	15102424	chr18p	chr18p4	chr18	2997978	0	0.0	0.0	0.0	408.0	46.0	709.0	1077.0	1.8407965231997516	0.5133102211699164	0.46510224845867454	0.18694568607166842
15410026	27930937	chr18q	chr18q0	chr18	12520912	0	0.0	0.0	0.0	58.0	4.0	2629.0	2859.0	2.030182968358815	0.37478139583071	0.9651014820287664	0.469147310436376
27930938	40451849	chr18q	chr18q1	chr18	12520912	0	0.0	0.0	0.0	150.0	4.0	3341.0	3376.0	1.954803134061298	0.3840244767268957	0.7831116561623599	0.10867973815963337
40451850	52972761	chr18q	chr18q2	chr18	12520912	0	0.0	0.0	0.0	54.0	10.0	3810.0	4204.0	2.3188887204387973	0.37988315792340627	0.9559414371687964	0.1423858654524438
52972762	65493673	chr18q	chr18q3	chr18	12520912	0	0.0	0.0	0.0	118.0	8.0	4416.0	4357.0	3.1759627704005653	0.5787289990842323	1.4413169764018225	0.19216452553041893
65493674	78014585	chr18q	chr18q4	chr18	12520912	0	0.0	0.0	0.0	78.0	50.0	4871.0	6475.0	3.485289401755697	0.6702414726378378	2.088762805788609	0.2799728020184422
261033	5106296	chr19p	chr19p0	chr19	4845264	0	0.0	0.0	0.0	74.0	24.0	1152.0	2552.0	3.477724919965088	0.9941019527037618	3.3267587156670384	0.534512884196218
5106297	9951560	chr19p	chr19p1	chr19	4845264	0	0.0	0.0	0.0	92.0	70.0	1569.0	2817.0	3.6703234448373427	0.8056827152076678	2.3394010587901413	0.3981595116107711
9951561	14796824	chr19p	chr19p2	chr19	4845264	0	0.0	0.0	0.0	228.0	48.0	1225.0	1577.0	2.0773482095102596	0.44727379220672164	1.5553049991250174	0.20288455711207046
14796825	19642088	chr19p	chr19p3	chr19	4845264	0	0.0	0.0	0.0	40.0	20.0	1554.0	2426.0	2.8944776501933243	0.597195779995878	1.897971462227324	0.2575408661403059
19642089	24487352	chr19p	chr19p4	chr19	4845264	0	1.0	1.0	0.0	370.0	196.0	757.0	2021.0	1.0037795844379571	0.2974063280653142	0.24475418152635617	0.09958704193188674
24620660	31508144	chr19q	chr19q0	chr19	6887485	0	0.0	0.0	0.0	50.0	6.0	1090.0	1532.0	2.041696029366609	0.38986253712793734	1.16383378155573	0.15559424935342742
31508145	38395629	chr19q	chr19q1	chr19	6887485	0	0.0	0.0	0.0	524.0	88.0	1853.0	2294.0	2.4876941182134757	0.4564143119141238	1.2712433434345862	0.17235935887049686
38395630	45283114	chr19q	chr19q2	chr19	6887485	0	0.0	0.0	0.0	492.0	278.0	1704.0	2824.0	2.065016469865091	0.38302096040014166	1.0552171378381587	0.16193001723206768
45283115	52170599	chr19q	chr19q3	chr19	6887485	0	0.0	0.0	0.0	134.0	102.0	2319.0	2866.0	3.565647475980627	0.6910485870481508	2.3776547816932214	0.2997896835643317
52170600	59058084	chr19q	chr19q4	chr19	6887485	0	0.0	0.0	0.0	348.0	272.0	2297.0	4385.0	3.833691084719692	1.0235529377217787	3.0190813788564936	0.48138454901082783
752721	24871727	chr1p	chr1p0	chr1	24119007	0	1.0	1.0	0.0	1370.0	1054.0	8707.0	12224.0	3.4515764794429544	0.6158648300386126	1.8712224458751003	0.278536831543989
24871728	48990734	chr1p	chr1p1	chr1	24119007	0	2.0	2.0	0.0	362.0	92.0	6823.0	5876.0	2.37956492109459	0.42117907881381894	1.0698102706750068	0.13129310735022673
48990735	73109741	chr1p	chr1p2	chr1	24119007	0	0.0	0.0	0.0	236.0	32.0	7806.0	7647.0	2.2476127508126686	0.41977220196155357	1.068213608344267	0.1372899943710943
73109742	97228748	chr1p	chr1p3	chr1	24119007	0	1.0	1.0	0.0	294.0	48.0	7030.0	7990.0	2.355637656064423	0.3648205022252816	0.8603165964030401	0.12178575023464669
97228749	121347755	chr1p	chr1p4	chr1	24119007	0	0.0	0.0	0.0	560.0	194.0	7114.0	7409.0	2.5647167873143846	0.4183655866149278	0.48305949226852823	0.13747588254546525
121485142	147022255	chr1q	chr1q0	chr1	25537114	0	0.0	0.0	0.0	1806.0	1214.0	142.0	777.0	0.57847749929823	0.35325107407979406	0.16118171701098366	0.2545760774604926
147022256	172559369	chr1q	chr1q1	chr1	25537114	0	2.0	0.0	2.0	1970.0	1122.0	8165.0	8536.0	3.441575913318049	0.4830257530388941	1.171155028799711	0.16401828370878266
172559370	198096483	chr1q	chr1q2	chr1	25537114	0	3.0	3.0	0.0	330.0	60.0	6257.0	10470.0	1.7623343587897227	0.23226997588347661	0.704598363355088	0.09204266028627577
198096484	223633597	chr1q	chr1q3	chr1	25537114	0	1.0	1.0	0.0	418.0	110.0	9028.0	8892.0	2.4406387954768576	0.4058123968551507	1.2082655359656589	0.15979341074759112
223633598	249170711	chr1q	chr1q4	chr1	25537114	0	0.0	0.0	0.0	928.0	216.0	9763.0	11854.0	3.52533110082033	0.5736234838974186	1.6577925460190421	0.2330384264784867
69094	5310925	chr20p	chr20p0	chr20	5241832	0	0.0	0.0	0.0	38.0	10.0	2054.0	3062.0	3.773444735102189	0.813526305813194	2.9521824682227047	0.39076052831531854
5310926	10552757	chr20p	chr20p1	chr20	5241832	0	0.0	0.0	0.0	18.0	4.0	2562.0	2110.0	3.9358613120023382	0.857451761985782	2.5633181833140903	0.299473455247558
10552758	15794589	chr20p	chr20p2	chr20	5241832	0	1.0	0.0	1.0	22.0	0.0	2197.0	2165.0	3.460417496222191	0.5536452187020785	1.763988992677302	0.21222228319357794
15794590	21036421	chr20p	chr20p3	chr20	5241832	0	0.0	0.0	0.0	18.0	0.0	2397.0	2116.0	2.7128903054236315	0.6506273897344046	1.6948085568672815	0.2351832010986362
21036422	26278253	chr20p	chr20p4	chr20	5241832	0	1.0	0.0	1.0	420.0	70.0	1227.0	1882.0	1.4845186576229938	0.30970784478214664	0.39129213893278164	0.1004886797703829
26305666	33625835	chr20q	chr20q0	chr20	7320170	0	0.0	0.0	0.0	144.0	18.0	636.0	1115.0	0.9452458909672008	0.1987127542869955	0.4166257204434861	0.06772005847893726
33625836	40946005	chr20q	chr20q1	chr20	7320170	0	0.0	0.0	0.0	72.0	4.0	1745.0	1908.0	1.901831803982874	0.3090011407337526	0.8618090736770185	0.11928829947089281
40946006	48266175	chr20q	chr20q2	chr20	7320170	0	0.0	0.0	0.0	84.0	56.0	2861.0	2741.0	2.67568874143007	0.5359074340642102	1.6599247852220567	0.21227269659709122
48266176	55586345	chr20q	chr20q3	chr20	7320170	0	0.0	0.0	0.0	78.0	10.0	3211.0	3038.0	3.3779130283548584	0.7084850056978275	2.1905690208828164	0.2754883062757304
55586346	62906515	chr20q	chr20q4	chr20	7320170	0	0.0	0.0	0.0	58.0	20.0	2867.0	3369.0	4.007416536988059	0.7748614776580588	2.7655726236119613	0.3615478215909694
14665973	21351739	chr21q	chr21q0	chr21	6685767	0	1.0	0.0	1.0	346.0	36.0	2022.0	3077.0	2.9633645109541797	0.7348039985895353	1.9596162997085236	0.2753675440096034
21351740	28037506	chr21q	chr21q1	chr21	6685767	0	1.0	1.0	0.0	38.0	4.0	2429.0	5718.0	3.0753959502469983	0.3138927830360266	1.4617256279406983	0.1964755317268084
28037507	34723273	chr21q	chr21q2	chr21	6685767	0	0.0	0.0	0.0	260.0	10.0	2423.0	2213.0	3.059520735534049	0.6359569064970628	1.542401984077433	0.19326803857522523
34723274	41409040	chr21q	chr21q3	chr21	6685767	0	0.0	0.0	0.0	32.0	0.0	2777.0	2691.0	3.546585903619046	0.6424731124786325	1.9528029536414537	0.2519524192319683
41409041	48094807	chr21q	chr21q4	chr21	6685767	0	0.0	0.0	0.0	66.0	54.0	2390.0	3187.0	3.5239097987656627	0.7465936719924694	2.279253043588269	0.3357020617280424
17087705	23916125	chr22q	chr22q0	chr22	6828421	0	0.0	0.0	0.0	1420.0	686.0	2139.0	3327.0	3.5970786543478277	0.8942777949474	2.3706025328671436	0.4743718841289877
23916126	30744546	chr22q	chr22q1	chr22	6828421	0	0.0	0.0	0.0	456.0	214.0	2932.0	2456.0	4.441392893894542	0.8014570194299674	2.0258931023281366	0.2761048554858621
30744547	37572967	chr22q	chr22q2	chr22	6828421	0	0.0	0.0	0.0	72.0	38.0	2863.0	2668.0	2.753369976230859	0.6321670292166417	1.6151284089528628	0.229157387211525
37572968	44401388	chr22q	chr22q3	chr22	6828421	0	0.0	0.0	0.0	202.0	50.0	1915.0	2272.0	2.2095687164491644	0.4068970194982394	1.040797109125981	0.1554518563509299
44401389	51229809	chr22q	chr22q4	chr22	6828421	0	0.0	0.0	0.0	90.0	22.0	3318.0	4356.0	3.9487655038734792	0.95571631228191	3.005713445389154	0.44041231382971274
118913	18019297	chr2p	chr2p0	chr2	17900385	0	0.0	0.0	0.0	164.0	42.0	7266.0	8522.0	3.398960903220244	0.5974949928420559	1.9767852858932886	0.2600448133055408
18019298	35919682	chr2p	chr2p1	chr2	17900385	0	1.0	1.0	0.0	194.0	16.0	5949.0	7943.0	2.5113529783730604	0.3477942817474506	1.0625044788320546	0.161944328572152
35919683	53820067	chr2p	chr2p2	chr2	17900385	0	0.0	0.0	0.0	136.0	18.0	6909.0	7152.0	2.333595495170735	0.4135149650419463	1.0891822758790382	0.18891942503748937
53820068	71720452	chr2p	chr2p3	chr2	17900385	0	0.0	0.0	0.0	494.0	32.0	5603.0	5160.0	2.2176627793326635	0.36714982075193797	0.9067533416390959	0.1336425985300868
71720453	89620837	chr2p	chr2p4	chr2	17900385	0	0.0	0.0	0.0	518.0	336.0	4781.0	5769.0	2.3490506724102342	0.3953368027907783	0.827854926820698	0.13109508913350967
92326042	122469625	chr2q	chr2q0	chr2	30143584	0	1.0	1.0	0.0	1446.0	492.0	6565.0	10499.0	1.9941838458718308	0.20573588865415754	0.7769785218377615	0.09267255882818382
122469626	152613209	chr2q	chr2q1	chr2	30143584	0	2.0	1.0	1.0	1274.0	276.0	8339.0	10701.0	1.9927025695068432	0.2936644164610784	0.8670488265194016	0.11305373326078177
152613210	182756793	chr2q	chr2q2	chr2	30143584	0	2.0	2.0	0.0	468.0	48.0	8689.0	8683.0	2.215270064765999	0.3743903771772429	0.8765478503376916	0.12570792403023343
182756794	212900377	chr2q	chr2q3	chr2	30143584	0	2.0	2.0	0.0	556.0	40.0	6941.0	7712.0	1.9125238547729237	0.32244905624779563	0.7127781070344907	0.10451141761858186
212900378	243043961	chr2q	chr2q4	chr2	30143584	0	2.0	1.0	1.0	270.0	106.0	10985.0	15764.0	3.1963134384807295	0.40493494117165696	1.6165843034228962	0.19468081164648304
108226	18170132	chr3p	chr3p0	chr3	18061907	0	1.0	1.0	0.0	540.0	134.0	7491.0	8639.0	4.010900196123408	0.7342727236646602	2.0405591961168876	0.28974047806212366
18170133	36232039	chr3p	chr3p1	chr3	18061907	0	1.0	1.0	0.0	158.0	12.0	6032.0	6242.0	2.785608663223427	0.4789971827491189	1.1928974602605737	0.16860376193716756
36232040	54293946	chr3p	chr3p2	chr3	18061907	0	1.0	1.0	0.0	464.0	22.0	3714.0	4016.0	1.7463093945284047	0.3117225688047809	0.6356029197165182	0.08799084183170072
54293947	72355853	chr3p	chr3p3	chr3	18061907	0	1.0	1.0	0.0	36.0	4.0	7154.0	6516.0	3.1618463268039023	0.5367200748434623	1.4854662830664358	0.2065017871929901
72355854	90417760	chr3p	chr3p4	chr3	18061907	0	2.0	2.0	0.0	784.0	92.0	3658.0	6225.0	1.6689147025615783	0.255369425362249	0.5807698098741799	0.09112513548206487
90485636	111948557	chr3q	chr3q0	chr3	21462922	0	1.0	1.0	0.0	170.0	22.0	3914.0	7390.0	1.6356681106604694	0.20760751199594046	0.5894777809602929	0.07580027305156077
111948558	133411479	chr3q	chr3q1	chr3	21462922	0	0.0	0.0	0.0	896.0	162.0	6094.0	6486.0	2.491429032838633	0.3714747121204132	0.9813564161006972	0.12986209652955832
133411480	154874401	chr3q	chr3q2	chr3	21462922	0	0.0	0.0	0.0	346.0	36.0	6606.0	7127.0	2.189383574225409	0.37495882656236845	1.0084884998355614	0.13199583416120597
154874402	176337323	chr3q	chr3q3	chr3	21462922	0	1.0	1.0	0.0	128.0	20.0	5657.0	8020.0	2.0345792043087823	0.33317507533167084	0.863371476609933	0.12267825138309806
176337324	197800245	chr3q	chr3q4	chr3	21462922	0	0.0	0.0	0.0	492.0	228.0	7390.0	9711.0	3.232748869635389	0.6483805570600351	1.753551122339304	0.2281519470844096
167596	9956888	chr4p	chr4p0	chr4	9789293	0	0.0	0.0	0.0	1644.0	288.0	3464.0	5689.0	4.849824492345314	0.8617488662330813	2.227493243781566	0.3597705068864925
9956889	19746181	chr4p	chr4p1	chr4	9789293	0	0.0	0.0	0.0	16.0	4.0	3356.0	4843.0	2.503648128822646	0.4084534508114805	1.1100223160893792	0.16776361074413895
19746182	29535474	chr4p	chr4p2	chr4	9789293	0	0.0	0.0	0.0	58.0	4.0	3520.0	4503.0	2.622294244011518	0.38481930669775705	1.3733094508446837	0.17897326591941334
29535475	39324767	chr4p	chr4p3	chr4	9789293	0	0.0	0.0	0.0	44.0	8.0	2979.0	3965.0	2.1902317488836602	0.46725630518789407	0.98691174590858	0.13679304567062492
39324768	49114060	chr4p	chr4p4	chr4	9789293	0	1.0	1.0	0.0	58.0	0.0	2468.0	3263.0	1.6820554242355228	0.2888074157738278	0.7629320305307394	0.11348509242961699
49659381	77914850	chr4q	chr4q0	chr4	28255470	0	0.0	0.0	0.0	402.0	194.0	6390.0	11242.0	1.8493376290241879	0.29819535536203523	0.7729321603399893	0.37523854054767525
77914851	106170320	chr4q	chr4q1	chr4	28255470	0	2.0	2.0	0.0	352.0	34.0	7412.0	15826.0	1.978178779475374	0.20641065504985467	0.8237065861715913	0.09948352840107152
106170321	134425790	chr4q	chr4q2	chr4	28255470	0	0.0	0.0	0.0	764.0	70.0	7150.0	10636.0	1.8304221066188957	0.3020001400376081	0.7457044051276426	0.10224948595155828
