track	annotation	observed	expected	CI95low	CI95high	stddev	fold	l2fold	pvalue	qvalue	track_nsegments	track_size	track_density	annotation_nsegments	annotation_size	annotation_density	overlap_nsegments	overlap_size	overlap_density	percent_overlap_nsegments_track	percent_overlap_size_track	percent_overlap_nsegments_annotation	percent_overlap_size_annotation
HFNHinvs	Coldspot_0.01	93232	26539.6628	949.0000	96493.0000	31847.8920	3.5128	1.8126	8.9800e-02	1.7960e-01	27	181549	6.7788e-03	8406	204658289	7.6416e+00	1	93232	3.4812e-03	3.7037	51.3536	0.0119	0.0456
LFNAHRnoOutinvs	Coldspot_0.001	0	64234.7162	0.0000	373956.0000	122459.5476	0.0000	-15.9711	4.5580e-01	6.7032e-01	14	1946557	7.2682e-02	838	55726189	2.0807e+00	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
LFNAHRnoOutinvs	Hotspot_0.999	0	123.7340	0.0000	939.0000	369.5003	0.0080	-6.9627	8.3140e-01	8.3140e-01	14	1946557	7.2682e-02	834	469549	1.7532e-02	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
LFNAHRnoOutinvs	Coldspot_0.01	62222	217840.8660	18907.0000	579357.0000	177212.4411	0.2856	-1.8078	1.9220e-01	5.2200e-01	14	1946557	7.2682e-02	8406	204658289	7.6416e+00	4	62222	2.3233e-03	28.5714	3.1965	0.0476	0.0304
LFNAHRnoOutinvs	Coldspot_0.1	283302	629969.7592	250192.0000	1065145.0000	251365.4283	0.4497	-1.1529	7.2000e-02	4.3200e-01	14	1946557	7.2682e-02	83658	770018278	2.8751e+01	40	283302	1.0578e-02	285.7143	14.5540	0.0478	0.0368
LFNAHRnoOutinvs	Hotspot_0.9	58790	85568.7290	24356.0000	156371.0000	41121.8312	0.6871	-0.5415	2.6100e-01	5.2200e-01	14	1946557	7.2682e-02	83434	135028905	5.0418e+00	31	58790	2.1951e-03	221.4286	3.0202	0.0372	0.0435
LFNAHRnoOutinvs	Hotspot_0.99	2304	2735.1732	0.0000	8223.0000	2785.8537	0.8424	-0.2474	5.5860e-01	6.7032e-01	14	1946557	7.2682e-02	8344	7648169	2.8557e-01	3	2304	8.6028e-05	21.4286	0.1184	0.0360	0.0301
LFNHinvs	Hotspot_0.99	350	2479.5456	0.0000	7994.0000	3069.0547	0.1415	-2.8211	2.6540e-01	4.2600e-01	50	1163045	4.3426e-02	8344	7648169	2.8557e-01	2	350	1.3069e-05	4.0000	0.0301	0.0240	0.0046
LFNHinvs	Hotspot_0.9	22919	54247.3846	14172.0000	126589.0000	34694.1044	0.4225	-1.2430	1.6700e-01	4.2600e-01	50	1163045	4.3426e-02	83434	135028905	5.0418e+00	16	22919	8.5576e-04	32.0000	1.9706	0.0192	0.0170
LFNHinvs	Coldspot_0.01	388897	411170.8204	368396.0000	549288.0000	62463.0640	0.9458	-0.0803	4.0200e-01	4.8240e-01	50	1163045	4.3426e-02	8406	204658289	7.6416e+00	6	388897	1.4521e-02	12.0000	33.4378	0.0714	0.1900
LFNHinvs	Coldspot_0.1	566228	548362.6788	456265.0000	756102.0000	96282.0793	1.0326	0.0463	2.8400e-01	4.2600e-01	50	1163045	4.3426e-02	83658	770018278	2.8751e+01	29	566228	2.1142e-02	58.0000	48.6850	0.0347	0.0735
LFNHinvs	Coldspot_0.001	348509	326105.3246	144357.0000	380061.0000	72223.3261	1.0687	0.0959	6.3640e-01	6.3640e-01	50	1163045	4.3426e-02	838	55726189	2.0807e+00	2	348509	1.3013e-02	4.0000	29.9652	0.2387	0.6254
LFNHinvs	Hotspot_0.999	238	140.9760	0.0000	1050.0000	419.0602	1.6834	0.7514	1.3520e-01	4.2600e-01	50	1163045	4.3426e-02	834	469549	1.7532e-02	1	238	8.8866e-06	2.0000	0.0205	0.1199	0.0507
NAHRnoOutinvs	genomicSuperDups_coords.bed	4058129	3253497.0885	2311669.0000	4077618.0000	525914.4382	1.2473	0.3188	5.3000e-02	5.3000e-02	30	15503378	5.7887e-01	7024	118088047	4.4092e+00	64	4058129	1.5152e-01	213.3333	26.1758	0.9112	3.4365
NHinvs	genomicSuperDups_coords.bed	199824	266013.3035	23317.0000	509323.0000	162337.6894	0.7512	-0.4128	4.1250e-01	4.1250e-01	76	1333211	4.9780e-02	7024	118088047	4.4092e+00	15	199824	7.4611e-03	19.7368	14.9882	0.2136	0.1692
