Start	End	Chromosome	Length(bp)	invCenters	NHCenters	NAHRCenters	allRepCounts	intraRepCounts	WAvgRate	maxRate
28281813.18367347	62906514.0	chr20	34624700.81632653	0.0	0.0	0.0	436.0	108.0	1.9280468716831383e-06	0.000241893
14665973.0	31039277.48979592	chr21	16373304.48979592	2.0	1.0	1.0	438.0	50.0	2.4865379010427853e-06	0.000874227
31039277.48979592	48094803.0	chr21	17055525.51020408	0.0	0.0	0.0	304.0	54.0	1.8680303744544535e-06	0.000343704
17087705.0	23358702.959183674	chr22	6270997.959183674	0.0	0.0	0.0	1296.0	596.0	3.1218136239960962e-06	0.000386744
23358702.959183674	31023256.02040816	chr22	7664553.061224487	0.0	0.0	0.0	582.0	304.0	2.3732836874865065e-06	0.00113731
31023256.02040816	41474919.28571428	chr22	10451663.265306123	0.0	0.0	0.0	142.0	60.0	1.9034389924263454e-06	0.000283247
41474919.28571428	51229805.0	chr22	9754885.714285716	0.0	0.0	0.0	220.0	50.0	1.911137723573e-06	0.000215908
118913.0	59610761.0	chr2	59491848.0	1.0	1.0	0.0	518.0	80.0	1.5762712264661045e-06	0.000366212
59610761.0	94314339.0	chr2	34703578.0	0.0	0.0	0.0	2228.0	590.0	1.0860553536545045e-06	0.000894104
94314339.0	148848533.0	chr2	54534194.0	3.0	2.0	1.0	2684.0	756.0	1.0024730371500202e-06	0.000407766
148848533.0	193467419.0	chr2	44618886.0	3.0	3.0	0.0	646.0	68.0	1.1234701932569615e-06	0.000448577
193467419.0	243043959.0	chr2	49576540.0	3.0	2.0	1.0	684.0	138.0	1.49932319623678e-06	0.00044686
108226.0	48522597.75510204	chr3	48414371.75510204	3.0	3.0	0.0	1132.0	162.0	1.673464602577732e-06	0.000827583
48522597.75510204	88867907.55102041	chr3	40345309.795918375	3.0	3.0	0.0	844.0	98.0	1.25885603921561e-06	0.0008501
88867907.55102041	161489465.18367347	chr3	72621557.63265306	1.0	1.0	0.0	1494.0	234.0	1.0595219799606103e-06	0.00047955
161489465.18367347	197800244.0	chr3	36310778.81632653	1.0	1.0	0.0	544.0	238.0	1.6640701318389269e-06	0.000324333
167596.0	120858271.34693876	chr4	120690675.34693876	3.0	3.0	0.0	3590.0	606.0	1.2696448444442727e-06	0.000580361
120858271.34693876	190936728.0	chr4	70078456.65306124	2.0	1.0	1.0	684.0	120.0	1.471220753986988e-06	0.000421907
157856.0	18579792.42857143	chr5	18421936.42857143	1.0	1.0	0.0	442.0	296.0	1.7494925322014242e-06	0.000494557
18579792.42857143	48054890.71428572	chr5	29475098.285714287	1.0	1.0	0.0	544.0	242.0	1.2958012106092444e-06	0.000709688
48054890.71428572	95951925.42857143	chr5	47897034.71428572	1.0	0.0	1.0	1648.0	620.0	1.1761006726741492e-06	0.000423307
95951925.42857143	180692833.0	chr5	84740907.57142857	4.0	3.0	1.0	1478.0	778.0	1.4149446095458133e-06	0.000566339
183917.0	31554935.428571425	chr6	31371018.428571425	2.0	2.0	0.0	656.0	148.0	1.6521057028510118e-06	0.000327705
31554935.428571425	62925953.85714285	chr6	31371018.428571425	0.0	0.0	0.0	518.0	112.0	1.3639092165456054e-06	0.00068438
62925953.85714285	118696653.28571428	chr6	55770699.42857143	3.0	2.0	1.0	570.0	26.0	9.74665357275655e-07	0.00046825
118696653.28571428	170981684.0	chr6	52285030.71428572	3.0	2.0	1.0	490.0	102.0	1.5948022791847358e-06	0.000364841
46239.0	61727702.12244898	chr7	61681463.12244898	5.0	2.0	3.0	3342.0	1182.0	1.538063097158878e-06	0.000960053
61727702.12244898	87698844.48979592	chr7	25971142.367346942	1.0	1.0	0.0	2938.0	1742.0	1.021994759394966e-06	0.000344371
87698844.48979592	116916379.65306124	chr7	29217535.163265318	1.0	1.0	0.0	884.0	536.0	1.0974944219027805e-06	0.000768153
116916379.65306124	159119486.0	chr7	42203106.34693876	2.0	1.0	1.0	750.0	278.0	1.5412592715062813e-06	0.000412197
113565.0	47841534.30612245	chr8	47727969.30612245	2.0	0.0	2.0	2346.0	582.0	1.5428359544038431e-06	0.000664315
47841534.30612245	86620509.36734694	chr8	38778975.06122449	0.0	0.0	0.0	716.0	96.0	1.1342877713462562e-06	0.000856467
86620509.36734694	113467492.10204084	chr8	26846982.7346939	1.0	1.0	0.0	272.0	156.0	1.1176013488174422e-06	0.000355098
113467492.10204084	146280471.0	chr8	32812978.897959158	0.0	0.0	0.0	310.0	68.0	1.6829389155277975e-06	0.000805736
212908.0	54814654.71428571	chr9	54601746.71428571	1.0	0.0	1.0	2942.0	1368.0	1.0545259648017512e-06	0.000586367
54814654.71428571	100795073.0	chr9	45980418.28571429	2.0	2.0	0.0	3076.0	792.0	1.4262030975973434e-06	0.000417567
100795073.0	141027939.0	chr9	40232866.0	3.0	1.0	2.0	460.0	84.0	1.69342335369198e-06	0.000315171
2737282.0	61548392.632653065	chrX	58811110.632653065	6.0	1.0	5.0	1756.0	1210.0	1.3230281092493056e-06	0.000961028
61548392.632653065	154408041.0	chrX	92859648.36734694	10.0	1.0	9.0	2278.0	754.0	1.0594694366911925e-06	0.00661715
