Start	End	Chromosome	Length(bp)	invCenters	NHCenters	NAHRCenters	allRepCounts	intraRepCounts	WAvgRate	maxRate
188333652.2244898	249170711.0	chr1	60837058.77551019	2.0	2.0	0.0	1492.0	368.0	1.293150773557489e-06	0.000477011
69094.0	28281813.18367347	chr20	28212719.18367347	2.0	0.0	2.0	516.0	84.0	1.7107015409596693e-06	0.000252576
28281813.18367347	62906514.0	chr20	34624700.81632653	0.0	0.0	0.0	436.0	108.0	1.6897616105608014e-06	0.000229317
14665973.0	31039277.48979592	chr21	16373304.48979592	2.0	1.0	1.0	438.0	50.0	1.6482799193593307e-06	0.000438197
31039277.48979592	48094803.0	chr21	17055525.51020408	0.0	0.0	0.0	304.0	54.0	2.021394496066349e-06	0.000355476
17087705.0	31023256.02040816	chr22	13935551.020408161	0.0	0.0	0.0	1878.0	900.0	2.170371213150282e-06	0.000634161
31023256.02040816	41474919.28571428	chr22	10451663.265306123	0.0	0.0	0.0	142.0	60.0	1.4636901631766886e-06	0.000163382
41474919.28571428	51229805.0	chr22	9754885.714285716	0.0	0.0	0.0	220.0	50.0	2.3703488398719817e-06	0.000292075
118913.0	94314339.0	chr2	94195426.0	1.0	1.0	0.0	2746.0	670.0	1.101697982358783e-06	0.000711419
94314339.0	153806187.0	chr2	59491848.0	4.0	3.0	1.0	2728.0	768.0	8.167161766951217e-07	0.00027971
153806187.0	193467419.0	chr2	39661232.0	2.0	2.0	0.0	602.0	56.0	8.330542710887226e-07	0.000259178
193467419.0	243043959.0	chr2	49576540.0	3.0	2.0	1.0	684.0	138.0	1.2709345221067349e-06	0.000410627
108226.0	44488066.77551021	chr3	44379840.77551021	3.0	3.0	0.0	1064.0	160.0	1.4675241508738302e-06	0.000668561
44488066.77551021	88867907.55102041	chr3	44379840.77551021	3.0	3.0	0.0	912.0	100.0	9.429025790915912e-07	0.000546597
88867907.55102041	161489465.18367347	chr3	72621557.63265306	1.0	1.0	0.0	1494.0	234.0	7.894485579386696e-07	0.000536286
161489465.18367347	197800244.0	chr3	36310778.81632653	1.0	1.0	0.0	544.0	238.0	1.4465816285597995e-06	0.000287479
167596.0	50779814.69387755	chr4	50612218.69387755	1.0	1.0	0.0	2324.0	356.0	1.2040062692248087e-06	0.000559385
50779814.69387755	124751518.93877552	chr4	73971704.24489798	2.0	2.0	0.0	1278.0	250.0	7.984624897622077e-07	0.00045357
124751518.93877552	190936728.0	chr4	66185209.061224476	2.0	1.0	1.0	672.0	120.0	1.2003897409845765e-06	0.000287631
157856.0	48054890.71428572	chr5	47897034.71428572	2.0	2.0	0.0	986.0	538.0	1.235361875441945e-06	0.000355061
48054890.71428572	95951925.42857143	chr5	47897034.71428572	1.0	0.0	1.0	1648.0	620.0	8.754918406805624e-07	0.000350549
95951925.42857143	180692833.0	chr5	84740907.57142857	4.0	3.0	1.0	1478.0	778.0	1.1173675523643022e-06	0.000326341
183917.0	31554935.428571425	chr6	31371018.428571425	2.0	2.0	0.0	656.0	148.0	1.574319761101525e-06	0.000262363
31554935.428571425	62925953.85714285	chr6	31371018.428571425	0.0	0.0	0.0	518.0	112.0	8.762388470699524e-07	0.000349149
62925953.85714285	170981684.0	chr6	108055730.14285715	6.0	4.0	2.0	1060.0	128.0	9.898995728096205e-07	0.000486662
46239.0	61727702.12244898	chr7	61681463.12244898	5.0	2.0	3.0	3342.0	1182.0	1.2048550179956752e-06	0.000708545
61727702.12244898	120162772.4489796	chr7	58435070.32653062	2.0	2.0	0.0	3826.0	2280.0	7.854833355517951e-07	0.000607767
120162772.4489796	159119486.0	chr7	38956713.5510204	2.0	1.0	1.0	746.0	276.0	1.4301913675078077e-06	0.000312671
113565.0	47841534.30612245	chr8	47727969.30612245	2.0	0.0	2.0	2346.0	582.0	1.2976620977103713e-06	0.00056939
47841534.30612245	86620509.36734694	chr8	38778975.06122449	0.0	0.0	0.0	716.0	96.0	7.333689783704416e-07	0.000505568
86620509.36734694	110484494.02040815	chr8	23863984.65306121	1.0	1.0	0.0	270.0	156.0	8.417197104472164e-07	0.000254459
110484494.02040815	146280471.0	chr8	35795976.97959185	0.0	0.0	0.0	312.0	68.0	1.3833999399078256e-06	0.000591489
212908.0	54814654.71428571	chr9	54601746.71428571	1.0	0.0	1.0	2942.0	1368.0	8.94164508907286e-07	0.000456986
54814654.71428571	100795073.0	chr9	45980418.28571429	2.0	2.0	0.0	3076.0	792.0	1.0398333559568283e-06	0.000467189
100795073.0	141027939.0	chr9	40232866.0	3.0	1.0	2.0	460.0	84.0	1.4787569623927574e-06	0.000258564
