Start	End	Chromosome	Length(bp)	invCenters	NHCenters	NAHRCenters	allRepCounts	intraRepCounts	WAvgRate	maxRate
85615516.9183674	102398631.0	chr15	16783114.0816326	0.0	0.0	0.0	692.0	460.0	2.4889409659286084e-06	0.000535593
143503.0	23102138.7142857	chr16	22958635.7142857	1.0	0.0	1.0	1768.0	1398.0	1.8654044206106063e-06	0.0004556
23102138.7142857	46979119.8571429	chr16	23876981.1428572	2.0	1.0	1.0	3556.0	1316.0	5.36057814300919e-07	0.000424386
46979119.8571429	61672646.7142857	chr16	14693526.857142799	1.0	1.0	0.0	292.0	26.0	1.4347694850218744e-06	0.000221624
61672646.7142857	75447828.1428571	chr16	13775181.428571403	1.0	0.0	1.0	366.0	274.0	8.068452212709402e-07	0.000162716
75447828.1428571	90141355.0	chr16	14693526.857142895	1.0	1.0	0.0	78.0	32.0	2.5364247414849364e-06	0.000285591
6888.0	17373479.3571429	chr17	17366591.3571429	2.0	2.0	0.0	424.0	256.0	2.5659364089201427e-06	0.000368015
17373479.3571429	28951206.9285714	chr17	11577727.5714285	2.0	0.0	2.0	1178.0	560.0	3.863952665632528e-07	0.0001561
28951206.9285714	38047992.877551	chr17	9096785.948979598	0.0	0.0	0.0	710.0	562.0	1.4496329169162656e-06	0.000179929
38047992.877551	58722506.3979592	chr17	20674513.520408206	2.0	0.0	2.0	944.0	534.0	9.89389199069427e-07	0.00018536
58722506.3979592	81050981.0	chr17	22328474.602040797	0.0	0.0	0.0	490.0	378.0	1.9066980293435738e-06	0.000270806
112535.0	12036317.7040816	chr18	11923782.7040816	1.0	1.0	0.0	150.0	24.0	3.221962516477798e-06	0.00037012
12036317.7040816	45422909.2755102	chr18	33386591.571428597	0.0	0.0	0.0	928.0	72.0	7.822167145804004e-07	0.000276637
45422909.2755102	78014582.0	chr18	32591672.7244898	0.0	0.0	0.0	234.0	60.0	1.5922852544370106e-06	0.00061574
261033.0	14660310.5510204	chr19	14399277.5510204	0.0	0.0	0.0	388.0	138.0	2.4164638627503666e-06	0.000223715
14660310.5510204	29659558.0	chr19	14999247.4489796	1.0	1.0	0.0	420.0	220.0	8.13752629555972e-07	0.000205522
29659558.0	36859196.7755102	chr19	7199638.775510199	0.0	0.0	0.0	314.0	66.0	1.6545374470701093e-06	0.000197217
36859196.7755102	46458715.1428571	chr19	9599518.367346898	0.0	0.0	0.0	750.0	306.0	9.694980080307689e-07	0.000112026
46458715.1428571	59058083.0	chr19	12599367.857142903	0.0	0.0	0.0	480.0	374.0	2.8056234872289696e-06	0.000236827
118913.0	52174280.0	chr2	52055367.0	1.0	1.0	0.0	492.0	76.0	1.3920012898828206e-06	0.00038054
52174280.0	111666128.0	chr2	59491848.0	0.0	0.0	0.0	3360.0	990.0	7.206728438341012e-07	0.000711419
111666128.0	141412052.0	chr2	29745924.0	3.0	2.0	1.0	1566.0	356.0	9.567241612662292e-07	0.00027971
141412052.0	163721495.0	chr2	22309443.0	1.0	1.0	0.0	320.0	40.0	7.105244334059153e-07	0.000229413
163721495.0	183552111.0	chr2	19830616.0	1.0	1.0	0.0	214.0	26.0	9.776766072319347e-07	0.000259178
183552111.0	210819208.0	chr2	27267097.0	2.0	2.0	0.0	530.0	36.0	6.888539656141387e-07	0.0003018
210819208.0	243043959.0	chr2	32224751.0	2.0	1.0	1.0	278.0	108.0	1.5792153162757797e-06	0.000410627
69094.0	16740246.244898	chr20	16671152.244898	1.0	0.0	1.0	78.0	14.0	2.398139973339819e-06	0.000252576
16740246.244898	43029370.9387755	chr20	26289124.693877503	1.0	0.0	1.0	658.0	92.0	8.488083106697668e-07	0.000135765
43029370.9387755	62906514.0	chr20	19877143.061224498	0.0	0.0	0.0	216.0	86.0	2.238939879271762e-06	0.000229317
14665973.0	24899288.3061225	chr21	10233315.3061225	1.0	0.0	1.0	370.0	36.0	1.7913336607540192e-06	0.000289967
24899288.3061225	36838156.1632653	chr21	11938867.857142802	1.0	1.0	0.0	280.0	14.0	1.567489943203303e-06	0.000438197
36838156.1632653	48094803.0	chr21	11256646.836734697	0.0	0.0	0.0	92.0	54.0	2.1691840093471393e-06	0.000355476
17087705.0	28932923.3673469	chr22	11845218.367346901	0.0	0.0	0.0	1810.0	880.0	2.4417164886973677e-06	0.000634161
28932923.3673469	34158755.0	chr22	5225831.632653099	0.0	0.0	0.0	130.0	52.0	9.554057500217835e-07	0.000104356
34158755.0	39384586.6326531	chr22	5225831.632653102	0.0	0.0	0.0	40.0	16.0	1.88594644695541e-06	0.000163382
39384586.6326531	44958807.0408163	chr22	5574220.408163197	0.0	0.0	0.0	178.0	48.0	1.2073689161713043e-06	0.000292075
44958807.0408163	51229805.0	chr22	6270997.9591837	0.0	0.0	0.0	82.0	14.0	2.883946203532154e-06	0.000157975
108226.0	26332677.3673469	chr3	26224451.3673469	1.0	1.0	0.0	588.0	136.0	1.7668059335636352e-06	0.000668561
26332677.3673469	54574394.2244898	chr3	28241716.8571429	2.0	2.0	0.0	574.0	32.0	8.457425055895059e-07	0.000613585
54574394.2244898	76764314.6122449	chr3	22189920.387755103	2.0	2.0	0.0	722.0	78.0	1.4380004618136915e-06	0.000546597
76764314.6122449	117109624.408163	chr3	40345309.79591809	2.0	2.0	0.0	400.0	56.0	5.479754621521234e-07	0.000195182
117109624.408163	153420403.22449	chr3	36310778.81632699	0.0	0.0	0.0	1106.0	182.0	9.755619371529753e-07	0.000536286
153420403.22449	173593058.122449	chr3	20172654.897959024	1.0	1.0	0.0	128.0	18.0	7.74795276644218e-07	0.000216585
173593058.122449	197800244.0	chr3	24207185.87755099	0.0	0.0	0.0	496.0	230.0	1.716610344568617e-06	0.000287479
167596.0	29366952.9387755	chr4	29199356.9387755	0.0	0.0	0.0	1718.0	296.0	1.5756918309251934e-06	0.000559385
29366952.9387755	68299428.8571429	chr4	38932475.9183674	1.0	1.0	0.0	658.0	66.0	7.63178938410134e-07	0.000215448
68299428.8571429	105285280.979592	chr4	36985852.1224491	2.0	2.0	0.0	702.0	222.0	8.061694833371688e-07	0.00045357
105285280.979592	153950875.877551	chr4	48665594.897958994	0.0	0.0	0.0	884.0	96.0	8.012111876617208e-07	0.000267505
153950875.877551	190936728.0	chr4	36985852.12244901	2.0	1.0	1.0	312.0	46.0	1.5058640761977165e-06	0.000287631
157856.0	27790760.6428571	chr5	27632904.6428571	1.0	1.0	0.0	674.0	398.0	1.574692412763706e-06	0.000311959
27790760.6428571	60950246.2142857	chr5	33159485.5714286	1.0	1.0	0.0	460.0	146.0	7.965311625643521e-07	0.000355061
60950246.2142857	84898763.5714286	chr5	23948517.357142895	1.0	0.0	1.0	1424.0	612.0	1.0499567604269545e-06	0.000350549
84898763.5714286	132795798.285714	chr5	47897034.7142854	1.0	1.0	0.0	596.0	202.0	7.241206679285412e-07	0.000294548
132795798.285714	180692833.0	chr5	47897034.714286	3.0	2.0	1.0	958.0	578.0	1.3902233992071676e-06	0.000326341
183917.0	21097929.2857143	chr6	20914012.2857143	1.0	1.0	0.0	270.0	44.0	1.934806505803159e-06	0.000262363
21097929.2857143	36783438.5	chr6	15685509.214285702	1.0	1.0	0.0	604.0	158.0	8.692559260703437e-07	0.000198629
36783438.5	52468947.7142857	chr6	15685509.214285702	0.0	0.0	0.0	126.0	12.0	1.177431279845511e-06	0.000349149
52468947.7142857	109982481.5	chr6	57513533.7857143	3.0	2.0	1.0	608.0	70.0	6.665722920280019e-07	0.000486662
109982481.5	170981684.0	chr6	60999202.5	3.0	2.0	1.0	626.0	104.0	1.195611900206964e-06	0.0003571
46239.0	37379756.1530612	chr7	37333517.1530612	1.0	0.0	1.0	1200.0	442.0	1.4901698629696065e-06	0.000708545
37379756.1530612	69843684.1122449	chr7	32463927.9591837	4.0	2.0	2.0	3886.0	1542.0	6.896386479751782e-07	0.000305907
69843684.1122449	99061219.2755102	chr7	29217535.163265303	1.0	1.0	0.0	1486.0	978.0	9.011364804605162e-07	0.000341507
99061219.2755102	136394736.428571	chr7	37333517.15306078	1.0	1.0	0.0	900.0	568.0	8.162850296860327e-07	0.000607767
136394736.428571	159119486.0	chr7	22724749.571429014	2.0	1.0	1.0	442.0	208.0	1.8139036298280808e-06	0.000312671
113565.0	28452046.7755102	chr8	28338481.7755102	2.0	0.0	2.0	2190.0	558.0	1.742172690932119e-06	0.00056939
28452046.7755102	59773526.6326531	chr8	31321479.857142903	0.0	0.0	0.0	298.0	40.0	6.488068251509848e-07	0.000203086
59773526.6326531	79163014.1632653	chr8	19389487.5306122	0.0	0.0	0.0	222.0	14.0	8.509065678736672e-07	0.000505568
79163014.1632653	94078004.5714286	chr8	14914990.408163294	0.0	0.0	0.0	524.0	214.0	5.401200972364688e-07	0.000232421
94078004.5714286	106009996.897959	chr8	11931992.326530397	1.0	1.0	0.0	66.0	4.0	1.105248901428881e-06	0.000179624
106009996.897959	122416486.346939	chr8	16406489.448980004	0.0	0.0	0.0	50.0	4.0	6.884847854247201e-07	0.000270033
122416486.346939	146280471.0	chr8	23863984.653061002	0.0	0.0	0.0	294.0	68.0	1.727869798327912e-06	0.000591489
212908.0	31824445.5714286	chr9	31611537.5714286	1.0	0.0	1.0	324.0	74.0	1.6777121222310017e-06	0.000456986
31824445.5714286	70620423.5	chr9	38795977.9285714	0.0	0.0	0.0	4372.0	1730.0	1.9870145495633427e-07	0.000249213
70620423.5	93610632.6428571	chr9	22990209.142857105	1.0	1.0	0.0	1014.0	234.0	1.2553432753517917e-06	0.000467189
93610632.6428571	118037729.857143	chr9	24427097.214285895	2.0	2.0	0.0	490.0	148.0	1.087212461861262e-06	0.000365708
118037729.857143	141027939.0	chr9	22990209.142857	2.0	0.0	2.0	278.0	58.0	1.6682008295969532e-06	0.000209821
