Start	End	chromID	Chromosome	winID	Length(bp)	invCenters	NHCenters	NAHRCenters	allRepCounts	intraRepCounts	WAvgRate	maxRate
18570235	30459105	chr18q	chr18	chr18q0	11888870	0.0	0.0	0.0	192.0	6.0	1.0130072202014365e-06	0.000276637
30459105	42347975	chr18q	chr18	chr18q1	11888870	0.0	0.0	0.0	16.0	0.0	6.597914551722029e-07	0.000205258
42347975	54236845	chr18q	chr18	chr18q2	11888870	0.0	0.0	0.0	52.0	10.0	1.0076546312488237e-06	0.000215965
54236845	66125715	chr18q	chr18	chr18q3	11888870	0.0	0.0	0.0	118.0	8.0	1.5486605537346955e-06	0.00061574
66125715	78014585	chr18q	chr18	chr18q4	11888870	0.0	0.0	0.0	78.0	50.0	2.077541793075141e-06	0.000427679
261033	5106297	chr19p	chr19	chr19p0	4845264	0.0	0.0	0.0	74.0	24.0	3.3267234404112016e-06	8.67848e-05
5106297	9951561	chr19p	chr19	chr19p1	4845264	0.0	0.0	0.0	92.0	70.0	2.3389696434123022e-06	0.000223715
9951561	14796825	chr19p	chr19	chr19p2	4845264	0.0	0.0	0.0	228.0	48.0	1.5551729808954525e-06	7.74757e-05
14796825	19642089	chr19p	chr19	chr19p3	4845264	0.0	0.0	0.0	40.0	20.0	1.8976521757138666e-06	0.000205522
19642089	24487353	chr19p	chr19	chr19p4	4845264	1.0	1.0	0.0	370.0	196.0	2.4468464903705607e-07	6.192e-05
27919724	34147396	chr19q	chr19	chr19q0	6227672	0.0	0.0	0.0	60.0	6.0	1.2959965623692496e-06	0.000197217
34147396	40375068	chr19q	chr19	chr19q1	6227672	0.0	0.0	0.0	554.0	98.0	1.1157971711425863e-06	0.000135393
40375068	46602740	chr19q	chr19	chr19q2	6227672	0.0	0.0	0.0	454.0	268.0	1.1933017039405124e-06	0.000127724
46602740	52830412	chr19q	chr19	chr19q3	6227672	0.0	0.0	0.0	136.0	102.0	2.445424717333424e-06	0.000236827
52830412	59058084	chr19q	chr19	chr19q4	6227672	0.0	0.0	0.0	344.0	272.0	3.1634207773223396e-06	0.00022512
752721	24871728	chr1p	chr1	chr1p0	24119007	1.0	1.0	0.0	1370.0	1054.0	1.8706519659592335e-06	0.000426479
24871728	48990735	chr1p	chr1	chr1p1	24119007	2.0	2.0	0.0	362.0	92.0	1.0694398277992089e-06	0.00018878
48990735	73109742	chr1p	chr1	chr1p2	24119007	0.0	0.0	0.0	236.0	32.0	1.067831980231451e-06	0.000208492
73109742	97228749	chr1p	chr1	chr1p3	24119007	1.0	1.0	0.0	294.0	48.0	8.59880708809306e-07	0.000402942
97228749	121347756	chr1p	chr1	chr1p4	24119007	0.0	0.0	0.0	560.0	194.0	4.827469435868023e-07	0.000242164
144617179	165527886	chr1q	chr1	chr1q0	20910707	2.0	0.0	2.0	2766.0	1916.0	1.0331804661589415e-06	0.00080052
165527886	186438593	chr1q	chr1	chr1q1	20910707	1.0	1.0	0.0	242.0	26.0	9.508118916925999e-07	0.000421518
186438593	207349300	chr1q	chr1	chr1q2	20910707	3.0	3.0	0.0	312.0	72.0	9.411926189102493e-07	0.000231282
207349300	228260007	chr1q	chr1	chr1q3	20910707	0.0	0.0	0.0	656.0	176.0	9.98053266216927e-07	0.000233727
228260007	249170714	chr1q	chr1	chr1q4	20910707	0.0	0.0	0.0	530.0	120.0	1.8837243849238195e-06	0.000477011
69094	5310926	chr20p	chr20	chr20p0	5241832	0.0	0.0	0.0	38.0	10.0	2.9518613453457075e-06	0.000210156
5310926	10552758	chr20p	chr20	chr20p1	5241832	0.0	0.0	0.0	18.0	4.0	2.5626479167412898e-06	0.000252576
10552758	15794590	chr20p	chr20	chr20p2	5241832	1.0	0.0	1.0	22.0	0.0	1.7632770147618997e-06	0.000250356
15794590	21036422	chr20p	chr20	chr20p3	5241832	0.0	0.0	0.0	18.0	0.0	1.6943434222215105e-06	0.000220654
21036422	26278254	chr20p	chr20	chr20p4	5241832	1.0	0.0	1.0	420.0	70.0	3.9113361076490125e-07	0.000113434
29507776	36187524	chr20q	chr20	chr20q0	6679748	0.0	0.0	0.0	160.0	18.0	4.431138971907914e-07	6.48271e-05
36187524	42867272	chr20q	chr20	chr20q1	6679748	0.0	0.0	0.0	40.0	0.0	1.3177929954056318e-06	0.000135765
42867272	49547020	chr20q	chr20	chr20q2	6679748	0.0	0.0	0.0	120.0	62.0	1.5324647290353575e-06	0.00013435
49547020	56226768	chr20q	chr20	chr20q3	6679748	0.0	0.0	0.0	66.0	4.0	2.416385223748203e-06	0.000177673
56226768	62906516	chr20q	chr20	chr20q4	6679748	0.0	0.0	0.0	30.0	20.0	2.741174776989034e-06	0.000229317
14665973	21351739	chr21q	chr21	chr21q0	6685766	1.0	0.0	1.0	346.0	36.0	1.95931286583973e-06	0.000289967
21351739	28037505	chr21q	chr21	chr21q1	6685766	1.0	1.0	0.0	38.0	4.0	1.461139842795324e-06	0.000438197
28037505	34723271	chr21q	chr21	chr21q2	6685766	0.0	0.0	0.0	260.0	10.0	1.5418515495372456e-06	0.000320803
34723271	41409037	chr21q	chr21	chr21q3	6685766	0.0	0.0	0.0	32.0	0.0	1.952141552410666e-06	0.000355476
41409037	48094803	chr21q	chr21	chr21q4	6685766	0.0	0.0	0.0	66.0	54.0	2.278807775914813e-06	0.000210203
17087705	23916125	chr22q	chr22	chr22q0	6828420	0.0	0.0	0.0	1420.0	686.0	2.3702190932602148e-06	0.000194549
23916125	30744545	chr22q	chr22	chr22q1	6828420	0.0	0.0	0.0	456.0	214.0	2.0248555293828354e-06	0.000634161
30744545	37572965	chr22q	chr22	chr22q2	6828420	0.0	0.0	0.0	72.0	38.0	1.614651032134024e-06	0.000163382
37572965	44401385	chr22q	chr22	chr22q3	6828420	0.0	0.0	0.0	202.0	50.0	1.0404691917770523e-06	0.000107688
44401385	51229805	chr22q	chr22	chr22q4	6828420	0.0	0.0	0.0	90.0	22.0	3.005255368088901e-06	0.000292075
118913	18019298	chr2p	chr2	chr2p0	17900385	0.0	0.0	0.0	164.0	42.0	1.976208240169873e-06	0.00038054
18019298	35919683	chr2p	chr2	chr2p1	17900385	1.0	1.0	0.0	194.0	16.0	1.0620228062977292e-06	0.000296735
35919683	53820068	chr2p	chr2	chr2p2	17900385	0.0	0.0	0.0	136.0	18.0	1.0887018282214425e-06	0.000198513
53820068	71720453	chr2p	chr2	chr2p3	17900385	0.0	0.0	0.0	494.0	32.0	9.063429447695429e-07	0.000340016
71720453	89620838	chr2p	chr2	chr2p4	17900385	0.0	0.0	0.0	518.0	336.0	6.26973784875767e-07	0.000711419
95358799	124895831	chr2q	chr2	chr2q0	29537032	2.0	2.0	0.0	1440.0	492.0	7.76597456845423e-07	0.000248569
124895831	154432863	chr2q	chr2	chr2q1	29537032	2.0	1.0	1.0	1282.0	276.0	8.624207852671578e-07	0.00027971
154432863	183969895	chr2q	chr2	chr2q2	29537032	1.0	1.0	0.0	486.0	50.0	8.821786616927703e-07	0.000259178
183969895	213506927	chr2q	chr2	chr2q3	29537032	2.0	2.0	0.0	530.0	38.0	7.118398772442759e-07	0.0003018
213506927	243043959	chr2q	chr2	chr2q4	29537032	2.0	1.0	1.0	270.0	106.0	1.634779433440281e-06	0.000410627
108226	18170133	chr3p	chr3	chr3p0	18061907	1.0	1.0	0.0	540.0	134.0	2.039742360577655e-06	0.000668561
18170133	36232040	chr3p	chr3	chr3p1	18061907	1.0	1.0	0.0	158.0	12.0	1.192365505973273e-06	0.000613585
36232040	54293947	chr3p	chr3	chr3p2	18061907	1.0	1.0	0.0	464.0	22.0	6.353744758159511e-07	0.000195083
54293947	72355854	chr3p	chr3	chr3p3	18061907	1.0	1.0	0.0	36.0	4.0	1.4848021933959671e-06	0.000546597
72355854	90417761	chr3p	chr3	chr3p4	18061907	2.0	2.0	0.0	784.0	92.0	4.951310750819873e-07	0.000199364
93537290	114389881	chr3q	chr3	chr3q0	20852591	1.0	1.0	0.0	284.0	36.0	6.453128630245694e-07	0.000195182
114389881	135242472	chr3q	chr3	chr3q1	20852591	0.0	0.0	0.0	784.0	148.0	9.869093210448316e-07	0.000536286
135242472	156095063	chr3q	chr3	chr3q2	20852591	0.0	0.0	0.0	372.0	38.0	9.741070596643877e-07	0.000262918
156095063	176947654	chr3q	chr3	chr3q3	20852591	1.0	1.0	0.0	102.0	18.0	8.839301105175518e-07	0.000187364
176947654	197800245	chr3q	chr3	chr3q4	20852591	0.0	0.0	0.0	490.0	228.0	1.7696823887378341e-06	0.000287479
167596	9956889	chr4p	chr4	chr4p0	9789293	0.0	0.0	0.0	1644.0	288.0	2.226567509901231e-06	0.000559385
9956889	19746182	chr4p	chr4	chr4p1	9789293	0.0	0.0	0.0	16.0	4.0	1.1095441119817897e-06	0.00027356
19746182	29535475	chr4p	chr4	chr4p2	9789293	0.0	0.0	0.0	58.0	4.0	1.3728601444745632e-06	0.00025854
29535475	39324768	chr4p	chr4	chr4p3	9789293	0.0	0.0	0.0	44.0	8.0	9.865454166314495e-07	0.000215448
39324768	49114061	chr4p	chr4	chr4p4	9789293	1.0	1.0	0.0	58.0	0.0	5.58400398698535e-07	0.000168688
52696792	80344780	chr4q	chr4	chr4q0	27647988	0.0	0.0	0.0	524.0	202.0	7.708548283623079e-07	0.000199706
80344780	107992768	chr4q	chr4	chr4q1	27647988	2.0	2.0	0.0	276.0	28.0	8.145374059067847e-07	0.00045357
107992768	135640756	chr4q	chr4	chr4q2	27647988	0.0	0.0	0.0	718.0	68.0	7.368240997708252e-07	0.000240777
135640756	163288744	chr4q	chr4	chr4q3	27647988	0.0	0.0	0.0	198.0	34.0	9.618047493066996e-07	0.000267505
163288744	190936732	chr4q	chr4	chr4q4	27647988	2.0	1.0	1.0	234.0	38.0	1.6705041684676046e-06	0.000287631
157856	9406104	chr5p	chr5	chr5p0	9248248	1.0	1.0	0.0	186.0	94.0	2.3946659988257007e-06	0.000311959
9406104	18654352	chr5p	chr5	chr5p1	9248248	0.0	0.0	0.0	260.0	202.0	1.545982110723131e-06	0.000303459
18654352	27902600	chr5p	chr5	chr5p2	9248248	0.0	0.0	0.0	228.0	102.0	7.835994015381509e-07	0.000272712
27902600	37150848	chr5p	chr5	chr5p3	9248248	1.0	1.0	0.0	158.0	72.0	1.3072149989318529e-06	0.000208475
37150848	46399096	chr5p	chr5	chr5p4	9248248	0.0	0.0	0.0	154.0	68.0	4.2396705572696917e-07	0.000355061
49582750	75804767	chr5q	chr5	chr5q0	26222017	1.0	0.0	1.0	1372.0	614.0	8.984478125850154e-07	0.000323097
75804767	102026784	chr5q	chr5	chr5q1	26222017	0.0	0.0	0.0	556.0	186.0	7.578791817638717e-07	0.000350549
102026784	128248801	chr5q	chr5	chr5q2	26222017	1.0	1.0	0.0	234.0	18.0	8.624630408459894e-07	0.000294548
128248801	154470818	chr5q	chr5	chr5q3	26222017	2.0	2.0	0.0	564.0	382.0	9.786976482073196e-07	0.000326341
154470818	180692835	chr5q	chr5	chr5q4	26222017	1.0	0.0	1.0	400.0	198.0	1.6617633669872482e-06	0.000293859
183917	11901259	chr6p	chr6	chr6p0	11717342	0.0	0.0	0.0	230.0	42.0	2.28505857775282e-06	0.000262363
11901259	23618601	chr6p	chr6	chr6p1	11717342	1.0	1.0	0.0	44.0	4.0	1.5672498372161965e-06	0.000202362
23618601	35335943	chr6p	chr6	chr6p2	11717342	1.0	1.0	0.0	598.0	156.0	6.246397999518507e-07	0.000198629
35335943	47053285	chr6p	chr6	chr6p3	11717342	0.0	0.0	0.0	96.0	10.0	1.4507076700630851e-06	0.00031628
47053285	58770627	chr6p	chr6	chr6p4	11717342	0.0	0.0	0.0	198.0	42.0	4.989097301869854e-07	0.000349149
61891638	83709648	chr6q	chr6	chr6q0	21818010	0.0	0.0	0.0	272.0	22.0	4.875679819192596e-07	0.000207499
83709648	105527658	chr6q	chr6	chr6q1	21818010	2.0	2.0	0.0	124.0	6.0	7.602546220210114e-07	0.000486662
105527658	127345668	chr6q	chr6	chr6q2	21818010	1.0	0.0	1.0	242.0	4.0	8.902926501702245e-07	0.000217759
127345668	149163678	chr6q	chr6	chr6q3	21818010	2.0	2.0	0.0	152.0	10.0	1.0882980134751011e-06	0.0003571
149163678	170981688	chr6q	chr6	chr6q4	21818010	1.0	0.0	1.0	278.0	92.0	1.6777624231221407e-06	0.000273527
46239	11614268	chr7p	chr7	chr7p0	11568029	1.0	0.0	1.0	698.0	252.0	1.6856137411295225e-06	0.000341113
11614268	23182297	chr7p	chr7	chr7p1	11568029	0.0	0.0	0.0	88.0	16.0	1.5211354531556085e-06	0.000708545
23182297	34750326	chr7p	chr7	chr7p2	11568029	0.0	0.0	0.0	284.0	88.0	1.3052692725045144e-06	0.000425456
34750326	46318355	chr7p	chr7	chr7p3	11568029	1.0	1.0	0.0	636.0	306.0	1.2006796310036085e-06	0.000305907
46318355	57886384	chr7p	chr7	chr7p4	11568029	3.0	1.0	2.0	1240.0	442.0	7.386987658086254e-07	0.000163597
61994170	81419234	chr7q	chr7	chr7q0	19425064	1.0	1.0	0.0	2434.0	1678.0	7.92525668217605e-07	0.000301884
81419234	100844298	chr7q	chr7	chr7q1	19425064	0.0	0.0	0.0	704.0	240.0	7.708251266757233e-07	0.000341507
100844298	120269362	chr7q	chr7	chr7q2	19425064	1.0	1.0	0.0	390.0	306.0	7.917623684996491e-07	0.000607767
120269362	139694426	chr7q	chr7	chr7q3	19425064	0.0	0.0	0.0	354.0	70.0	1.0305057071250752e-06	0.000226403
139694426	159119490	chr7q	chr7	chr7q4	19425064	2.0	1.0	1.0	392.0	206.0	1.8346118446676402e-06	0.000312671
113565	8849191	chr8p	chr8	chr8p0	8735626	1.0	0.0	1.0	1358.0	374.0	2.1400390438519658e-06	0.000496492
8849191	17584817	chr8p	chr8	chr8p1	8735626	1.0	0.0	1.0	744.0	174.0	1.533146702282968e-06	0.00056939
17584817	26320443	chr8p	chr8	chr8p2	8735626	0.0	0.0	0.0	52.0	10.0	1.6391213094385223e-06	0.000326555
26320443	35056069	chr8p	chr8	chr8p3	8735626	0.0	0.0	0.0	90.0	10.0	9.695195456233773e-07	0.000180684
35056069	43791695	chr8p	chr8	chr8p4	8735626	0.0	0.0	0.0	58.0	2.0	5.927373665849201e-07	0.00020153
46936447	66805252	chr8q	chr8	chr8q0	19868805	0.0	0.0	0.0	312.0	32.0	6.238816332764831e-07	0.000300828
66805252	86674057	chr8q	chr8	chr8q1	19868805	0.0	0.0	0.0	448.0	76.0	8.09724527774943e-07	0.000505568
86674057	106542862	chr8q	chr8	chr8q2	19868805	1.0	1.0	0.0	238.0	152.0	8.835730941406616e-07	0.000254459
106542862	126411667	chr8q	chr8	chr8q3	19868805	0.0	0.0	0.0	74.0	12.0	8.959749889804056e-07	0.000485995
126411667	146280472	chr8q	chr8	chr8q4	19868805	0.0	0.0	0.0	270.0	60.0	1.7217456849763163e-06	0.000591489
212908	9150432	chr9p	chr9	chr9p0	8937524	0.0	0.0	0.0	170.0	16.0	2.311733547619371e-06	0.000272195
9150432	18087956	chr9p	chr9	chr9p1	8937524	0.0	0.0	0.0	26.0	8.0	1.7114037354971558e-06	0.000456986
18087956	27025480	chr9p	chr9	chr9p2	8937524	0.0	0.0	0.0	68.0	46.0	1.3040892343834284e-06	0.000271976
27025480	35963004	chr9p	chr9	chr9p3	8937524	1.0	0.0	1.0	234.0	72.0	9.583236258504019e-07	0.000249213
35963004	44900528	chr9p	chr9	chr9p4	8937524	0.0	0.0	0.0	1800.0	944.0	1.4186487915239456e-07	0.00013769
68151440	82726740	chr9q	chr9	chr9q0	14575300	1.0	1.0	0.0	1288.0	188.0	9.715913763760343e-07	0.000286849
82726740	97302040	chr9q	chr9	chr9q1	14575300	1.0	1.0	0.0	936.0	286.0	1.193786190912175e-06	0.000467189
97302040	111877340	chr9q	chr9	chr9q2	14575300	1.0	1.0	0.0	240.0	44.0	9.75108734742959e-07	0.000216162
111877340	126452640	chr9q	chr9	chr9q3	14575300	1.0	0.0	1.0	132.0	22.0	1.3152211020632433e-06	0.000258564
126452640	141027940	chr9q	chr9	chr9q4	14575300	1.0	0.0	1.0	218.0	54.0	1.955200491099145e-06	0.000160509
