Start	End	Chromosome	Color	Length(bp)	invCenters	NHCenters	NAHRCenters	allRepCounts	intraRepCounts	WAvgRate	maxRate
60179.0	13871292.4693878	chr16	telomeric	13811113.4693878	0.0	0.0	0.0	478.0	150.0	1.7932376614554066e-08	1.84145553703e-06
13871292.4693878	29636054.1734694	chr16	arm	15764761.704081599	2.0	0.0	2.0	2044.0	1830.0	1.1590251509922057e-08	1.5251413636e-06
29636054.1734694	35272666.0	chr16	centromeric	5636611.826530602	1.0	1.0	0.0	2620.0	690.0	4.157145376806177e-09	5.18025081061e-07
50852609.4387755	75560932.6326531	chr16	arm	24708323.1938776	1.0	0.0	1.0	622.0	300.0	8.799452231331125e-09	1.30091604992e-06
75560932.6326531	90292787.0	chr16	telomeric	14731854.367346898	1.0	1.0	0.0	386.0	40.0	2.216636470754556e-08	1.65956775853e-06
46400586.0	50852609.4387755	chr16	centromeric	4452023.438775502	1.0	1.0	0.0	244.0	44.0	5.552402042728113e-09	2.23355588705e-06
51.0	16095178.8571429	chr17	telomeric	16095127.8571429	2.0	2.0	0.0	326.0	174.0	1.8747372847681518e-08	2.57020349016e-06
16095178.8571429	22248641.0	chr17	centromeric	6153462.142857101	1.0	0.0	1.0	828.0	476.0	7.595443392973154e-09	2.90936832003e-06
29204066.3571429	67106294.5714286	chr17	arm	37902228.2142857	2.0	0.0	2.0	2020.0	1410.0	8.303596684755033e-09	2.17201349849e-06
67106294.5714286	81190321.0	chr17	telomeric	14084026.428571403	0.0	0.0	0.0	140.0	26.0	1.6989305745701078e-08	1.39397268135e-06
25269196.0	29204066.3571429	chr17	centromeric	3934870.357142899	1.0	0.0	1.0	500.0	208.0	3.5492264274652384e-09	9.41704079308e-07
10718.0	10887374.3163265	chr18	telomeric	10876656.3163265	0.0	0.0	0.0	202.0	10.0	2.2253622595279678e-08	1.96169960508e-06
10887374.3163265	15396165.0	chr18	centromeric	4508790.683673499	1.0	1.0	0.0	792.0	70.0	1.2529747028869547e-08	1.21149647978e-06
21209337.0612245	66873307.1428571	chr18	arm	45663970.0816326	0.0	0.0	0.0	366.0	32.0	7.925206961638718e-09	1.58433310555e-06
66873307.1428571	78017072.0	chr18	telomeric	11143764.857142903	0.0	0.0	0.0	70.0	42.0	1.5184836737518182e-08	2.34161124192e-06
18528460.0	21209337.0612245	chr18	centromeric	2680877.0612245016	0.0	0.0	0.0	22.0	2.0	5.119267990952778e-09	5.18830684721e-07
64704.0	8501000.85714286	chr19	telomeric	8436296.85714286	0.0	0.0	0.0	374.0	54.0	2.6207265577217004e-08	3.48221243769e-06
8501000.85714286	20170386.2244898	chr19	arm	11669385.36734694	0.0	0.0	0.0	346.0	130.0	1.2250520449386012e-08	1.06420056883e-06
20170386.2244898	24608660.0	chr19	centromeric	4438273.775510199	1.0	1.0	0.0	346.0	182.0	5.1533182221146096e-09	1.04167129071e-06
30779063.2142857	47066929.3469388	chr19	arm	16287866.132653095	0.0	0.0	0.0	1044.0	382.0	9.291051229992308e-09	1.75728531331e-06
47066929.3469388	59118782.0	chr19	telomeric	12051852.653061204	0.0	0.0	0.0	526.0	362.0	2.1872101127077406e-08	2.11207575918e-06
27748235.0	30779063.2142857	chr19	centromeric	3030828.2142857015	0.0	0.0	0.0	50.0	6.0	8.252328782907438e-09	8.9523965743e-07
11007.0	30528908.755102	chr1	telomeric	30517901.755102	1.0	1.0	0.0	2290.0	1264.0	1.356060965617337e-08	2.49397047287e-06
30528908.755102	114147590.571429	chr1	arm	83618681.816327	3.0	3.0	0.0	990.0	234.0	7.096348331560922e-09	2.00252120692e-06
114147590.571429	121471518.0	chr1	centromeric	7323927.428571001	0.0	0.0	0.0	324.0	104.0	7.744375474832868e-09	1.04728401579e-06
152657807.846939	213636319.285714	chr1	arm	60978511.438775	4.0	4.0	0.0	950.0	230.0	7.181712943840177e-09	1.99421385279e-06
213636319.285714	249240538.0	chr1	telomeric	35604218.714286	0.0	0.0	0.0	1172.0	264.0	1.0999033174296288e-08	1.71695646661e-06
142542466.0	152657807.846939	chr1	centromeric	10115341.846938998	2.0	0.0	2.0	3408.0	2234.0	9.733199182173185e-09	4.53144021763e-06
61097.0	15743416.2346939	chr20	telomeric	15682319.2346939	1.0	0.0	1.0	78.0	14.0	1.5933835074096436e-08	1.55576497235e-06
15743416.2346939	26290878.0	chr20	centromeric	10547461.7653061	1.0	0.0	1.0	438.0	70.0	8.851299162017222e-09	1.68770806854e-06
43630213.7653061	43707385.4897959	chr20	arm	77171.72448980063	0.0	0.0	0.0	0.0	0.0	5.371094066756437e-10	1.14387525986e-09
43707385.4897959	62963101.0	chr20	telomeric	19255715.5102041	0.0	0.0	0.0	330.0	86.0	1.5353543701253134e-08	1.94375798567e-06
29432184.0	43630213.7653061	chr20	centromeric	14198029.7653061	0.0	0.0	0.0	218.0	20.0	6.6537942507880725e-09	9.80313204791e-07
12571112.4897959	21655734.3979592	chr21	arm	9084621.908163298	1.0	0.0	1.0	458.0	44.0	1.389062755317447e-08	1.8015841034e-06
21655734.3979592	37060093.2857143	chr21	arm	15404358.8877551	1.0	1.0	0.0	304.0	14.0	1.0536496183927305e-08	1.40587945666e-06
37060093.2857143	48119633.0	chr21	telomeric	11059539.714285702	0.0	0.0	0.0	170.0	54.0	1.6336028243970695e-08	1.1301898994e-06
16050606.0	22155623.4489796	chr22	arm	6105017.448979601	0.0	0.0	0.0	1502.0	516.0	2.530116343655402e-08	4.01381106281e-06
22155623.4489796	44780099.877551	chr22	arm	22624476.428571396	0.0	0.0	0.0	1124.0	504.0	1.2629699349674806e-08	1.59247211782e-06
44780099.877551	51244236.0	chr22	telomeric	6464136.122449003	0.0	0.0	0.0	124.0	14.0	2.226210303825892e-08	3.30859936904e-06
10180.0	19861266.7755102	chr2	telomeric	19851086.7755102	0.0	0.0	0.0	230.0	54.0	1.3299378008307789e-08	1.60686817175e-06
19861266.7755102	80902240.3571429	chr2	arm	61040973.581632696	1.0	1.0	0.0	898.0	90.0	8.638305508290107e-09	1.77239009375e-06
80902240.3571429	92315497.0	chr2	centromeric	11413256.642857105	0.0	0.0	0.0	1676.0	530.0	5.696419885963691e-09	9.23460832588e-07
112185433.020408	213409362.836735	chr2	arm	101223929.816327	7.0	6.0	1.0	2618.0	452.0	6.068460375393263e-09	2.19404751732e-06
213409362.836735	243185993.0	chr2	telomeric	29776630.16326499	2.0	1.0	1.0	462.0	116.0	1.030916900416834e-08	2.25111959574e-06
95328622.0	112185433.020408	chr2	centromeric	16856811.020408005	0.0	0.0	0.0	1124.0	404.0	4.493628483672001e-09	1.21263785271e-06
60196.0	26312526.5306122	chr3	telomeric	26252330.5306122	1.0	1.0	0.0	590.0	138.0	1.336827150596356e-08	3.28413428516e-06
26312526.5306122	77582482.1530612	chr3	arm	51269955.622448996	4.0	4.0	0.0	1316.0	118.0	8.248779607227963e-09	2.09512559065e-06
77582482.1530612	90483647.0	chr3	centromeric	12901164.846938804	1.0	1.0	0.0	78.0	10.0	2.524834867856239e-09	5.69171002457e-07
107439867.72449	173729459.510204	chr3	arm	66289591.785713986	2.0	2.0	0.0	1428.0	222.0	6.485645275231914e-09	1.92017465634e-06
173729459.510204	197962380.0	chr3	telomeric	24232920.489796013	0.0	0.0	0.0	736.0	232.0	1.197751624654839e-08	1.7508688461e-06
93654937.0	107439867.72449	chr3	centromeric	13784930.724490002	0.0	0.0	0.0	104.0	12.0	4.1665529878580995e-09	1.44352549919e-06
10455.0	28726067.3265306	chr4	telomeric	28715612.3265306	0.0	0.0	0.0	1778.0	298.0	1.2448927988458208e-08	3.93853893045e-06
28726067.3265306	49644397.0	chr4	centromeric	20918329.6734694	1.0	1.0	0.0	610.0	60.0	7.570631335934397e-09	3.11652872834e-06
67279551.4285714	154006787.397959	chr4	arm	86727235.96938759	2.0	2.0	0.0	1590.0	320.0	5.524906886343393e-09	2.1274538472e-06
154006787.397959	191043880.0	chr4	telomeric	37037092.602041006	2.0	1.0	1.0	428.0	68.0	1.0324450055842865e-08	1.36766544008e-06
52677180.0	67279551.4285714	chr4	centromeric	14602371.428571403	0.0	0.0	0.0	48.0	4.0	6.653356040617934e-09	1.19698405703e-06
10042.0	16620125.8979592	chr5	telomeric	16610083.8979592	1.0	1.0	0.0	302.0	102.0	1.404328144780262e-08	2.81218352126e-06
16620125.8979592	37965759.5204082	chr5	arm	21345633.622448996	1.0	1.0	0.0	672.0	432.0	7.762470216823381e-09	1.39217159591e-06
37965759.5204082	46392439.0	chr5	centromeric	8426679.479591802	0.0	0.0	0.0	68.0	6.0	4.01085854614778e-09	8.29323226887e-07
63469635.4285714	151346361.959184	chr5	arm	87876726.53061259	4.0	3.0	1.0	2506.0	1192.0	6.5604059153044155e-09	1.95838488362e-06
151346361.959184	180875400.0	chr5	telomeric	29529038.04081601	1.0	0.0	1.0	640.0	204.0	1.1035205679076515e-08	1.46092488811e-06
49415504.0	63469635.4285714	chr5	centromeric	14054131.428571403	0.0	0.0	0.0	174.0	6.0	6.055860791260322e-09	2.20107284985e-06
63978.0	15767088.6428571	chr6	telomeric	15703110.6428571	1.0	1.0	0.0	396.0	46.0	1.4605280999194423e-08	1.25361443492e-06
15767088.6428571	46862825.7142857	chr6	arm	31095737.0714286	1.0	1.0	0.0	736.0	170.0	1.0208235240640259e-08	1.61455411417e-06
46862825.7142857	58765872.0	chr6	centromeric	11903046.285714298	0.0	0.0	0.0	198.0	42.0	4.8310542566258485e-09	1.1517156105e-06
83317559.6428571	139647183.714286	chr6	arm	56329624.071428895	4.0	3.0	1.0	502.0	14.0	6.002347070865799e-09	3.93385897989e-06
139647183.714286	171053405.0	chr6	telomeric	31406221.285714	2.0	1.0	1.0	378.0	98.0	1.12282112033036e-08	3.91341988426e-06
61883737.0	83317559.6428571	chr6	centromeric	21433822.642857105	0.0	0.0	0.0	272.0	22.0	4.246462989918343e-09	8.38378732616e-07
16863.0	33901326.9183673	chr7	telomeric	33884463.9183673	1.0	0.0	1.0	1078.0	356.0	1.2413665359008336e-08	2.17977629591e-06
33901326.9183673	58044258.0	chr7	centromeric	24142931.081632704	4.0	2.0	2.0	2030.0	774.0	7.797983363566985e-09	1.85158344985e-06
69504214.3469388	136398322.714286	chr7	arm	66894108.367347196	2.0	2.0	0.0	2386.0	1546.0	6.4488580812259455e-09	6.22663484284e-06
136398322.714286	159128566.0	chr7	telomeric	22730243.285714	2.0	1.0	1.0	444.0	208.0	1.3551712608297238e-08	3.18250223141e-06
61059303.0	69504214.3469388	chr7	centromeric	8444911.346938804	0.0	0.0	0.0	1970.0	850.0	4.656186153468464e-09	3.22253352371e-06
11739.0	26396769.0	chr8	telomeric	26385030.0	2.0	0.0	2.0	2254.0	560.0	1.8739362266446495e-08	1.98214823255e-06
26396769.0	43825143.0	chr8	centromeric	17428374.0	0.0	0.0	0.0	148.0	12.0	6.421680579241966e-09	1.31809133221e-06
59259027.0	123912147.0	chr8	arm	64653120.0	1.0	1.0	0.0	884.0	236.0	5.826005823532415e-09	1.92533005989e-06
123912147.0	146303787.0	chr8	telomeric	22391640.0	0.0	0.0	0.0	290.0	68.0	1.1691398958746964e-08	1.78472282327e-06
46853067.0	59259027.0	chr8	centromeric	12405960.0	0.0	0.0	0.0	168.0	28.0	4.253946386561159e-09	9.08121312672e-07
10468.0	21612949.7346939	chr9	telomeric	21602481.7346939	0.0	0.0	0.0	340.0	88.0	1.4586215395937296e-08	1.75802677862e-06
21612949.7346939	42335911.3367347	chr9	arm	20722961.602040797	1.0	0.0	1.0	1086.0	650.0	9.273885359672926e-09	2.11088105296e-06
42335911.3367347	47217053.0	chr9	centromeric	4881141.663265303	0.0	0.0	0.0	1594.0	640.0	1.1753558768598206e-08	1.06635290467e-07
73072662.5714286	129625358.408163	chr9	arm	56552695.8367344	5.0	3.0	2.0	1492.0	374.0	8.258944346310304e-09	1.87948604144e-06
129625358.408163	141146682.0	chr9	telomeric	11521323.591837004	0.0	0.0	0.0	258.0	42.0	1.6524145811468148e-08	1.98417105741e-06
65485592.0	73072662.5714286	chr9	centromeric	7587070.571428597	0.0	0.0	0.0	1902.0	460.0	1.0549241642535885e-08	5.81636774677e-07
