Start	End	chromID	Chromosome	winID	Length(bp)	invCenters	NHCenters	NAHRCenters	allRepCounts	intraRepCounts	WAvgRate	maxRate
51	4452601	chr17p	chr17	chr17p0	4452550	0.0	0.0	0.0	156.0	44.0	2.2361473378102808e-08	1.34856884346e-06
4452601	8905151	chr17p	chr17	chr17p1	4452550	1.0	1.0	0.0	94.0	80.0	1.4660158855345078e-08	9.27899847522e-07
8905151	13357701	chr17p	chr17	chr17p2	4452550	1.0	1.0	0.0	12.0	0.0	1.9967532016694384e-08	2.57020349016e-06
13357701	17810251	chr17p	chr17	chr17p3	4452550	0.0	0.0	0.0	162.0	132.0	1.3864359805142272e-08	1.72703946314e-06
17810251	22262801	chr17p	chr17	chr17p4	4452550	1.0	0.0	1.0	730.0	394.0	5.601125528453981e-08	2.90936832003e-06
25264112	36449354	chr17q	chr17	chr17q0	11185242	1.0	0.0	1.0	1110.0	702.0	9.0065261130791e-09	1.22884234402e-06
36449354	47634596	chr17q	chr17	chr17q1	11185242	1.0	0.0	1.0	716.0	432.0	5.359304557598547e-09	9.58175007089e-07
47634596	58819838	chr17q	chr17	chr17q2	11185242	1.0	0.0	1.0	276.0	128.0	8.811708099323726e-09	1.35572964072e-06
58819838	70005080	chr17q	chr17	chr17q3	11185242	0.0	0.0	0.0	424.0	360.0	8.618090209721722e-09	2.17201349849e-06
70005080	81190322	chr17q	chr17	chr17q4	11185242	0.0	0.0	0.0	134.0	22.0	1.9003113531891296e-08	1.39397268135e-06
10718	3090580	chr18p	chr18	chr18p0	3079862	0.0	0.0	0.0	158.0	2.0	2.056405514885334e-08	1.54211841603e-06
3090580	6170442	chr18p	chr18	chr18p1	3079862	0.0	0.0	0.0	2.0	0.0	2.6095825014898758e-08	1.42812506546e-06
6170442	9250304	chr18p	chr18	chr18p2	3079862	0.0	0.0	0.0	14.0	2.0	1.995146110074527e-08	1.96169960508e-06
9250304	12330166	chr18p	chr18	chr18p3	3079862	1.0	1.0	0.0	142.0	28.0	2.0776211805297236e-08	1.21149647978e-06
12330166	15410028	chr18p	chr18	chr18p4	3079862	0.0	0.0	0.0	678.0	48.0	4.436495366193498e-08	7.97921591567e-07
18513835	30414483	chr18q	chr18	chr18q0	11900648	0.0	0.0	0.0	194.0	8.0	7.05329347835584e-09	1.3651059453e-06
30414483	42315131	chr18q	chr18	chr18q1	11900648	0.0	0.0	0.0	16.0	0.0	5.3673257444144735e-09	1.58433310555e-06
42315131	54215779	chr18q	chr18	chr18q2	11900648	0.0	0.0	0.0	52.0	10.0	7.81554960353732e-09	1.07935433322e-06
54215779	66116427	chr18q	chr18	chr18q3	11900648	0.0	0.0	0.0	118.0	8.0	1.070851437585151e-08	1.32484172689e-06
66116427	78017075	chr18q	chr18	chr18q4	11900648	0.0	0.0	0.0	78.0	50.0	1.4850707024167767e-08	2.34161124192e-06
64704	4975896	chr19p	chr19	chr19p0	4911192	0.0	0.0	0.0	336.0	32.0	2.8387988638749122e-08	9.95772139738e-07
4975896	9887088	chr19p	chr19	chr19p1	4911192	0.0	0.0	0.0	92.0	70.0	2.0828881778220337e-08	3.48221243769e-06
9887088	14798280	chr19p	chr19	chr19p2	4911192	0.0	0.0	0.0	228.0	48.0	1.0660980578971996e-08	7.03904092367e-07
14798280	19709472	chr19p	chr19	chr19p3	4911192	0.0	0.0	0.0	40.0	20.0	1.3384187366459485e-08	1.06420056883e-06
19709472	24620664	chr19p	chr19	chr19p4	4911192	1.0	1.0	0.0	370.0	196.0	6.207498912816712e-09	1.04167129071e-06
27733341	34010430	chr19q	chr19	chr19q0	6277089	0.0	0.0	0.0	60.0	6.0	8.608833184778129e-09	8.9523965743e-07
34010430	40287519	chr19q	chr19	chr19q1	6277089	0.0	0.0	0.0	552.0	96.0	9.473058797655668e-09	7.78301081201e-07
40287519	46564608	chr19q	chr19	chr19q2	6277089	0.0	0.0	0.0	456.0	270.0	9.113314257350326e-09	1.75728531331e-06
46564608	52841697	chr19q	chr19	chr19q3	6277089	0.0	0.0	0.0	136.0	102.0	1.6241774613869663e-08	1.29520616981e-06
52841697	59118786	chr19q	chr19	chr19q4	6277089	0.0	0.0	0.0	416.0	276.0	2.666102345619435e-08	2.11207575918e-06
11007	24305834	chr1p	chr1	chr1p0	24294827	1.0	1.0	0.0	2146.0	1232.0	1.5617106476610276e-08	2.49397047287e-06
24305834	48600661	chr1p	chr1	chr1p1	24294827	1.0	1.0	0.0	362.0	92.0	7.1020521358535015e-09	1.27534972611e-06
48600661	72895488	chr1p	chr1	chr1p2	24294827	1.0	1.0	0.0	238.0	32.0	7.223809827878768e-09	2.00252120692e-06
72895488	97190315	chr1p	chr1	chr1p3	24294827	1.0	1.0	0.0	294.0	48.0	6.431959703179008e-09	1.77313483353e-06
97190315	121485142	chr1p	chr1	chr1p4	24294827	0.0	0.0	0.0	564.0	198.0	7.52147575749195e-09	1.32948765599e-06
142535438	163876458	chr1q	chr1	chr1q0	21341020	2.0	0.0	2.0	3700.0	2328.0	9.008527207007513e-09	4.53144021763e-06
163876458	185217478	chr1q	chr1	chr1q1	21341020	1.0	1.0	0.0	254.0	26.0	7.149539599584076e-09	1.42984991618e-06
185217478	206558498	chr1q	chr1	chr1q2	21341020	3.0	3.0	0.0	300.0	70.0	6.501954364455749e-09	1.80063548403e-06
206558498	227899518	chr1q	chr1	chr1q3	21341020	0.0	0.0	0.0	530.0	144.0	7.196235998712671e-09	1.32988937324e-06
227899518	249240538	chr1q	chr1	chr1q4	21341020	0.0	0.0	0.0	746.0	160.0	1.3639047432773368e-08	1.71695646661e-06
61097	5310011	chr20p	chr20	chr20p0	5248914	0.0	0.0	0.0	38.0	10.0	2.0646144486565237e-08	1.18975637623e-06
5310011	10558925	chr20p	chr20	chr20p1	5248914	0.0	0.0	0.0	18.0	4.0	1.5821552551839716e-08	1.55576497235e-06
10558925	15807839	chr20p	chr20	chr20p2	5248914	1.0	0.0	1.0	22.0	0.0	1.1279192419734656e-08	1.36858063815e-06
15807839	21056753	chr20p	chr20	chr20p3	5248914	0.0	0.0	0.0	18.0	0.0	1.239683029737687e-08	1.68770806854e-06
21056753	26305667	chr20p	chr20	chr20p4	5248914	1.0	0.0	1.0	420.0	70.0	4.643502729295335e-09	1.32362004629e-06
29426955	36134185	chr20q	chr20	chr20q0	6707230	0.0	0.0	0.0	178.0	20.0	3.518877061724848e-09	4.03685928272e-07
36134185	42841415	chr20q	chr20	chr20q1	6707230	0.0	0.0	0.0	40.0	0.0	9.447371599725567e-09	9.80313204791e-07
42841415	49548645	chr20q	chr20	chr20q2	6707230	0.0	0.0	0.0	120.0	62.0	1.0270470886154054e-08	1.13066475389e-06
49548645	56255875	chr20q	chr20	chr20q3	6707230	0.0	0.0	0.0	66.0	4.0	1.6025381164294714e-08	1.94375798567e-06
56255875	62963105	chr20q	chr20	chr20q4	6707230	0.0	0.0	0.0	146.0	20.0	1.8954385433681695e-08	1.14769645344e-06
9411244	9765868	chr21p	chr21	chr21p0	354624	0.0	0.0	0.0	440.0	14.0	3.8067093244320016e-08	3.01880576853e-07
9765868	10120492	chr21p	chr21	chr21p1	354624	0.0	0.0	0.0	154.0	14.0	4.4981200179850216e-08	1.33554352622e-07
10120492	10475116	chr21p	chr21	chr21p2	354624	0.0	0.0	0.0	104.0	6.0	2.0945004685010537e-08	2.94576069736e-08
10475116	10829740	chr21p	chr21	chr21p3	354624	0.0	0.0	0.0	128.0	2.0	9.804412949855182e-09	2.52595847028e-08
10829740	11184364	chr21p	chr21	chr21p4	354624	0.0	0.0	0.0	162.0	4.0	9.890223882556035e-09	2.22226057328e-08
14349718	21103701	chr21q	chr21	chr21q0	6753983	1.0	0.0	1.0	458.0	44.0	1.4427414890060033e-08	1.8015841034e-06
21103701	27857684	chr21q	chr21	chr21q1	6753983	0.0	0.0	0.0	38.0	4.0	9.984873082734913e-09	1.15018979706e-06
27857684	34611667	chr21q	chr21	chr21q2	6753983	1.0	1.0	0.0	260.0	10.0	1.018591362244033e-08	1.40587945666e-06
34611667	41365650	chr21q	chr21	chr21q3	6753983	0.0	0.0	0.0	32.0	0.0	1.3360077943896677e-08	1.1301898994e-06
41365650	48119633	chr21q	chr21	chr21q4	6753983	0.0	0.0	0.0	144.0	54.0	1.7840035794236488e-08	1.00418394634e-06
16050606	23089332	chr22q	chr22	chr22q0	7038726	0.0	0.0	0.0	1740.0	596.0	2.4548756236955034e-08	4.01381106281e-06
23089332	30128058	chr22q	chr22	chr22q1	7038726	0.0	0.0	0.0	588.0	328.0	1.5921790150045052e-08	1.18086446659e-06
30128058	37166784	chr22q	chr22	chr22q2	7038726	0.0	0.0	0.0	88.0	38.0	1.0210638894189296e-08	1.14589864812e-06
37166784	44205510	chr22q	chr22	chr22q3	7038726	0.0	0.0	0.0	202.0	50.0	9.269206038878283e-09	1.59247211782e-06
44205510	51244236	chr22q	chr22	chr22q4	7038726	0.0	0.0	0.0	132.0	22.0	2.309703197844342e-08	3.30859936904e-06
10180	18473353	chr2p	chr2	chr2p0	18463173	0.0	0.0	0.0	222.0	46.0	1.3674082631399287e-08	1.60686817175e-06
18473353	36936526	chr2p	chr2	chr2p1	18463173	1.0	1.0	0.0	198.0	20.0	8.671063485926355e-09	1.77239009375e-06
36936526	55399699	chr2p	chr2	chr2p2	18463173	0.0	0.0	0.0	142.0	14.0	9.465657553702068e-09	9.56651668017e-07
55399699	73862872	chr2p	chr2	chr2p3	18463173	0.0	0.0	0.0	490.0	38.0	7.175422366530542e-09	8.45576993915e-07
73862872	92326045	chr2p	chr2	chr2p4	18463173	0.0	0.0	0.0	1752.0	556.0	6.9654945546635305e-09	1.37191400188e-06
95326998	124898797	chr2q	chr2	chr2q0	29571799	2.0	2.0	0.0	1446.0	492.0	5.208780117868545e-09	1.33756725864e-06
124898797	154470596	chr2q	chr2	chr2q1	29571799	2.0	1.0	1.0	1282.0	276.0	6.020686984839023e-09	1.29648142138e-06
154470596	184042395	chr2q	chr2	chr2q2	29571799	1.0	1.0	0.0	486.0	50.0	6.5239636679211205e-09	2.19404751732e-06
184042395	213614194	chr2q	chr2	chr2q3	29571799	2.0	2.0	0.0	530.0	38.0	5.656209113986031e-09	1.23043486046e-06
213614194	243185993	chr2q	chr2	chr2q4	29571799	2.0	1.0	1.0	462.0	116.0	1.0305265648936035e-08	2.25111959574e-06
60196	18145284	chr3p	chr3	chr3p0	18085088	1.0	1.0	0.0	542.0	136.0	1.5318278268755247e-08	3.28413428516e-06
18145284	36230372	chr3p	chr3	chr3p1	18085088	1.0	1.0	0.0	158.0	12.0	8.901055144747906e-09	1.29222782132e-06
36230372	54315460	chr3p	chr3	chr3p2	18085088	1.0	1.0	0.0	464.0	22.0	4.6628401329860574e-09	8.20069869598e-07
54315460	72400548	chr3p	chr3	chr3p3	18085088	1.0	1.0	0.0	36.0	4.0	1.0936956820901215e-08	2.09512559065e-06
72400548	90485636	chr3p	chr3	chr3p4	18085088	2.0	2.0	0.0	784.0	92.0	4.7767444278180384e-09	1.32686032808e-06
93652493	114514471	chr3q	chr3	chr3q0	20861978	1.0	1.0	0.0	280.0	32.0	4.816250886485913e-09	1.44352549919e-06
114514471	135376449	chr3q	chr3	chr3q1	20861978	0.0	0.0	0.0	784.0	148.0	6.9650126682128476e-09	1.7816003807e-06
135376449	156238427	chr3q	chr3	chr3q2	20861978	0.0	0.0	0.0	372.0	38.0	6.557533724450677e-09	1.92017465634e-06
156238427	177100405	chr3q	chr3	chr3q3	20861978	1.0	1.0	0.0	102.0	18.0	6.747602644203878e-09	1.67809559094e-06
177100405	197962383	chr3q	chr3	chr3q4	20861978	0.0	0.0	0.0	730.0	230.0	1.2190113718229969e-08	1.7508688461e-06
10455	9940241	chr4p	chr4	chr4p0	9929786	0.0	0.0	0.0	1708.0	290.0	1.8826065258169703e-08	3.93853893045e-06
9940241	19870027	chr4p	chr4	chr4p1	9929786	0.0	0.0	0.0	16.0	4.0	8.773849920158944e-09	2.88391652399e-06
19870027	29799813	chr4p	chr4	chr4p2	9929786	0.0	0.0	0.0	58.0	4.0	9.457952468580343e-09	1.54872150181e-06
29799813	39729599	chr4p	chr4	chr4p3	9929786	0.0	0.0	0.0	44.0	8.0	7.195794656897186e-09	3.11652872834e-06
39729599	49659385	chr4p	chr4	chr4p4	9929786	1.0	1.0	0.0	562.0	52.0	3.745641493739388e-08	6.73021225569e-07
52662544	80338812	chr4q	chr4	chr4q0	27676268	0.0	0.0	0.0	524.0	202.0	6.047979417367298e-09	1.24069290048e-06
80338812	108015080	chr4q	chr4	chr4q1	27676268	2.0	2.0	0.0	276.0	28.0	5.243868908244667e-09	1.69008320923e-06
108015080	135691348	chr4q	chr4	chr4q2	27676268	0.0	0.0	0.0	718.0	68.0	5.333379064880939e-09	2.1274538472e-06
135691348	163367616	chr4q	chr4	chr4q3	27676268	0.0	0.0	0.0	198.0	34.0	6.573844606304616e-09	1.45883199195e-06
163367616	191043884	chr4q	chr4	chr4q4	27676268	2.0	1.0	1.0	350.0	60.0	1.1450374538829436e-08	1.36766544008e-06
10042	9289047	chr5p	chr5	chr5p0	9279005	1.0	1.0	0.0	242.0	96.0	1.6614836107698496e-08	2.81218352126e-06
9289047	18568052	chr5p	chr5	chr5p1	9279005	0.0	0.0	0.0	256.0	202.0	1.0886976391821777e-08	1.36597049959e-06
18568052	27847057	chr5p	chr5	chr5p2	9279005	0.0	0.0	0.0	232.0	102.0	5.596475852424612e-09	8.80716744902e-07
27847057	37126062	chr5p	chr5	chr5p3	9279005	1.0	1.0	0.0	158.0	72.0	9.240227954156011e-09	1.39217159591e-06
37126062	46405067	chr5p	chr5	chr5p4	9279005	0.0	0.0	0.0	154.0	68.0	6.228088807706674e-09	8.87747920862e-07
49405662	75699610	chr5q	chr5	chr5q0	26293948	1.0	0.0	1.0	1372.0	614.0	6.084831072700035e-09	2.20107284985e-06
75699610	101993558	chr5q	chr5	chr5q1	26293948	0.0	0.0	0.0	556.0	186.0	5.5071421085984e-09	1.14166184184e-06
101993558	128287506	chr5q	chr5	chr5q2	26293948	1.0	1.0	0.0	234.0	18.0	7.639963178117262e-09	1.95838488362e-06
128287506	154581454	chr5q	chr5	chr5q3	26293948	2.0	2.0	0.0	564.0	382.0	6.565208677769205e-09	9.2541706581e-07
154581454	180875402	chr5q	chr5	chr5q4	26293948	1.0	0.0	1.0	594.0	202.0	1.1771731427655832e-08	1.46092488811e-06
63978	11807190	chr6p	chr6	chr6p0	11743212	0.0	0.0	0.0	394.0	46.0	1.640488575973152e-08	1.25361443492e-06
11807190	23550402	chr6p	chr6	chr6p1	11743212	1.0	1.0	0.0	44.0	4.0	1.0546565040297002e-08	1.13942162187e-06
23550402	35293614	chr6p	chr6	chr6p2	11743212	1.0	1.0	0.0	598.0	156.0	1.0039186103590605e-08	1.61455411417e-06
35293614	47036826	chr6p	chr6	chr6p3	11743212	0.0	0.0	0.0	96.0	10.0	9.621149473195616e-09	1.27220543428e-06
47036826	58780038	chr6p	chr6	chr6p4	11743212	0.0	0.0	0.0	198.0	42.0	5.053610843856239e-09	3.62551410928e-06
61880511	83715090	chr6q	chr6	chr6q0	21834579	0.0	0.0	0.0	272.0	22.0	4.241214690132906e-09	8.38378732616e-07
83715090	105549669	chr6q	chr6	chr6q1	21834579	2.0	2.0	0.0	126.0	6.0	5.146046114698874e-09	1.38528654677e-06
105549669	127384248	chr6q	chr6	chr6q2	21834579	1.0	0.0	1.0	240.0	4.0	5.957112445210265e-09	3.93385897989e-06
127384248	149218827	chr6q	chr6	chr6q3	21834579	2.0	2.0	0.0	152.0	10.0	7.048171684378779e-09	8.41604948137e-07
149218827	171053406	chr6q	chr6	chr6q4	21834579	1.0	0.0	1.0	362.0	92.0	1.341082749752135e-08	3.91341988426e-06
16863	11624304	chr7p	chr7	chr7p0	11607441	1.0	0.0	1.0	706.0	252.0	1.513786054528813e-08	1.36759547982e-06
11624304	23231745	chr7p	chr7	chr7p1	11607441	0.0	0.0	0.0	88.0	16.0	1.2378738011925515e-08	2.17977629591e-06
23231745	34839186	chr7p	chr7	chr7p2	11607441	0.0	0.0	0.0	284.0	88.0	9.479065032336984e-09	1.75395516111e-06
34839186	46446627	chr7p	chr7	chr7p3	11607441	1.0	1.0	0.0	638.0	306.0	8.477979226043356e-09	1.85158344985e-06
46446627	58054068	chr7p	chr7	chr7p4	11607441	3.0	1.0	2.0	1392.0	468.0	6.493795012439416e-09	1.03807897741e-06
61054484	80669301	chr7q	chr7	chr7q0	19614817	1.0	1.0	0.0	2972.0	1786.0	6.785318251065822e-09	3.22253352371e-06
80669301	100284118	chr7q	chr7	chr7q1	19614817	0.0	0.0	0.0	690.0	224.0	5.227704000163886e-09	1.31898170131e-06
100284118	119898935	chr7q	chr7	chr7q2	19614817	1.0	1.0	0.0	406.0	322.0	6.339410654370461e-09	6.22663484284e-06
119898935	139513752	chr7q	chr7	chr7q3	19614817	0.0	0.0	0.0	354.0	70.0	7.610027966638882e-09	1.88981902323e-06
139513752	159128569	chr7q	chr7	chr7q4	19614817	2.0	1.0	1.0	394.0	206.0	1.3749649737664609e-08	3.18250223141e-06
11739	8777088	chr8p	chr8	chr8p0	8765349	1.0	0.0	1.0	1458.0	376.0	2.8545671069628997e-08	1.98214823255e-06
8777088	17542437	chr8p	chr8	chr8p1	8765349	1.0	0.0	1.0	744.0	174.0	1.4923942521498264e-08	1.89439825771e-06
17542437	26307786	chr8p	chr8	chr8p2	8765349	0.0	0.0	0.0	52.0	10.0	1.2889833342864888e-08	1.25999339332e-06
26307786	35073135	chr8p	chr8	chr8p3	8765349	0.0	0.0	0.0	90.0	10.0	7.094315704695838e-09	1.31809133221e-06
35073135	43838484	chr8p	chr8	chr8p4	8765349	0.0	0.0	0.0	58.0	2.0	2.9559848565335054e-08	8.50870465782e-07
46839507	66732363	chr8q	chr8	chr8q0	19892856	0.0	0.0	0.0	312.0	32.0	4.558120668674939e-09	9.08121312672e-07
66732363	86625219	chr8q	chr8	chr8q1	19892856	0.0	0.0	0.0	448.0	76.0	6.0761593441978976e-09	1.58874848558e-06
86625219	106518075	chr8q	chr8	chr8q2	19892856	1.0	1.0	0.0	238.0	152.0	6.426373075823022e-09	1.76453714476e-06
106518075	126410931	chr8q	chr8	chr8q3	19892856	0.0	0.0	0.0	74.0	12.0	5.935033077688612e-09	1.92533005989e-06
126410931	146303787	chr8q	chr8	chr8q4	19892856	0.0	0.0	0.0	270.0	60.0	1.1807693542050675e-08	1.78472282327e-06
10468	9453602	chr9p	chr9	chr9p0	9443134	0.0	0.0	0.0	258.0	36.0	1.7386067275190972e-08	1.75802677862e-06
9453602	18896736	chr9p	chr9	chr9p1	9443134	0.0	0.0	0.0	28.0	8.0	1.2912674590050778e-08	1.62454284e-06
18896736	28339870	chr9p	chr9	chr9p2	9443134	0.0	0.0	0.0	112.0	50.0	1.1145304116882789e-08	2.11088105296e-06
28339870	37783004	chr9p	chr9	chr9p3	9443134	1.0	0.0	1.0	224.0	74.0	6.558132042848841e-09	1.13752261242e-06
37783004	47226138	chr9p	chr9	chr9p4	9443134	0.0	0.0	0.0	2398.0	1210.0	9.039348393479889e-09	9.92698136589e-07
65485581	80617802	chr9q	chr9	chr9q0	15132221	1.0	1.0	0.0	2000.0	468.0	1.0004298171129905e-08	1.81929320297e-06
80617802	95750023	chr9q	chr9	chr9q1	15132221	1.0	1.0	0.0	860.0	262.0	9.101626074530407e-09	1.87948604144e-06
95750023	110882244	chr9q	chr9	chr9q2	15132221	1.0	1.0	0.0	322.0	70.0	6.8947803257344e-09	1.07702716161e-06
110882244	126014465	chr9q	chr9	chr9q3	15132221	1.0	0.0	1.0	136.0	22.0	8.473739779353812e-09	1.19849240925e-06
126014465	141146686	chr9q	chr9	chr9q4	15132221	1.0	0.0	1.0	334.0	54.0	1.4269767720026544e-08	1.98417105741e-06
