Start	End	chromID	Chromosome	winID	Length(bp)	invCenters	NHCenters	NAHRCenters	allRepCounts	intraRepCounts	WAvgRate	maxRate
46539392	55259785	chr16q	chr16	chr16q0	8720393	1.0	1.0	0.0	224.0	2.0	2.4686371736314313e-06	0.000443129
55259785	63980178	chr16q	chr16	chr16q1	8720393	0.0	0.0	0.0	76.0	28.0	1.996320858755163e-06	0.000418604
63980178	72700571	chr16q	chr16	chr16q2	8720393	0.0	0.0	0.0	220.0	190.0	6.914319460186982e-07	0.000222985
72700571	81420964	chr16q	chr16	chr16q3	8720393	1.0	0.0	1.0	156.0	82.0	2.217945675328502e-06	0.00036847
81420964	90141357	chr16q	chr16	chr16q4	8720393	1.0	1.0	0.0	66.0	32.0	2.6581640185518694e-06	0.000271469
6888	4453982	chr17p	chr17	chr17p0	4447094	0.0	0.0	0.0	156.0	44.0	7.324474508408647e-07	5.6455e-05
4453982	8901076	chr17p	chr17	chr17p1	4447094	1.0	1.0	0.0	94.0	80.0	2.5845354519243323e-06	0.000296129
8901076	13348170	chr17p	chr17	chr17p2	4447094	1.0	1.0	0.0	12.0	0.0	3.7378339853750962e-06	0.000352701
13348170	17795264	chr17p	chr17	chr17p3	4447094	0.0	0.0	0.0	162.0	132.0	2.914706512754632e-06	0.00046081
17795264	22242358	chr17p	chr17	chr17p4	4447094	1.0	0.0	1.0	730.0	394.0	6.595873296290731e-07	0.000311584
25326941	36471749	chr17q	chr17	chr17q0	11144808	1.0	0.0	1.0	944.0	698.0	1.983992633638819e-06	0.000273181
36471749	47616557	chr17q	chr17	chr17q1	11144808	1.0	0.0	1.0	716.0	432.0	1.1519071810721353e-06	0.000309411
47616557	58761365	chr17q	chr17	chr17q2	11144808	1.0	0.0	1.0	276.0	128.0	1.7768756748378688e-06	0.000326254
58761365	69906173	chr17q	chr17	chr17q3	11144808	0.0	0.0	0.0	424.0	360.0	1.5238109249371614e-06	0.00037093
69906173	81050981	chr17q	chr17	chr17q4	11144808	0.0	0.0	0.0	66.0	18.0	2.5408300560301307e-06	0.000335107
112535	3110513	chr18p	chr18	chr18p0	2997978	0.0	0.0	0.0	18.0	2.0	8.397618863863566e-07	7.36296e-05
3110513	6108491	chr18p	chr18	chr18p1	2997978	0.0	0.0	0.0	2.0	0.0	3.3190026762669575e-06	0.000267078
6108491	9106469	chr18p	chr18	chr18p2	2997978	0.0	0.0	0.0	14.0	2.0	3.7463869426207562e-06	0.000471023
9106469	12104447	chr18p	chr18	chr18p3	2997978	1.0	1.0	0.0	134.0	26.0	4.456226179171843e-06	0.000548105
12104447	15102425	chr18p	chr18	chr18p4	2997978	0.0	0.0	0.0	408.0	46.0	7.63661635443802e-07	0.000118247
18570235	30459105	chr18q	chr18	chr18q0	11888870	0.0	0.0	0.0	192.0	6.0	1.7663996768198741e-06	0.000414632
30459105	42347975	chr18q	chr18	chr18q1	11888870	0.0	0.0	0.0	16.0	0.0	9.378216943917104e-07	0.000376271
42347975	54236845	chr18q	chr18	chr18q2	11888870	0.0	0.0	0.0	52.0	10.0	1.4564365480189034e-06	0.000381864
54236845	66125715	chr18q	chr18	chr18q3	11888870	0.0	0.0	0.0	118.0	8.0	2.053127430982009e-06	0.000926375
66125715	78014585	chr18q	chr18	chr18q4	11888870	0.0	0.0	0.0	78.0	50.0	1.880429308561085e-06	0.000678943
261033	5106297	chr19p	chr19	chr19p0	4845264	0.0	0.0	0.0	74.0	24.0	1.6863882036111156e-06	0.000120739
5106297	9951561	chr19p	chr19	chr19p1	4845264	0.0	0.0	0.0	92.0	70.0	2.807881948325653e-06	0.000276307
9951561	14796825	chr19p	chr19	chr19p2	4845264	0.0	0.0	0.0	228.0	48.0	2.1425752019078518e-06	0.000134059
14796825	19642089	chr19p	chr19	chr19p3	4845264	0.0	0.0	0.0	40.0	20.0	2.9787217548883392e-06	0.00026468
19642089	24487353	chr19p	chr19	chr19p4	4845264	1.0	1.0	0.0	370.0	196.0	4.2473544833474904e-07	0.000123552
27919724	34147396	chr19q	chr19	chr19q0	6227672	0.0	0.0	0.0	60.0	6.0	2.3171044937246997e-06	0.000346295
34147396	40375068	chr19q	chr19	chr19q1	6227672	0.0	0.0	0.0	554.0	98.0	1.8319265135217172e-06	0.000233224
40375068	46602740	chr19q	chr19	chr19q2	6227672	0.0	0.0	0.0	454.0	268.0	1.759499082900227e-06	0.000244532
46602740	52830412	chr19q	chr19	chr19q3	6227672	0.0	0.0	0.0	136.0	102.0	2.827627717478488e-06	0.000253843
52830412	59058084	chr19q	chr19	chr19q4	6227672	0.0	0.0	0.0	344.0	272.0	1.754153794244747e-06	0.00017626
752721	24871728	chr1p	chr1	chr1p0	24119007	1.0	1.0	0.0	1370.0	1054.0	2.1139582822972443e-06	0.000503662
24871728	48990735	chr1p	chr1	chr1p1	24119007	2.0	2.0	0.0	362.0	92.0	1.5088792991150928e-06	0.00030706
48990735	73109742	chr1p	chr1	chr1p2	24119007	0.0	0.0	0.0	236.0	32.0	1.292865684708499e-06	0.0003599
73109742	97228749	chr1p	chr1	chr1p3	24119007	1.0	1.0	0.0	294.0	48.0	1.0707918439233044e-06	0.000618337
97228749	121347756	chr1p	chr1	chr1p4	24119007	0.0	0.0	0.0	560.0	194.0	6.957131899699754e-07	0.000333734
144617179	165527886	chr1q	chr1	chr1q0	20910707	2.0	0.0	2.0	2766.0	1916.0	1.286496780207897e-06	0.000792347
165527886	186438593	chr1q	chr1	chr1q1	20910707	1.0	1.0	0.0	242.0	26.0	1.1434094550472484e-06	0.000543127
186438593	207349300	chr1q	chr1	chr1q2	20910707	3.0	3.0	0.0	312.0	72.0	1.293048461251366e-06	0.000422998
207349300	228260007	chr1q	chr1	chr1q3	20910707	0.0	0.0	0.0	656.0	176.0	1.3541217532012575e-06	0.000335652
228260007	249170714	chr1q	chr1	chr1q4	20910707	0.0	0.0	0.0	530.0	120.0	2.120440139241529e-06	0.000472283
69094	5310926	chr20p	chr20	chr20p0	5241832	0.0	0.0	0.0	38.0	10.0	1.1978031399022869e-06	9.54489e-05
5310926	10552758	chr20p	chr20	chr20p1	5241832	0.0	0.0	0.0	18.0	4.0	3.017997330772834e-06	0.000362152
10552758	15794590	chr20p	chr20	chr20p2	5241832	1.0	0.0	1.0	22.0	0.0	2.249159253324103e-06	0.000263362
15794590	21036422	chr20p	chr20	chr20p3	5241832	0.0	0.0	0.0	18.0	0.0	2.8427406443858845e-06	0.000408424
21036422	26278254	chr20p	chr20	chr20p4	5241832	1.0	0.0	1.0	420.0	70.0	6.936022860796458e-07	0.000205511
29507776	36187524	chr20q	chr20	chr20q0	6679748	0.0	0.0	0.0	160.0	18.0	7.964479190892232e-07	0.000128901
36187524	42867272	chr20q	chr20	chr20q1	6679748	0.0	0.0	0.0	40.0	0.0	2.1071485668933943e-06	0.000229808
42867272	49547020	chr20q	chr20	chr20q2	6679748	0.0	0.0	0.0	120.0	62.0	2.197104417673098e-06	0.000200125
49547020	56226768	chr20q	chr20	chr20q3	6679748	0.0	0.0	0.0	66.0	4.0	2.8870700965566715e-06	0.000241893
56226768	62906516	chr20q	chr20	chr20q4	6679748	0.0	0.0	0.0	30.0	20.0	1.652935580713076e-06	0.000128423
14665973	21351739	chr21q	chr21	chr21q0	6685766	1.0	0.0	1.0	346.0	36.0	3.311098838014852e-06	0.00040011
21351739	28037505	chr21q	chr21	chr21q1	6685766	1.0	1.0	0.0	38.0	4.0	2.0503354484108494e-06	0.000874227
28037505	34723271	chr21q	chr21	chr21q2	6685766	0.0	0.0	0.0	260.0	10.0	1.6309108401654853e-06	0.000634211
34723271	41409037	chr21q	chr21	chr21q3	6685766	0.0	0.0	0.0	32.0	0.0	2.0880901851985185e-06	0.000343704
41409037	48094803	chr21q	chr21	chr21q4	6685766	0.0	0.0	0.0	66.0	54.0	1.7737951875931156e-06	0.000242547
17087705	23916125	chr22q	chr22	chr22q0	6828420	0.0	0.0	0.0	1420.0	686.0	3.0924245316717043e-06	0.000386744
23916125	30744545	chr22q	chr22	chr22q1	6828420	0.0	0.0	0.0	456.0	214.0	2.394630365931354e-06	0.00113731
30744545	37572965	chr22q	chr22	chr22q2	6828420	0.0	0.0	0.0	72.0	38.0	2.0924705891518305e-06	0.000283247
37572965	44401385	chr22q	chr22	chr22q3	6828420	0.0	0.0	0.0	202.0	50.0	1.3271718522582137e-06	0.00020865
44401385	51229805	chr22q	chr22	chr22q4	6828420	0.0	0.0	0.0	90.0	22.0	2.2675760212527265e-06	0.000215908
118913	18019298	chr2p	chr2	chr2p0	17900385	0.0	0.0	0.0	164.0	42.0	2.088693092601206e-06	0.000366212
18019298	35919683	chr2p	chr2	chr2p1	17900385	1.0	1.0	0.0	194.0	16.0	1.4534123358157013e-06	0.000342818
35919683	53820068	chr2p	chr2	chr2p2	17900385	0.0	0.0	0.0	136.0	18.0	1.520874297864461e-06	0.000349565
53820068	71720453	chr2p	chr2	chr2p3	17900385	0.0	0.0	0.0	494.0	32.0	1.0951518539905018e-06	0.000420505
71720453	89620838	chr2p	chr2	chr2p4	17900385	0.0	0.0	0.0	518.0	336.0	9.459988252362645e-07	0.000894104
95358799	124895831	chr2q	chr2	chr2q0	29537032	2.0	2.0	0.0	1440.0	492.0	1.0092752469365468e-06	0.00038367
124895831	154432863	chr2q	chr2	chr2q1	29537032	2.0	1.0	1.0	1282.0	276.0	9.932010071345815e-07	0.000407766
154432863	183969895	chr2q	chr2	chr2q2	29537032	1.0	1.0	0.0	486.0	50.0	1.187042531193186e-06	0.000448577
183969895	213506927	chr2q	chr2	chr2q3	29537032	2.0	2.0	0.0	530.0	38.0	1.0023614569277176e-06	0.000277903
213506927	243043959	chr2q	chr2	chr2q4	29537032	2.0	1.0	1.0	270.0	106.0	1.8369843023429606e-06	0.00044686
108226	18170133	chr3p	chr3	chr3p0	18061907	1.0	1.0	0.0	540.0	134.0	2.0655424829660937e-06	0.000708401
18170133	36232040	chr3p	chr3	chr3p1	18061907	1.0	1.0	0.0	158.0	12.0	1.7751858577815486e-06	0.000827583
36232040	54293947	chr3p	chr3	chr3p2	18061907	1.0	1.0	0.0	464.0	22.0	7.818507161725504e-07	0.000252514
54293947	72355854	chr3p	chr3	chr3p3	18061907	1.0	1.0	0.0	36.0	4.0	1.797563823588083e-06	0.0008501
72355854	90417761	chr3p	chr3	chr3p4	18061907	2.0	2.0	0.0	784.0	92.0	7.63020822609033e-07	0.000396334
93537290	114389881	chr3q	chr3	chr3q0	20852591	1.0	1.0	0.0	284.0	36.0	9.498330380993278e-07	0.000337283
114389881	135242472	chr3q	chr3	chr3q1	20852591	0.0	0.0	0.0	784.0	148.0	1.1959101314346893e-06	0.00047955
135242472	156095063	chr3q	chr3	chr3q2	20852591	0.0	0.0	0.0	372.0	38.0	1.3749676035825718e-06	0.000425154
156095063	176947654	chr3q	chr3	chr3q3	20852591	1.0	1.0	0.0	102.0	18.0	1.1920949370122078e-06	0.000272688
176947654	197800245	chr3q	chr3	chr3q4	20852591	0.0	0.0	0.0	490.0	228.0	1.8598293684111375e-06	0.000324333
167596	9956889	chr4p	chr4	chr4p0	9789293	0.0	0.0	0.0	1644.0	288.0	2.3164348820215524e-06	0.000257082
9956889	19746182	chr4p	chr4	chr4p1	9789293	0.0	0.0	0.0	16.0	4.0	1.2034199221676291e-06	0.000541869
19746182	29535475	chr4p	chr4	chr4p2	9789293	0.0	0.0	0.0	58.0	4.0	1.5745083508226671e-06	0.000373672
29535475	39324768	chr4p	chr4	chr4p3	9789293	0.0	0.0	0.0	44.0	8.0	1.4273733675350664e-06	0.000337113
39324768	49114061	chr4p	chr4	chr4p4	9789293	1.0	1.0	0.0	58.0	0.0	9.602980971746996e-07	0.000310751
52696792	80344780	chr4q	chr4	chr4q0	27647988	0.0	0.0	0.0	524.0	202.0	1.2223429651504951e-06	0.000310235
80344780	107992768	chr4q	chr4	chr4q1	27647988	2.0	2.0	0.0	276.0	28.0	1.038682574148995e-06	0.000580361
107992768	135640756	chr4q	chr4	chr4q2	27647988	0.0	0.0	0.0	718.0	68.0	1.0190172057612386e-06	0.000407759
135640756	163288744	chr4q	chr4	chr4q3	27647988	0.0	0.0	0.0	198.0	34.0	1.3224183478359336e-06	0.000303036
163288744	190936732	chr4q	chr4	chr4q4	27647988	2.0	1.0	1.0	234.0	38.0	1.8945446800369733e-06	0.000421907
157856	9406104	chr5p	chr5	chr5p0	9248248	1.0	1.0	0.0	186.0	94.0	1.85202430954287e-06	0.000341134
9406104	18654352	chr5p	chr5	chr5p1	9248248	0.0	0.0	0.0	260.0	202.0	1.6361485784464375e-06	0.000494557
18654352	27902600	chr5p	chr5	chr5p2	9248248	0.0	0.0	0.0	228.0	102.0	1.0663742551142831e-06	0.000357392
27902600	37150848	chr5p	chr5	chr5p3	9248248	1.0	1.0	0.0	158.0	72.0	2.2140354772790988e-06	0.000411208
37150848	46399096	chr5p	chr5	chr5p4	9248248	0.0	0.0	0.0	154.0	68.0	7.88287007285005e-07	0.000709688
49582750	75804767	chr5q	chr5	chr5q0	26222017	1.0	0.0	1.0	1372.0	614.0	1.2662880959231016e-06	0.000423307
75804767	102026784	chr5q	chr5	chr5q1	26222017	0.0	0.0	0.0	556.0	186.0	9.452415653235203e-07	0.000226366
102026784	128248801	chr5q	chr5	chr5q2	26222017	1.0	1.0	0.0	234.0	18.0	1.2311214175756606e-06	0.000385384
128248801	154470818	chr5q	chr5	chr5q3	26222017	2.0	2.0	0.0	564.0	382.0	1.3725593085670909e-06	0.000566339
154470818	180692835	chr5q	chr5	chr5q4	26222017	1.0	0.0	1.0	400.0	198.0	1.8372808392308127e-06	0.000358633
183917	11901259	chr6p	chr6	chr6p0	11717342	0.0	0.0	0.0	230.0	42.0	1.7228922192302694e-06	0.000297663
11901259	23618601	chr6p	chr6	chr6p1	11717342	1.0	1.0	0.0	44.0	4.0	2.1997464037099125e-06	0.000327705
23618601	35335943	chr6p	chr6	chr6p2	11717342	1.0	1.0	0.0	598.0	156.0	9.15431782792669e-07	0.000344457
35335943	47053285	chr6p	chr6	chr6p3	11717342	0.0	0.0	0.0	96.0	10.0	2.2418913095751894e-06	0.000482785
47053285	58770627	chr6p	chr6	chr6p4	11717342	0.0	0.0	0.0	198.0	42.0	7.839846211165733e-07	0.00068438
61891638	83709648	chr6q	chr6	chr6q0	21818010	0.0	0.0	0.0	272.0	22.0	7.427041125274769e-07	0.000408847
83709648	105527658	chr6q	chr6	chr6q1	21818010	2.0	2.0	0.0	124.0	6.0	9.617476019445908e-07	0.00046825
105527658	127345668	chr6q	chr6	chr6q2	21818010	1.0	0.0	1.0	242.0	4.0	1.251960755747261e-06	0.000364841
127345668	149163678	chr6q	chr6	chr6q3	21818010	2.0	2.0	0.0	152.0	10.0	1.461773185828643e-06	0.000315728
149163678	170981688	chr6q	chr6	chr6q4	21818010	1.0	0.0	1.0	278.0	92.0	1.8984408672907348e-06	0.000271553
46239	11614268	chr7p	chr7	chr7p0	11568029	1.0	0.0	1.0	698.0	252.0	1.6399262266117782e-06	0.000506239
11614268	23182297	chr7p	chr7	chr7p1	11568029	0.0	0.0	0.0	88.0	16.0	1.974134564262266e-06	0.000960053
23182297	34750326	chr7p	chr7	chr7p2	11568029	0.0	0.0	0.0	284.0	88.0	1.644521044130305e-06	0.000350967
34750326	46318355	chr7p	chr7	chr7p3	11568029	1.0	1.0	0.0	636.0	306.0	1.7288281055034491e-06	0.000446091
46318355	57886384	chr7p	chr7	chr7p4	11568029	3.0	1.0	2.0	1240.0	442.0	1.2482085402387517e-06	0.000270982
61994170	81419234	chr7q	chr7	chr7q0	19425064	1.0	1.0	0.0	2434.0	1678.0	1.100160400186467e-06	0.000344371
81419234	100844298	chr7q	chr7	chr7q1	19425064	0.0	0.0	0.0	704.0	240.0	9.396592623630553e-07	0.000329231
100844298	120269362	chr7q	chr7	chr7q2	19425064	1.0	1.0	0.0	390.0	306.0	1.0146260177828586e-06	0.000768153
120269362	139694426	chr7q	chr7	chr7q3	19425064	0.0	0.0	0.0	354.0	70.0	1.507969999723375e-06	0.00024573
139694426	159119490	chr7q	chr7	chr7q4	19425064	2.0	1.0	1.0	392.0	206.0	1.7892358982465107e-06	0.000412197
113565	8849191	chr8p	chr8	chr8p0	8735626	1.0	0.0	1.0	1358.0	374.0	1.5644703400267713e-06	0.000471277
8849191	17584817	chr8p	chr8	chr8p1	8735626	1.0	0.0	1.0	744.0	174.0	1.9062703309450474e-06	0.000664315
17584817	26320443	chr8p	chr8	chr8p2	8735626	0.0	0.0	0.0	52.0	10.0	2.1470553958732963e-06	0.000595536
26320443	35056069	chr8p	chr8	chr8p3	8735626	0.0	0.0	0.0	90.0	10.0	1.4286291072499298e-06	0.000279423
35056069	43791695	chr8p	chr8	chr8p4	8735626	0.0	0.0	0.0	58.0	2.0	1.0149018371855735e-06	0.000400217
46936447	66805252	chr8q	chr8	chr8q0	19868805	0.0	0.0	0.0	312.0	32.0	1.0039766977633598e-06	0.000601188
66805252	86674057	chr8q	chr8	chr8q1	19868805	0.0	0.0	0.0	448.0	76.0	1.2136694372915529e-06	0.000856467
86674057	106542862	chr8q	chr8	chr8q2	19868805	1.0	1.0	0.0	238.0	152.0	1.3302341660744655e-06	0.000355098
106542862	126411667	chr8q	chr8	chr8q3	19868805	0.0	0.0	0.0	74.0	12.0	1.0717659833993934e-06	0.000455738
126411667	146280472	chr8q	chr8	chr8q4	19868805	0.0	0.0	0.0	270.0	60.0	1.886247937471751e-06	0.000805736
212908	9150432	chr9p	chr9	chr9p0	8937524	0.0	0.0	0.0	170.0	16.0	1.5890662719122228e-06	0.000287441
9150432	18087956	chr9p	chr9	chr9p1	8937524	0.0	0.0	0.0	26.0	8.0	2.100106695706864e-06	0.000586367
18087956	27025480	chr9p	chr9	chr9p2	8937524	0.0	0.0	0.0	68.0	46.0	1.8184159569408701e-06	0.000290457
27025480	35963004	chr9p	chr9	chr9p3	8937524	1.0	0.0	1.0	234.0	72.0	1.5331960687897489e-06	0.000399347
35963004	44900528	chr9p	chr9	chr9p4	8937524	0.0	0.0	0.0	1800.0	944.0	2.706776210363341e-07	0.000274469
68151440	82726740	chr9q	chr9	chr9q0	14575300	1.0	1.0	0.0	1288.0	188.0	1.4247700344975474e-06	0.000417567
82726740	97302040	chr9q	chr9	chr9q1	14575300	1.0	1.0	0.0	936.0	286.0	1.5793633421845588e-06	0.000408211
97302040	111877340	chr9q	chr9	chr9q2	14575300	1.0	1.0	0.0	240.0	44.0	1.300573659558316e-06	0.000315171
111877340	126452640	chr9q	chr9	chr9q3	14575300	1.0	0.0	1.0	132.0	22.0	1.6061655256096458e-06	0.00026107
126452640	141027940	chr9q	chr9	chr9q4	14575300	1.0	0.0	1.0	218.0	54.0	1.957780900883648e-06	0.00022432
2737282	13886475	chrXp	chrX	chrXp0	11149193	1.0	1.0	0.0	222.0	96.0	2.1444171899653005e-06	0.000386723
13886475	25035668	chrXp	chrX	chrXp1	11149193	0.0	0.0	0.0	100.0	36.0	1.3252923450264851e-06	0.000961028
25035668	36184861	chrXp	chrX	chrXp2	11149193	0.0	0.0	0.0	114.0	38.0	1.4126105880485232e-06	0.00075331
36184861	47334054	chrXp	chrX	chrXp3	11149193	1.0	0.0	1.0	246.0	70.0	1.6418824798289032e-06	0.000472089
47334054	58483247	chrXp	chrX	chrXp4	11149193	4.0	0.0	4.0	1074.0	970.0	5.000500210336489e-07	0.000232238
61938671	80432545	chrXq	chrX	chrXq0	18493874	3.0	1.0	2.0	466.0	78.0	4.547911563305796e-07	0.000529357
80432545	98926419	chrXq	chrX	chrXq1	18493874	0.0	0.0	0.0	294.0	38.0	7.549778351544397e-07	0.000309754
98926419	117420293	chrXq	chrX	chrXq2	18493874	3.0	0.0	3.0	600.0	182.0	8.180213608419214e-07	0.000599492
117420293	135914167	chrXq	chrX	chrXq3	18493874	0.0	0.0	0.0	412.0	162.0	1.1477096417219628e-06	0.00063419
135914167	154408041	chrXq	chrX	chrXq4	18493874	4.0	0.0	4.0	506.0	294.0	2.1228554726361784e-06	0.00661715
