Start	End	Chromosome	Color	Length(bp)	invCenters	NHCenters	NAHRCenters	allRepCounts	intraRepCounts	WAvgRate	maxRate
60179.0	21349386.0918367	chr16	telomeric	21289207.0918367	1.0	0.0	1.0	1392.0	1010.0	1.553203313978865e-08	1.84145553703e-06
21349386.0918367	35272666.0	chr16	centromeric	13923279.908163302	2.0	1.0	1.0	3750.0	1660.0	8.841631352851045e-09	1.5251413636e-06
55304632.877551	75560932.6326531	chr16	arm	20256299.755102105	1.0	0.0	1.0	440.0	300.0	7.756455185181891e-09	1.30091604992e-06
75560932.6326531	90292787.0	chr16	telomeric	14731854.367346898	1.0	1.0	0.0	386.0	40.0	2.216636470754556e-08	1.65956775853e-06
46400586.0	55304632.877551	chr16	centromeric	8904046.877550997	1.0	1.0	0.0	426.0	44.0	9.547420855157925e-09	2.23355588705e-06
51.0	16095178.8571429	chr17	telomeric	16095127.8571429	2.0	2.0	0.0	326.0	174.0	1.8747372847681518e-08	2.57020349016e-06
16095178.8571429	22248641.0	chr17	centromeric	6153462.142857101	1.0	0.0	1.0	828.0	476.0	7.595443392973154e-09	2.90936832003e-06
33138936.7142857	67106294.5714286	chr17	arm	33967357.857142895	2.0	0.0	2.0	1802.0	1262.0	7.781995707459025e-09	2.17201349849e-06
67106294.5714286	81190321.0	chr17	telomeric	14084026.428571403	0.0	0.0	0.0	140.0	26.0	1.6989305745701078e-08	1.39397268135e-06
25269196.0	33138936.7142857	chr17	centromeric	7869740.7142857015	1.0	0.0	1.0	718.0	356.0	8.159206923669527e-09	1.22884234402e-06
10718.0	10887374.3163265	chr18	telomeric	10876656.3163265	0.0	0.0	0.0	202.0	10.0	2.2253622595279678e-08	1.96169960508e-06
10887374.3163265	15396165.0	chr18	centromeric	4508790.683673499	1.0	1.0	0.0	792.0	70.0	1.2529747028869547e-08	1.21149647978e-06
23890214.122449	66873307.1428571	chr18	arm	42983093.020408094	0.0	0.0	0.0	348.0	30.0	7.884394694095995e-09	1.58433310555e-06
66873307.1428571	78017072.0	chr18	telomeric	11143764.857142903	0.0	0.0	0.0	70.0	42.0	1.5184836737518182e-08	2.34161124192e-06
18528460.0	23890214.122449	chr18	centromeric	5361754.122448999	0.0	0.0	0.0	40.0	4.0	6.832788524849589e-09	5.18830684721e-07
64704.0	14144459.8979592	chr19	telomeric	14079755.8979592	0.0	0.0	0.0	630.0	138.0	2.0169861056105358e-08	3.48221243769e-06
14144459.8979592	24608660.0	chr19	centromeric	10464200.1020408	1.0	1.0	0.0	436.0	228.0	9.823319044076817e-09	1.06420056883e-06
33809891.4285714	47066929.3469388	chr19	arm	13257037.918367393	0.0	0.0	0.0	1038.0	382.0	9.298936592102598e-09	1.75728531331e-06
47066929.3469388	59118782.0	chr19	telomeric	12051852.653061204	0.0	0.0	0.0	526.0	362.0	2.1872101127077406e-08	2.11207575918e-06
27748235.0	33809891.4285714	chr19	centromeric	6061656.428571403	0.0	0.0	0.0	56.0	6.0	8.752443514685697e-09	8.9523965743e-07
11007.0	27985750.2755102	chr1	telomeric	27974743.2755102	1.0	1.0	0.0	2256.0	1244.0	1.450946926337348e-08	2.49397047287e-06
27985750.2755102	106823663.142857	chr1	arm	78837912.8673468	3.0	3.0	0.0	940.0	232.0	6.800072698082077e-09	2.00252120692e-06
106823663.142857	121471518.0	chr1	centromeric	14647854.857143	0.0	0.0	0.0	408.0	126.0	8.426882529570472e-09	1.32948765599e-06
162773149.693878	213636319.285714	chr1	arm	50863169.591836005	4.0	4.0	0.0	658.0	136.0	7.010689442958979e-09	1.99421385279e-06
213636319.285714	249240538.0	chr1	telomeric	35604218.714286	0.0	0.0	0.0	1172.0	264.0	1.0999033174296288e-08	1.71695646661e-06
142542466.0	162773149.693878	chr1	centromeric	20230683.693877995	2.0	0.0	2.0	3700.0	2328.0	8.88629802410793e-09	4.53144021763e-06
61097.0	15743416.2346939	chr20	telomeric	15682319.2346939	1.0	0.0	1.0	78.0	14.0	1.5933835074096436e-08	1.55576497235e-06
15743416.2346939	26290878.0	chr20	centromeric	10547461.7653061	1.0	0.0	1.0	438.0	70.0	8.851299162017222e-09	1.68770806854e-06
43630213.7653061	62963101.0	chr20	telomeric	19332887.2346939	0.0	0.0	0.0	330.0	86.0	1.5289925685794577e-08	1.94375798567e-06
29432184.0	43630213.7653061	chr20	centromeric	14198029.7653061	0.0	0.0	0.0	218.0	20.0	6.6537942507880725e-09	9.80313204791e-07
12571112.4897959	21655734.3979592	chr21	arm	9084621.908163298	1.0	0.0	1.0	458.0	44.0	1.389062755317447e-08	1.8015841034e-06
21655734.3979592	37060093.2857143	chr21	arm	15404358.8877551	1.0	1.0	0.0	304.0	14.0	1.0536496183927305e-08	1.40587945666e-06
37060093.2857143	48119633.0	chr21	telomeric	11059539.714285702	0.0	0.0	0.0	170.0	54.0	1.6336028243970695e-08	1.1301898994e-06
16050606.0	22155623.4489796	chr22	arm	6105017.448979601	0.0	0.0	0.0	1502.0	516.0	2.530116343655402e-08	4.01381106281e-06
22155623.4489796	44780099.877551	chr22	arm	22624476.428571396	0.0	0.0	0.0	1124.0	504.0	1.2629699349674806e-08	1.59247211782e-06
44780099.877551	51244236.0	chr22	telomeric	6464136.122449003	0.0	0.0	0.0	124.0	14.0	2.226210303825892e-08	3.30859936904e-06
10180.0	19861266.7755102	chr2	telomeric	19851086.7755102	0.0	0.0	0.0	230.0	54.0	1.3299378008307789e-08	1.60686817175e-06
19861266.7755102	39712353.5510204	chr2	arm	19851086.7755102	1.0	1.0	0.0	222.0	18.0	8.850559303522803e-09	1.77239009375e-06
39712353.5510204	92315497.0	chr2	centromeric	52603143.4489796	0.0	0.0	0.0	2352.0	602.0	7.919253854409675e-09	1.37191400188e-06
129042244.040816	213409362.836735	chr2	arm	84367118.79591902	5.0	4.0	1.0	2268.0	360.0	6.081647060147666e-09	2.19404751732e-06
213409362.836735	243185993.0	chr2	telomeric	29776630.16326499	2.0	1.0	1.0	462.0	116.0	1.030916900416834e-08	2.25111959574e-06
95328622.0	129042244.040816	chr2	centromeric	33713622.040815994	2.0	2.0	0.0	1474.0	496.0	5.248188043975791e-09	1.33756725864e-06
60196.0	26312526.5306122	chr3	telomeric	26252330.5306122	1.0	1.0	0.0	590.0	138.0	1.336827150596356e-08	3.28413428516e-06
26312526.5306122	64681317.3061225	chr3	arm	38368790.775510296	2.0	2.0	0.0	584.0	32.0	7.597101851621365e-09	2.09512559065e-06
64681317.3061225	90483647.0	chr3	centromeric	25802329.693877503	3.0	3.0	0.0	810.0	96.0	6.356603240930919e-09	1.32686032808e-06
145457718.938776	173729459.510204	chr3	arm	28271740.571428	1.0	1.0	0.0	312.0	34.0	6.421504190531993e-09	1.92017465634e-06
173729459.510204	197962380.0	chr3	telomeric	24232920.489796013	0.0	0.0	0.0	736.0	232.0	1.197751624654839e-08	1.7508688461e-06
93654937.0	145457718.938776	chr3	centromeric	51802781.93877599	1.0	1.0	0.0	1220.0	200.0	5.903470142439694e-09	1.7816003807e-06
10455.0	28726067.3265306	chr4	telomeric	28715612.3265306	0.0	0.0	0.0	1778.0	298.0	1.2448927988458208e-08	3.93853893045e-06
28726067.3265306	49644397.0	chr4	centromeric	20918329.6734694	1.0	1.0	0.0	610.0	60.0	7.570631335934397e-09	3.11652872834e-06
109172412.142857	154006787.397959	chr4	arm	44834375.25510199	0.0	0.0	0.0	836.0	94.0	5.725659392131614e-09	2.1274538472e-06
154006787.397959	191043880.0	chr4	telomeric	37037092.602041006	2.0	1.0	1.0	428.0	68.0	1.0324450055842865e-08	1.36766544008e-06
52677180.0	109172412.142857	chr4	centromeric	56495232.142857	2.0	2.0	0.0	802.0	230.0	5.6573664060800025e-09	1.69008320923e-06
10042.0	26892370.255102	chr5	telomeric	26882328.255102	1.0	1.0	0.0	730.0	400.0	1.1289082412494824e-08	2.81218352126e-06
26892370.255102	46392439.0	chr5	centromeric	19500068.744898	1.0	1.0	0.0	312.0	140.0	6.6239662903213e-09	1.39217159591e-06
77523766.8571429	153191926.836735	chr5	arm	75668159.97959211	3.0	3.0	0.0	1308.0	584.0	6.452815320108741e-09	1.95838488362e-06
153191926.836735	180875400.0	chr5	telomeric	27683473.16326499	1.0	0.0	1.0	638.0	204.0	1.149083306946057e-08	1.46092488811e-06
49415504.0	77523766.8571429	chr5	centromeric	28108262.857142895	1.0	0.0	1.0	1374.0	614.0	6.440565441588102e-09	2.20107284985e-06
63978.0	15767088.6428571	chr6	telomeric	15703110.6428571	1.0	1.0	0.0	396.0	46.0	1.4605280999194423e-08	1.25361443492e-06
15767088.6428571	34959779.4285714	chr6	arm	19192690.785714302	1.0	1.0	0.0	638.0	160.0	1.0653008065471515e-08	1.61455411417e-06
34959779.4285714	58765872.0	chr6	centromeric	23806092.571428597	0.0	0.0	0.0	296.0	52.0	7.1600782421742835e-09	1.27220543428e-06
104751382.285714	139647183.714286	chr6	arm	34895801.428572	2.0	1.0	1.0	380.0	8.0	6.530107965548907e-09	3.93385897989e-06
139647183.714286	171053405.0	chr6	telomeric	31406221.285714	2.0	1.0	1.0	378.0	98.0	1.12282112033036e-08	3.91341988426e-06
61883737.0	104751382.285714	chr6	centromeric	42867645.285714	2.0	2.0	0.0	394.0	28.0	4.694149644169394e-09	1.38528654677e-06
16863.0	33901326.9183673	chr7	telomeric	33884463.9183673	1.0	0.0	1.0	1078.0	356.0	1.2413665359008336e-08	2.17977629591e-06
33901326.9183673	58044258.0	chr7	centromeric	24142931.081632704	4.0	2.0	2.0	2030.0	774.0	7.797983363566985e-09	1.85158344985e-06
77949125.6938775	136398322.714286	chr7	arm	58449197.020408496	1.0	1.0	0.0	1402.0	614.0	6.2668164647591746e-09	6.22663484284e-06
136398322.714286	159128566.0	chr7	telomeric	22730243.285714	2.0	1.0	1.0	444.0	208.0	1.3551712608297238e-08	3.18250223141e-06
61059303.0	77949125.6938775	chr7	centromeric	16889822.693877503	1.0	1.0	0.0	2954.0	1782.0	6.182636093781735e-09	3.22253352371e-06
11739.0	26396769.0	chr8	telomeric	26385030.0	2.0	0.0	2.0	2254.0	560.0	1.8739362266446495e-08	1.98214823255e-06
26396769.0	43825143.0	chr8	centromeric	17428374.0	0.0	0.0	0.0	148.0	12.0	6.421680579241966e-09	1.31809133221e-06
71664987.0	123912147.0	chr8	arm	52247160.0	1.0	1.0	0.0	680.0	228.0	5.830610221677003e-09	1.92533005989e-06
123912147.0	146303787.0	chr8	telomeric	22391640.0	0.0	0.0	0.0	290.0	68.0	1.1691398958746964e-08	1.78472282327e-06
46853067.0	71664987.0	chr8	centromeric	24811920.0	0.0	0.0	0.0	372.0	36.0	5.030077163343813e-09	9.08962443326e-07
10468.0	20172784.2857143	chr9	telomeric	20162316.2857143	0.0	0.0	0.0	292.0	44.0	1.5004619139280826e-08	1.75802677862e-06
20172784.2857143	40335100.5714286	chr9	arm	20162316.2857143	1.0	0.0	1.0	628.0	354.0	9.092763596236293e-09	2.11088105296e-06
40335100.5714286	47217053.0	chr9	centromeric	6881952.428571403	0.0	0.0	0.0	2100.0	980.0	1.1462058693064543e-08	1.06635290467e-07
80659733.1428571	129625358.408163	chr9	arm	48965625.26530589	4.0	2.0	2.0	1394.0	366.0	8.07278460677501e-09	1.87948604144e-06
129625358.408163	141146682.0	chr9	telomeric	11521323.591837004	0.0	0.0	0.0	258.0	42.0	1.6524145811468148e-08	1.98417105741e-06
65485592.0	80659733.1428571	chr9	centromeric	15174141.142857105	1.0	1.0	0.0	2000.0	468.0	1.0004299899989625e-08	1.81929320297e-06
