Start	End	Chromosome	Length(bp)	invCenters	NHCenters	NAHRCenters	allRepCounts	intraRepCounts	WAvgRate	maxRate
33443863.8367347	50553496.6428571	chr14	17109632.806122396	2.0	1.0	1.0	74.0	4.0	9.972858685759624e-07	0.000246698
50553496.6428571	61359580.5204082	chr14	10806083.877551101	1.0	0.0	1.0	304.0	4.0	1.4091063153596488e-06	0.000391554
61359580.5204082	70364650.4183674	chr14	9005069.897959203	1.0	1.0	0.0	154.0	8.0	1.261869751511456e-06	0.000200572
70364650.4183674	78469213.3265306	chr14	8104562.908163205	0.0	0.0	0.0	96.0	18.0	1.770804581886255e-06	0.000244456
78469213.3265306	88374790.2142857	chr14	9905576.887755096	0.0	0.0	0.0	80.0	4.0	9.978894514372235e-07	0.000226817
88374790.2142857	107285437.0	chr14	18910646.7857143	1.0	0.0	1.0	480.0	170.0	2.086608419499798e-06	0.000335047
20161372.0	40301108.8979592	chr15	20139736.897959203	0.0	0.0	0.0	3296.0	2006.0	1.7145648439081499e-06	0.000741714
40301108.8979592	52888444.4591837	chr15	12587335.561224498	0.0	0.0	0.0	202.0	48.0	7.20171701564109e-07	0.000276405
52888444.4591837	67993247.1326531	chr15	15104802.673469402	0.0	0.0	0.0	288.0	20.0	1.818775741729197e-06	0.000530072
67993247.1326531	84776361.2142857	chr15	16783114.0816326	0.0	0.0	0.0	1774.0	1276.0	1.4799117861120216e-06	0.000412019
84776361.2142857	102398631.0	chr15	17622269.7857143	0.0	0.0	0.0	1230.0	910.0	2.4261828084496454e-06	0.000518231
143503.0	31367247.5714286	chr16	31223744.5714286	2.0	0.0	2.0	2652.0	2108.0	1.997735547948223e-06	0.000813969
31367247.5714286	46979119.8571429	chr16	15611872.285714302	1.0	1.0	0.0	2672.0	606.0	5.024237779884702e-08	3.53523e-05
46979119.8571429	62590992.1428571	chr16	15611872.285714194	1.0	1.0	0.0	292.0	26.0	2.3913348620041402e-06	0.000443129
62590992.1428571	76366173.5714286	chr16	13775181.4285715	1.0	0.0	1.0	370.0	274.0	9.386610523111728e-07	0.000222985
76366173.5714286	90141355.0	chr16	13775181.428571403	1.0	1.0	0.0	74.0	32.0	2.6986883211505597e-06	0.00036847
6888.0	17373479.3571429	chr17	17366591.3571429	2.0	2.0	0.0	424.0	256.0	2.54182784321802e-06	0.00046081
17373479.3571429	28124226.3877551	chr17	10750747.0306122	1.0	0.0	1.0	1098.0	482.0	7.284977989614268e-07	0.000311584
28124226.3877551	38047992.877551	chr17	9923766.489795897	1.0	0.0	1.0	790.0	640.0	2.214293546319605e-06	0.000273181
38047992.877551	48798739.9081633	chr17	10750747.030612305	1.0	0.0	1.0	670.0	406.0	1.3296766307549652e-06	0.000309411
48798739.9081633	57895525.8571429	chr17	9096785.948979601	0.0	0.0	0.0	94.0	10.0	1.7058088316808616e-06	0.000326254
57895525.8571429	66992311.8061225	chr17	9096785.948979594	1.0	0.0	1.0	598.0	474.0	1.5361185055460863e-06	0.000145442
66992311.8061225	81050981.0	chr17	14058669.193877503	0.0	0.0	0.0	72.0	22.0	2.2584947564546006e-06	0.00037093
112535.0	12831236.5510204	chr18	12718701.5510204	1.0	1.0	0.0	180.0	32.0	2.9707404583581833e-06	0.000548105
12831236.5510204	20780425.0204082	chr18	7949188.469387798	0.0	0.0	0.0	696.0	50.0	8.180751560785572e-07	0.000154577
20780425.0204082	31114370.0306122	chr18	10333945.010204002	0.0	0.0	0.0	172.0	6.0	1.837805732865994e-06	0.000414632
31114370.0306122	42243233.8877551	chr18	11128863.857142903	0.0	0.0	0.0	16.0	0.0	9.577687084733861e-07	0.000376271
42243233.8877551	48602584.6632653	chr18	6359350.775510199	0.0	0.0	0.0	30.0	8.0	2.0535024100308256e-06	0.000381864
48602584.6632653	60526367.3673469	chr18	11923782.704081595	0.0	0.0	0.0	128.0	6.0	1.5481024839301316e-06	0.000338369
60526367.3673469	78014582.0	chr18	17488214.632653102	0.0	0.0	0.0	90.0	54.0	1.8711765628411267e-06	0.000926375
261033.0	9860551.36734694	chr19	9599518.36734694	0.0	0.0	0.0	166.0	94.0	2.2640643631952767e-06	0.000276307
9860551.36734694	14660310.5510204	chr19	4799759.18367346	0.0	0.0	0.0	222.0	44.0	2.1268609459854208e-06	0.000134059
14660310.5510204	21259979.4285714	chr19	6599668.877550999	0.0	0.0	0.0	150.0	68.0	2.43070834155193e-06	0.00026468
21259979.4285714	29659558.0	chr19	8399578.5714286	1.0	1.0	0.0	270.0	152.0	4.221024573314863e-07	0.000123552
29659558.0	36859196.7755102	chr19	7199638.775510199	0.0	0.0	0.0	314.0	66.0	2.9434508939176314e-06	0.000346295
36859196.7755102	45858745.244898	chr19	8999548.4693878	0.0	0.0	0.0	750.0	306.0	1.3836407567548897e-06	0.000185269
45858745.244898	59058083.0	chr19	13199337.755102001	0.0	0.0	0.0	480.0	374.0	2.2874735270943166e-06	0.000253843
118913.0	37301318.0	chr2	37182405.0	1.0	1.0	0.0	374.0	68.0	1.7747393107918305e-06	0.000366212
37301318.0	67047242.0	chr2	29745924.0	0.0	0.0	0.0	252.0	16.0	1.2242995668154918e-06	0.000349565
67047242.0	84399031.0	chr2	17351789.0	0.0	0.0	0.0	450.0	56.0	1.4235259258116476e-06	0.000894104
84399031.0	109187301.0	chr2	24788270.0	0.0	0.0	0.0	2546.0	778.0	7.191635936395886e-07	0.000255916
109187301.0	136454398.0	chr2	27267097.0	2.0	2.0	0.0	1752.0	498.0	1.169335336685862e-06	0.000407766
136454398.0	161242668.0	chr2	24788270.0	2.0	1.0	1.0	302.0	40.0	8.448068349699847e-07	0.000368028
161242668.0	183552111.0	chr2	22309443.0	1.0	1.0	0.0	276.0	32.0	1.275943334649191e-06	0.000448577
183552111.0	208340381.0	chr2	24788270.0	2.0	2.0	0.0	522.0	36.0	9.657395934488026e-07	0.000277903
208340381.0	243043959.0	chr2	34703578.0	2.0	1.0	1.0	286.0	108.0	1.7434262976354302e-06	0.00044686
69094.0	18022642.5714286	chr20	17953548.5714286	1.0	0.0	1.0	96.0	14.0	2.2331712162582856e-06	0.000408424
18022642.5714286	41105776.4489796	chr20	23083133.877551	1.0	0.0	1.0	636.0	92.0	1.2423255681079969e-06	0.000256885
41105776.4489796	62906514.0	chr20	21800737.5510204	0.0	0.0	0.0	220.0	86.0	2.307271457112299e-06	0.000241893
14665973.0	24558177.7959184	chr21	9892204.795918401	1.0	0.0	1.0	354.0	36.0	2.9561876902705442e-06	0.00040011
24558177.7959184	36497045.6530612	chr21	11938867.857142802	1.0	1.0	0.0	294.0	14.0	1.79687807693653e-06	0.000874227
36497045.6530612	48094803.0	chr21	11597757.346938796	0.0	0.0	0.0	94.0	54.0	1.8859128138625807e-06	0.000343704
17087705.0	21268370.3061225	chr22	4180665.3061225004	0.0	0.0	0.0	752.0	354.0	3.209427914764667e-06	0.000386744
21268370.3061225	25100646.8367347	chr22	3832276.5306122005	0.0	0.0	0.0	966.0	480.0	2.533937956814744e-06	0.000255782
25100646.8367347	28932923.3673469	chr22	3832276.5306122005	0.0	0.0	0.0	92.0	46.0	3.455626939173932e-06	0.00113731
28932923.3673469	34158755.0	chr22	5225831.632653099	0.0	0.0	0.0	130.0	52.0	1.0839747207405979e-06	0.000125925
34158755.0	39384586.6326531	chr22	5225831.632653102	0.0	0.0	0.0	40.0	16.0	2.6096680746227443e-06	0.000283247
39384586.6326531	43565251.9387755	chr22	4180665.3061224	0.0	0.0	0.0	168.0	40.0	7.750827902501846e-07	0.000182438
43565251.9387755	51229805.0	chr22	7664553.061224498	0.0	0.0	0.0	92.0	22.0	2.251676964883205e-06	0.000215908
108226.0	30367208.3469388	chr3	30258982.3469388	2.0	2.0	0.0	596.0	136.0	1.973932746187712e-06	0.000804244
30367208.3469388	56591659.7142857	chr3	26224451.3673469	1.0	1.0	0.0	566.0	32.0	1.0506589162970864e-06	0.000827583
56591659.7142857	76764314.6122449	chr3	20172654.897959203	2.0	2.0	0.0	722.0	78.0	1.8459162633308695e-06	0.0008501
76764314.6122449	117109624.408163	chr3	40345309.79591809	2.0	2.0	0.0	400.0	56.0	7.675983986529996e-07	0.000337283
117109624.408163	153420403.22449	chr3	36310778.81632699	0.0	0.0	0.0	1106.0	182.0	1.318880958793016e-06	0.00047955
153420403.22449	173593058.122449	chr3	20172654.897959024	1.0	1.0	0.0	128.0	18.0	9.92594301820355e-07	0.000289748
173593058.122449	197800244.0	chr3	24207185.87755099	0.0	0.0	0.0	496.0	230.0	1.891080974512401e-06	0.000324333
167596.0	64406181.2653061	chr4	64238585.2653061	1.0	1.0	0.0	2370.0	360.0	1.4849948406658798e-06	0.000541869
64406181.2653061	150057628.285714	chr4	85651447.0204079	2.0	2.0	0.0	1592.0	320.0	1.0647092484870527e-06	0.000580361
150057628.285714	190936728.0	chr4	40879099.714286	2.0	1.0	1.0	312.0	46.0	1.7061650084662599e-06	0.000421907
157856.0	14895405.1428571	chr5	14737549.1428571	1.0	1.0	0.0	244.0	100.0	1.8216068365177903e-06	0.000494557
14895405.1428571	25948567.0	chr5	11053161.8571429	0.0	0.0	0.0	422.0	298.0	1.144035502566167e-06	0.000357392
25948567.0	40686116.1428571	chr5	14737549.142857097	1.0	1.0	0.0	256.0	134.0	2.046799550499454e-06	0.000709688
40686116.1428571	60950246.2142857	chr5	20264130.071428604	0.0	0.0	0.0	212.0	12.0	8.606165324709524e-07	0.000359365
60950246.2142857	84898763.5714286	chr5	23948517.357142895	1.0	0.0	1.0	1424.0	612.0	1.3392503563287135e-06	0.000423307
84898763.5714286	132795798.285714	chr5	47897034.7142854	1.0	1.0	0.0	596.0	202.0	9.71055237267121e-07	0.000385384
132795798.285714	180692833.0	chr5	47897034.714286	3.0	2.0	1.0	958.0	578.0	1.6945558046568192e-06	0.000566339
183917.0	22840763.6428571	chr6	22656846.6428571	1.0	1.0	0.0	272.0	46.0	1.933175671227281e-06	0.000327705
22840763.6428571	36783438.5	chr6	13942674.8571429	1.0	1.0	0.0	602.0	156.0	1.101648000019016e-06	0.000344457
36783438.5	52468947.7142857	chr6	15685509.214285702	0.0	0.0	0.0	126.0	12.0	1.7999866656838645e-06	0.00068438
52468947.7142857	85582800.5	chr6	33113852.7857143	0.0	0.0	0.0	448.0	66.0	7.473114045437001e-07	0.000445345
85582800.5	113468150.214286	chr6	27885349.714286	3.0	2.0	1.0	250.0	4.0	1.197463124760218e-06	0.00046825
113468150.214286	137867831.214286	chr6	24399681.0	1.0	1.0	0.0	230.0	6.0	1.22736670792313e-06	0.000364841
137867831.214286	170981684.0	chr6	33113852.785714	2.0	1.0	1.0	306.0	98.0	1.7181495386573645e-06	0.000308173
46239.0	37379756.1530612	chr7	37333517.1530612	1.0	0.0	1.0	1200.0	442.0	1.7662149355376726e-06	0.000960053
37379756.1530612	69843684.1122449	chr7	32463927.9591837	4.0	2.0	2.0	3886.0	1542.0	1.060208827178704e-06	0.000446091
69843684.1122449	82829255.2959184	chr7	12985571.183673501	1.0	1.0	0.0	996.0	934.0	1.4259168831908568e-06	0.000344371
82829255.2959184	95814826.4795918	chr7	12985571.183673397	0.0	0.0	0.0	258.0	32.0	7.905951596794097e-07	0.000218442
95814826.4795918	110423594.061224	chr7	14608767.581632197	1.0	1.0	0.0	798.0	504.0	1.3198775438122229e-06	0.000768153
110423594.061224	133148343.632653	chr7	22724749.571429	0.0	0.0	0.0	312.0	72.0	9.771812697417083e-07	0.000311828
133148343.632653	159119486.0	chr7	25971142.367347002	2.0	1.0	1.0	464.0	212.0	1.8511902946440007e-06	0.000412197
113565.0	34418042.9387755	chr8	34304477.9387755	2.0	0.0	2.0	2244.0	568.0	1.7880952720399299e-06	0.000664315
34418042.9387755	59773526.6326531	chr8	25355483.6938776	0.0	0.0	0.0	244.0	30.0	1.004829797990719e-06	0.000400217
59773526.6326531	79163014.1632653	chr8	19389487.5306122	0.0	0.0	0.0	222.0	14.0	1.2878019505989368e-06	0.000856467
79163014.1632653	94078004.5714286	chr8	14914990.408163294	0.0	0.0	0.0	524.0	214.0	7.81555591122028e-07	0.000165737
94078004.5714286	107501495.938776	chr8	13423491.367347404	1.0	1.0	0.0	70.0	4.0	1.5897895038824088e-06	0.000355098
107501495.938776	122416486.346939	chr8	14914990.408162996	0.0	0.0	0.0	46.0	4.0	7.775034214000366e-07	0.000166185
122416486.346939	146280471.0	chr8	23863984.653061002	0.0	0.0	0.0	294.0	68.0	1.9471217226382645e-06	0.000805736
212908.0	34698221.7142857	chr9	34485313.7142857	1.0	0.0	1.0	456.0	130.0	1.7860048405979923e-06	0.000586367
34698221.7142857	69183535.4285714	chr9	34485313.7142857	0.0	0.0	0.0	3452.0	1564.0	2.8979499426121666e-07	0.000274469
69183535.4285714	92173744.5714286	chr9	22990209.142857194	1.0	1.0	0.0	1488.0	336.0	1.6521639521545729e-06	0.000417567
92173744.5714286	116600841.785714	chr9	24427097.214285403	2.0	2.0	0.0	794.0	152.0	1.358208613027986e-06	0.000315171
116600841.785714	141027939.0	chr9	24427097.214286	2.0	0.0	2.0	288.0	62.0	1.7970042073808375e-06	0.00026107
2737282.0	36785819.7346939	chrX	34048537.7346939	1.0	1.0	0.0	446.0	176.0	1.609093312203603e-06	0.000961028
36785819.7346939	101787573.591837	chrX	65001753.857143104	9.0	1.0	8.0	2446.0	1244.0	7.497711067908146e-07	0.000529357
101787573.591837	154408041.0	chrX	52620467.408162996	6.0	0.0	6.0	1142.0	544.0	1.3824310937243624e-06	0.00661715
