Start	End	Chromosome	Color	Length(bp)	invCenters	NHCenters	NAHRCenters	allRepCounts	intraRepCounts	WAvgRate	maxRate
33859347.2857143	39859046.2653061	chr19	arm	5999698.979591802	0.0	0.0	0.0	524.0	96.0	9.373104592962224e-09	7.78301081201e-07
39859046.2653061	59058083.0	chr19	telomeric	19199036.7346939	0.0	0.0	0.0	964.0	644.0	1.71795122352939e-08	2.11207575918e-06
752721.0	74264167.0204082	chr1	telomeric	73511446.0204082	3.0	3.0	0.0	1968.0	1178.0	9.513693208169704e-09	2.49397047287e-06
74264167.0204082	162984877.734694	chr1	centromeric	88720710.7142858	3.0	1.0	2.0	4558.0	2574.0	9.09161116864723e-09	4.53144021763e-06
162984877.734694	188333652.22449	chr1	arm	25348774.489795983	2.0	2.0	0.0	260.0	26.0	7.172473793645684e-09	1.99421385279e-06
188333652.22449	249170711.0	chr1	telomeric	60837058.77551001	2.0	2.0	0.0	1492.0	368.0	9.272469786260683e-09	1.80063548403e-06
69094.0	16740246.244898	chr20	telomeric	16671152.244898	1.0	0.0	1.0	78.0	14.0	1.5954554750268796e-08	1.68770806854e-06
16740246.244898	43029370.9387755	chr20	centromeric	26289124.693877503	1.0	0.0	1.0	658.0	92.0	6.704459240947858e-09	1.48066325136e-06
43029370.9387755	62906514.0	chr20	telomeric	19877143.061224498	0.0	0.0	0.0	216.0	86.0	1.5189909827442908e-08	1.94375798567e-06
14665973.0	24899288.3061225	chr21	arm	10233315.3061225	1.0	0.0	1.0	370.0	36.0	1.33417109524825e-08	1.8015841034e-06
24899288.3061225	31039277.4897959	chr21	arm	6139989.1836734	1.0	1.0	0.0	68.0	14.0	1.0174657965921084e-08	1.40587945666e-06
31039277.4897959	48094803.0	chr21	telomeric	17055525.5102041	0.0	0.0	0.0	304.0	54.0	1.4297119092735227e-08	1.1301898994e-06
17087705.0	31023256.0204082	chr22	arm	13935551.020408198	0.0	0.0	0.0	1878.0	900.0	1.955466275861679e-08	4.01381106281e-06
31023256.0204082	41474919.2857143	chr22	arm	10451663.2653061	0.0	0.0	0.0	142.0	60.0	1.0869852570912058e-08	1.59247211782e-06
41474919.2857143	51229805.0	chr22	telomeric	9754885.714285702	0.0	0.0	0.0	220.0	50.0	1.8690665112215703e-08	3.30859936904e-06
118913.0	54653107.0	chr2	telomeric	54534194.0	1.0	1.0	0.0	504.0	76.0	1.0669886256669958e-08	1.77239009375e-06
54653107.0	69526069.0	chr2	arm	14872962.0	0.0	0.0	0.0	144.0	8.0	7.2161455600270015e-09	8.45576993915e-07
69526069.0	129017917.0	chr2	centromeric	59491848.0	2.0	2.0	0.0	3572.0	1082.0	5.980938439836066e-09	1.37191400188e-06
129017917.0	193467419.0	chr2	arm	64449502.0	4.0	3.0	1.0	1856.0	328.0	6.100095679030658e-09	2.19404751732e-06
193467419.0	243043959.0	chr2	telomeric	49576540.0	3.0	2.0	1.0	684.0	138.0	8.604408199007744e-09	2.25111959574e-06
108226.0	44488066.7755102	chr3	telomeric	44379840.7755102	3.0	3.0	0.0	1064.0	160.0	1.0988529742487822e-08	3.28413428516e-06
44488066.7755102	64660721.6734694	chr3	arm	20172654.897959203	0.0	0.0	0.0	108.0	8.0	7.624656465809138e-09	2.09512559065e-06
64660721.6734694	145351341.265306	chr3	centromeric	80690619.5918366	4.0	4.0	0.0	2034.0	300.0	5.874401967719578e-09	1.7816003807e-06
145351341.265306	161489465.183673	chr3	arm	16138123.918366998	0.0	0.0	0.0	264.0	26.0	6.170098600139412e-09	1.92017465634e-06
161489465.183673	197800244.0	chr3	telomeric	36310778.816327006	1.0	1.0	0.0	544.0	238.0	1.0230698135283176e-08	1.7508688461e-06
167596.0	29366952.9387755	chr4	telomeric	29199356.9387755	0.0	0.0	0.0	1718.0	296.0	1.2470038968501799e-08	3.93853893045e-06
29366952.9387755	81925795.4285714	chr4	centromeric	52558842.48979591	1.0	1.0	0.0	1178.0	268.0	1.3917336269313931e-08	3.11652872834e-06
81925795.4285714	124751518.938776	chr4	arm	42825723.5102046	2.0	2.0	0.0	706.0	42.0	5.502883466051188e-09	1.69008320923e-06
124751518.938776	190936728.0	chr4	telomeric	66185209.061224	2.0	1.0	1.0	672.0	120.0	8.281222840402174e-09	2.1274538472e-06
157856.0	27790760.6428571	chr5	telomeric	27632904.6428571	1.0	1.0	0.0	674.0	398.0	1.0997146861574297e-08	2.81218352126e-06
27790760.6428571	73845601.7142857	chr5	centromeric	46054841.0714286	2.0	1.0	1.0	1550.0	748.0	6.761760405866068e-09	2.20107284985e-06
73845601.7142857	95951925.4285714	chr5	arm	22106323.7142857	0.0	0.0	0.0	410.0	12.0	5.958245313773184e-09	1.14166184184e-06
95951925.4285714	180692833.0	chr5	telomeric	84740907.5714286	4.0	3.0	1.0	1478.0	778.0	8.31548225110092e-09	1.95838488362e-06
183917.0	31554935.4285714	chr6	telomeric	31371018.4285714	2.0	2.0	0.0	656.0	148.0	1.1593006249517518e-08	1.61455411417e-06
31554935.4285714	42011941.5714286	chr6	arm	10457006.142857198	0.0	0.0	0.0	234.0	62.0	1.2450265891752726e-08	1.44685818247e-06
42011941.5714286	104753978.428571	chr6	centromeric	62742036.8571424	2.0	2.0	0.0	670.0	72.0	5.099371815352107e-09	3.62551410928e-06
104753978.428571	118696653.285714	chr6	arm	13942674.857143	1.0	0.0	1.0	184.0	4.0	6.096944298676328e-09	3.93385897989e-06
118696653.285714	170981684.0	chr6	telomeric	52285030.714286	3.0	2.0	1.0	490.0	102.0	9.426303132254135e-09	3.91341988426e-06
46239.0	37379756.1530612	chr7	telomeric	37333517.1530612	1.0	0.0	1.0	1200.0	442.0	1.210071105712434e-08	2.17977629591e-06
37379756.1530612	81206058.8979592	chr7	centromeric	43826302.744898	5.0	3.0	2.0	4874.0	2474.0	6.9079736118042805e-09	3.22253352371e-06
81206058.8979592	120162772.44898	chr7	arm	38956713.5510208	1.0	1.0	0.0	1094.0	546.0	5.752163171899616e-09	6.22663484284e-06
120162772.44898	159119486.0	chr7	telomeric	38956713.55102	2.0	1.0	1.0	746.0	276.0	1.0724125294104202e-08	3.18250223141e-06
113565.0	28452046.7755102	chr8	telomeric	28338481.7755102	2.0	0.0	2.0	2190.0	558.0	1.7971190921640916e-08	1.98214823255e-06
28452046.7755102	71705518.9591837	chr8	centromeric	43253472.18367349	0.0	0.0	0.0	484.0	48.0	1.1953451227754384e-08	1.16672270282e-06
71705518.9591837	110484494.020408	chr8	arm	38778975.06122431	1.0	1.0	0.0	658.0	228.0	6.050556952832226e-09	1.76453714476e-06
110484494.020408	146280471.0	chr8	telomeric	35795976.979591995	0.0	0.0	0.0	312.0	68.0	9.263933554163768e-09	1.92533005989e-06
212908.0	31824445.5714286	chr9	telomeric	31611537.5714286	1.0	0.0	1.0	324.0	74.0	1.2902580360622266e-08	2.11088105296e-06
31824445.5714286	86426192.2857143	chr9	centromeric	54601746.7142857	1.0	1.0	0.0	4714.0	1830.0	9.196335310426877e-09	1.81929320297e-06
86426192.2857143	100795073.0	chr9	arm	14368880.714285702	1.0	1.0	0.0	980.0	256.0	7.456055740849954e-09	1.87948604144e-06
100795073.0	141027939.0	chr9	telomeric	40232866.0	3.0	1.0	2.0	460.0	84.0	1.043376159016565e-08	1.98417105741e-06
