Start	End	Chromosome	Color	Length(bp)	invCenters	NHCenters	NAHRCenters	allRepCounts	intraRepCounts	WAvgRate	maxRate
39859046.2653061	59058083.0	chr19	telomeric	19199036.7346939	0.0	0.0	0.0	964.0	644.0	2.09770300391781e-06	0.000253843
752721.0	51450269.9795918	chr1	telomeric	50697548.9795918	3.0	3.0	0.0	1734.0	1146.0	1.7400433938308585e-06	0.000503662
51450269.9795918	107217573.857143	chr1	arm	55767303.8775512	1.0	1.0	0.0	684.0	152.0	1.156560778376039e-06	0.000618337
107217573.857143	162984877.734694	chr1	centromeric	55767303.877551004	2.0	0.0	2.0	4108.0	2454.0	8.247148656803431e-07	0.000792347
162984877.734694	218752181.612245	chr1	arm	55767303.87755099	4.0	4.0	0.0	686.0	144.0	1.3587086474202354e-06	0.000584965
218752181.612245	249170711.0	chr1	telomeric	30418529.387755007	0.0	0.0	0.0	1066.0	250.0	1.7550038437489182e-06	0.000472283
69094.0	14175453.5918367	chr20	telomeric	14106359.5918367	1.0	0.0	1.0	78.0	14.0	2.142727001775628e-06	0.000362152
14175453.5918367	18022642.5714286	chr20	arm	3847188.9795919005	0.0	0.0	0.0	18.0	0.0	2.5647575991867094e-06	0.000408424
18022642.5714286	43670569.1020408	chr20	centromeric	25647926.530612197	1.0	0.0	1.0	642.0	92.0	1.4061261414361996e-06	0.000256885
43670569.1020408	46235361.755102	chr20	arm	2564792.6530612037	0.0	0.0	0.0	6.0	0.0	2.0097471145886773e-06	0.000109262
46235361.755102	62906514.0	chr20	telomeric	16671152.244897999	0.0	0.0	0.0	208.0	86.0	2.2650404137679064e-06	0.000241893
14665973.0	25581509.3265306	chr21	arm	10915536.326530602	1.0	0.0	1.0	372.0	38.0	2.900333568009308e-06	0.00040011
25581509.3265306	38543708.7142857	chr21	arm	12962199.3877551	1.0	1.0	0.0	296.0	12.0	1.7643399053597707e-06	0.000874227
38543708.7142857	48094803.0	chr21	telomeric	9551094.285714298	0.0	0.0	0.0	74.0	54.0	1.8893744135842858e-06	0.000343704
17087705.0	24055480.5102041	chr22	arm	6967775.510204099	0.0	0.0	0.0	1460.0	706.0	3.1327795693839513e-06	0.000386744
24055480.5102041	41474919.2857143	chr22	arm	17419438.7755102	0.0	0.0	0.0	560.0	254.0	2.057134015564817e-06	0.00113731
41474919.2857143	51229805.0	chr22	telomeric	9754885.714285702	0.0	0.0	0.0	220.0	50.0	1.911137723573e-06	0.000215908
118913.0	29864837.0	chr2	telomeric	29745924.0	0.0	0.0	0.0	298.0	54.0	1.7688493693708528e-06	0.000366212
29864837.0	74483723.0	chr2	arm	44618886.0	1.0	1.0	0.0	720.0	80.0	1.3758411137950228e-06	0.000420505
74483723.0	124060263.0	chr2	centromeric	49576540.0	2.0	2.0	0.0	3174.0	1028.0	9.668570139632025e-07	0.000894104
124060263.0	193467419.0	chr2	arm	69407156.0	4.0	3.0	1.0	1884.0	332.0	1.0720436070241618e-06	0.000448577
193467419.0	243043959.0	chr2	telomeric	49576540.0	3.0	2.0	1.0	684.0	138.0	1.49932319623678e-06	0.00044686
108226.0	48522597.755102	chr3	telomeric	48414371.755102	3.0	3.0	0.0	1132.0	162.0	1.673464602577732e-06	0.000827583
48522597.755102	68695252.6530612	chr3	arm	20172654.897959195	0.0	0.0	0.0	62.0	8.0	1.3787105977507764e-06	0.0008501
68695252.6530612	145351341.265306	chr3	centromeric	76656088.6122448	4.0	4.0	0.0	2012.0	298.0	1.0454332231986855e-06	0.00047955
145351341.265306	161489465.183673	chr3	arm	16138123.918366998	0.0	0.0	0.0	264.0	26.0	1.2258074950199976e-06	0.000425154
161489465.183673	197800244.0	chr3	telomeric	36310778.816327006	1.0	1.0	0.0	544.0	238.0	1.6640701318389269e-06	0.000324333
167596.0	23527081.5510204	chr4	telomeric	23359485.5510204	0.0	0.0	0.0	1684.0	292.0	1.5608210581232694e-06	0.000541869
23527081.5510204	31313576.7346939	chr4	arm	7786495.183673501	0.0	0.0	0.0	36.0	4.0	1.9806881850931577e-06	0.000373672
31313576.7346939	58566309.877551	chr4	centromeric	27252733.142857097	1.0	1.0	0.0	622.0	64.0	1.3500879058353958e-06	0.000337113
58566309.877551	148111004.489796	chr4	arm	89544694.61224502	2.0	2.0	0.0	1620.0	320.0	1.0718796188822304e-06	0.000580361
148111004.489796	190936728.0	chr4	telomeric	42825723.51020399	2.0	1.0	1.0	312.0	46.0	1.6738556854980982e-06	0.000421907
157856.0	18579792.4285714	chr5	telomeric	18421936.4285714	1.0	1.0	0.0	442.0	296.0	1.7494925322014242e-06	0.000494557
18579792.4285714	33317341.5714286	chr5	arm	14737549.142857201	1.0	1.0	0.0	282.0	116.0	1.4789362836482669e-06	0.000411208
33317341.5714286	73845601.7142857	chr5	centromeric	40528260.142857105	1.0	0.0	1.0	1500.0	734.0	1.1556011912816774e-06	0.000709688
73845601.7142857	154902122.0	chr5	arm	81056520.2857143	3.0	3.0	0.0	1490.0	592.0	1.2123244585189165e-06	0.000566339
154902122.0	180692833.0	chr5	telomeric	25790711.0	1.0	0.0	1.0	398.0	198.0	1.8501206576438496e-06	0.000358633
183917.0	28069266.7142857	chr6	telomeric	27885349.7142857	1.0	1.0	0.0	536.0	94.0	1.8162527750053545e-06	0.000327705
28069266.7142857	42011941.5714286	chr6	arm	13942674.857142895	1.0	1.0	0.0	354.0	116.0	1.4070887981636352e-06	0.000344457
42011941.5714286	108239647.142857	chr6	centromeric	66227705.5714284	3.0	2.0	1.0	676.0	72.0	1.0371678668181704e-06	0.00068438
108239647.142857	139610665.571429	chr6	arm	31371018.428572014	1.0	1.0	0.0	374.0	8.0	1.3021779780204888e-06	0.000364841
139610665.571429	170981684.0	chr6	telomeric	31371018.428570986	2.0	1.0	1.0	294.0	98.0	1.6755408548864914e-06	0.000308173
46239.0	26017381.3673469	chr7	telomeric	25971142.3673469	1.0	0.0	1.0	862.0	284.0	1.7406474530987801e-06	0.000960053
26017381.3673469	32510166.9591837	chr7	arm	6492785.591836799	0.0	0.0	0.0	154.0	34.0	1.913088418561502e-06	0.000350967
32510166.9591837	77959666.1020408	chr7	centromeric	45449499.1428571	5.0	3.0	2.0	5054.0	2598.0	1.1611961546946185e-06	0.000446091
77959666.1020408	120162772.44898	chr7	arm	42203106.346939206	1.0	1.0	0.0	1098.0	546.0	1.045761411912516e-06	0.000768153
120162772.44898	159119486.0	chr7	telomeric	38956713.55102	2.0	1.0	1.0	746.0	276.0	1.6460605612572854e-06	0.000412197
113565.0	34418042.9387755	chr8	telomeric	34304477.9387755	2.0	0.0	2.0	2244.0	568.0	1.7880952720399299e-06	0.000664315
34418042.9387755	71705518.9591837	chr8	centromeric	37287476.02040819	0.0	0.0	0.0	430.0	38.0	1.0807030063979113e-06	0.000856467
71705518.9591837	113467492.102041	chr8	arm	41761973.14285731	1.0	1.0	0.0	660.0	228.0	1.1010945673988437e-06	0.000355098
113467492.102041	146280471.0	chr8	telomeric	32812978.897958994	0.0	0.0	0.0	310.0	68.0	1.6829389155277975e-06	0.000805736
212908.0	34698221.7142857	chr9	telomeric	34485313.7142857	1.0	0.0	1.0	456.0	130.0	1.7860048405979923e-06	0.000586367
34698221.7142857	83552416.1428571	chr9	centromeric	48854194.4285714	1.0	1.0	0.0	4500.0	1710.0	6.46018386645375e-07	0.000417567
83552416.1428571	123785282.142857	chr9	arm	40232865.999999896	3.0	2.0	1.0	1290.0	350.0	1.5175023396821391e-06	0.000408211
123785282.142857	141027939.0	chr9	telomeric	17242656.857143	1.0	0.0	1.0	232.0	54.0	1.8630848936304188e-06	0.00022432
2737282.0	21309211.6734694	chrX	telomeric	18571929.6734694	1.0	1.0	0.0	290.0	114.0	1.632528287913472e-06	0.000961028
21309211.6734694	36785819.7346939	chrX	arm	15476608.061224502	0.0	0.0	0.0	156.0	62.0	1.5807995479878781e-06	0.00075331
36785819.7346939	70834357.4693878	chrX	centromeric	34048537.7346939	5.0	0.0	5.0	1472.0	1068.0	8.722687160091772e-07	0.000529357
70834357.4693878	129645468.102041	chrX	arm	58811110.63265321	6.0	1.0	5.0	1434.0	322.0	8.21409562575708e-07	0.00063419
129645468.102041	154408041.0	chrX	telomeric	24762572.897958994	4.0	0.0	4.0	682.0	398.0	1.755681983534769e-06	0.00661715
